N	2gram	Bakhtin_Fr_5	Formalny
1	и в	45	24
2	в его	13	23
3	прежде всего	10	22
4	и не	15	20
5	так и	6	18
6	не может	5	16
7	точки зрения	4	16
8	в этом	14	15
9	в нем	10	14
10	может быть	2	14
11	с точки	2	13
12	таким образом	8	13
13	в своем	11	11
14	не менее	3	11
15	как и	10	11
16	в своей	3	11
17	в их	4	11
18	вовсе не	8	10
19	и их	5	10
20	то же	11	10
21	в ней	8	10
22	а не	4	10
23	и его	13	10
24	все это	7	9
25	в то	11	9
26	же время	9	8
27	именно в	3	8
28	то что	2	8
29	как в	3	8
30	лишь в	2	8
31	и на	5	8
32	не в	7	8
33	и с	10	8
34	и от	4	7
35	не только	14	7
36	с ее	5	7
37	жизни и	8	7
38	но и	10	7
39	на самом	5	7
40	и все	7	6
41	и здесь	4	6
42	было бы	2	6
43	в том	10	6
44	в этой	6	6
45	самом деле	5	6
46	до сих	3	6
47	в пределах	2	6
48	как бы	12	6
49	сих пор	3	6
50	в целом	2	6
51	а в	4	6
52	все эти	5	6
53	форм и	5	6
54	как это	4	6
55	хотя бы	2	5
56	должен быть	2	5
57	при этом	2	5
58	и др	8	5
59	не могло	3	5
60	во всех	13	5
61	в самом	4	5
62	и до	2	5
63	как мы	8	5
64	того что	3	5
65	но в	14	5
66	с его	7	4
67	независимо от	2	4
68	и к	5	4
69	конечно не	2	4
70	так же	8	4
71	в связи	5	4
72	что в	12	4
73	как на	4	4
74	в истории	2	4
75	но не	4	3
76	в отношении	2	3
77	всех этих	6	3
78	связи с	6	3
79	борьба с	2	3
80	перестает быть	2	3
81	в них	6	3
82	он должен	2	3
83	на все	2	3
84	что он	6	3
85	с помощью	3	3
86	к тому	2	3
87	его как	4	3
88	для него	3	3
89	это и	5	3
90	и как	5	3
91	но это	5	3
92	в большинстве	2	3
93	в каждом	2	3
94	так например	2	3
95	со всеми	5	3
96	в общем	4	3
97	дело идет	3	3
98	он не	6	3
99	произведение в	2	3
100	один из	2	3
101	все же	2	3
102	и отчасти	2	3
103	когда он	2	3
104	значение и	2	3
105	на фоне	2	3
106	в особенности	2	3
107	не было	3	3
108	мы не	4	3
109	и наконец	2	3
110	и даже	4	3
111	его в	5	3
112	от всех	5	3
113	жизнь и	2	3
114	становления и	2	3
115	в основе	4	3
116	здесь не	6	3
117	бы в	4	3
118	нисколько не	3	2
119	же как	4	2
120	с тем	2	2
121	от их	3	2
122	жизни в	2	2
123	единство и	3	2
124	это не	3	2
125	с этим	4	2
126	в одном	3	2
127	в системе	2	2
128	в году	3	2
129	здесь в	4	2
130	но эта	2	2
131	ни в	3	2
132	в самой	8	2
133	по существу	3	2
134	мы видели	7	2
135	в различных	2	2
136	если мы	2	2
137	из важнейших	2	2
138	только в	4	2
139	и если	2	2
140	одной из	5	2
141	от того	3	2
142	к ней	2	2
143	как раз	5	2
144	еще в	2	2
145	нет и	2	2
146	что и	7	2
147	на него	2	2
148	вместе с	3	2
149	он в	2	2
150	эта связь	4	2
151	всего этого	3	2
152	и вот	3	2
153	чтобы не	2	2
154	и что	2	2
155	менее всего	3	2
156	его не	4	2
157	между тем	2	2
158	от этого	2	2
159	чем же	4	2
160	как ее	2	2
161	могло не	2	2
162	ничего не	4	2
163	и это	4	2
164	большинстве случаев	2	2
165	с ним	5	2
166	почти не	2	2
167	в эту	2	2
168	оно было	2	2
