N	2gram	Ircho_Kome_2	Formalny
1	и не	14	30
2	вовсе не	2	28
3	и в	26	27
4	может быть	11	25
5	не может	3	24
6	так и	12	21
7	и его	12	19
8	таким образом	6	18
9	в этом	10	18
10	точки зрения	4	16
11	в нем	6	15
12	то же	3	15
13	как и	4	14
14	не в	2	12
15	если бы	9	12
16	и от	4	11
17	в самом	4	11
18	и т	2	11
19	место в	4	10
20	но и	10	10
21	в действительности	2	9
22	так как	4	9
23	не только	7	9
24	что в	9	8
25	ни в	5	8
26	как бы	2	8
27	отнюдь не	2	8
28	и все	2	8
29	то что	6	8
30	как мы	4	8
31	только в	4	8
32	не менее	4	7
33	в том	11	7
34	же время	3	7
35	все это	3	7
36	потому что	6	7
37	в то	6	7
38	его в	4	7
39	между тем	4	7
40	с тем	5	7
41	в его	4	7
42	все время	2	6
43	с другой	2	6
44	всяком случае	2	6
45	бы в	2	6
46	но в	3	6
47	что он	5	6
48	еще не	6	6
49	было бы	8	6
50	все же	4	6
51	в своей	3	6
52	хотя бы	2	6
53	и для	4	6
54	во всяком	2	6
55	и ее	2	6
56	вместе с	9	6
57	независимо от	5	5
58	в каждом	3	5
59	что именно	2	5
60	ни было	2	5
61	того чтобы	6	5
62	не является	2	5
63	и их	3	5
64	друг друга	3	5
65	в одной	2	5
66	в ней	3	5
67	становится в	3	5
68	в истории	5	5
69	но не	3	5
70	т п	2	5
71	тем что	3	5
72	связи с	3	5
73	уже в	4	4
74	то ни	2	4
75	прежде всего	4	4
76	к тому	12	4
77	мы знаем	3	4
78	он был	2	4
79	да и	3	4
80	для того	5	4
81	бы то	2	4
82	в целом	4	4
83	жизни и	3	4
84	со стороны	2	4
85	в связи	3	4
86	от всех	2	4
87	о том	6	4
88	как это	4	4
89	мы можем	3	4
90	в ее	2	4
91	том что	9	4
92	как в	3	4
93	роль в	2	4
94	мы не	2	4
95	из этого	2	4
96	бы и	2	3
97	что это	4	3
98	в этих	4	3
99	тому что	4	3
100	в какой	2	3
101	столь же	9	3
102	это не	2	3
103	в конце	2	3
104	для нас	3	3
105	одним из	2	3
106	в виду	2	3
107	по отношению	3	3
108	той же	3	3
109	и что	2	3
110	и на	7	3
111	не следует	2	3
112	и с	5	3
113	к его	2	3
114	в них	4	3
115	ясно что	8	3
116	того же	3	3
117	во всех	3	3
118	еще в	4	3
119	нет и	2	3
120	отношению к	3	3
121	дело с	3	3
122	в той	2	3
123	а на	2	2
124	бы к	2	2
125	друг другу	3	2
126	в этой	3	2
127	является не	2	2
128	на этом	2	2
129	ведь мы	2	2
130	но если	3	2
131	в котором	3	2
132	из них	7	2
133	от того	2	2
134	что она	2	2
135	в своем	6	2
136	в самой	3	2
137	в философии	2	2
138	действующих лиц	5	2
139	из этих	4	2
140	как он	3	2
141	что ни	2	2
142	с его	5	2
143	этом смысле	2	2
144	однако в	2	2
145	и во	2	2
146	к этому	5	2
147	говорить о	2	2
148	одна из	2	2
149	одной из	4	2
150	или на	2	2
151	даже в	2	2
152	что и	7	2
153	как не	2	2
154	так в	2	2
155	в отличие	2	2
156	человека в	3	2
157	от этого	2	2
158	на протяжении	10	2
159	и это	2	2
160	отличие от	2	2
161	и тех	2	2
