N	2gram	Losev_Dial_4	Psycholo
1	в том	11	37
2	и в	15	32
3	и что	9	22
4	том что	10	21
5	то что	16	21
6	таким образом	5	21
7	потому что	10	21
8	что в	7	20
9	так же	4	18
10	может быть	17	18
11	что и	6	17
12	не может	11	17
13	точки зрения	14	17
14	что она	5	16
15	того чтобы	5	14
16	что он	7	13
17	при этом	2	13
18	то же	9	13
19	для того	5	13
20	в этом	11	13
21	по себе	13	12
22	если мы	5	12
23	в самом	2	12
24	не только	8	12
25	заключается в	2	12
26	так как	14	12
27	на то	5	11
28	с тем	4	11
29	было бы	9	11
30	в основе	10	11
31	при помощи	3	10
32	как и	7	10
33	и т	17	10
34	когда он	3	10
35	но и	4	10
36	и не	30	10
37	с точки	9	10
38	никогда не	2	9
39	что все	4	9
40	как в	3	9
41	тем что	2	9
42	что это	13	8
43	не менее	2	8
44	не в	8	8
45	той же	5	8
46	того что	13	8
47	ясно что	11	7
48	и как	4	7
49	а не	18	7
50	в сущности	5	7
51	все эти	3	7
52	совершенно ясно	2	7
53	и его	7	7
54	сказать что	6	7
55	как будто	2	7
56	только в	7	7
57	что они	4	7
58	в этой	4	6
59	и мы	7	6
60	и из	2	6
61	как бы	14	6
62	художественное произведение	2	6
63	что если	3	6
64	о том	5	6
65	если бы	6	6
66	отнюдь не	4	5
67	на все	2	5
68	в ней	5	5
69	все это	9	5
70	как раз	4	5
71	и даже	6	5
72	есть только	3	5
73	и на	5	5
74	в то	6	5
75	сам по	2	4
76	когда она	3	4
77	от того	2	4
78	едва ли	3	4
79	с этой	2	4
80	в жизни	5	4
81	есть не	5	4
82	что на	2	4
83	тем не	2	4
84	как это	2	4
85	в чем	8	4
86	и той	3	4
87	которые мы	2	4
88	никак не	2	4
89	и когда	2	4
90	совершенно не	3	4
91	и по	2	4
92	и тем	6	4
93	в нем	5	4
94	все же	2	4
95	с той	2	4
96	при таком	2	4
97	из них	2	4
98	жизни и	4	4
99	но только	5	4
100	и все	11	4
101	мы имеем	5	4
102	одной и	3	4
103	мы видим	4	4
104	не имеет	14	4
105	и для	5	4
106	в данном	3	4
107	о ней	2	4
108	и с	4	4
109	есть по	2	4
110	могут быть	3	4
111	с этим	3	4
112	и это	8	4
113	ничего не	17	4
114	того как	2	4
115	не могут	2	3
116	главным образом	2	3
117	в частности	2	3
118	для этого	2	3
119	или что	2	3
120	хотя бы	4	3
121	не как	4	3
122	точно так	2	3
123	представление о	2	3
124	показывает что	2	3
125	видим что	4	3
126	об этом	3	3
127	так что	6	3
128	это значит	8	3
129	что именно	7	3
130	но как	2	3
131	в свою	3	3
132	что с	2	3
133	в нашей	2	3
134	в своей	3	3
135	не могли	2	3
136	один из	4	3
137	с ее	10	3
138	так и	5	3
139	во всех	2	3
140	и их	2	3
141	и так	2	3
142	и ее	8	3
143	бы и	3	3
144	в их	3	3
145	в отношении	2	3
146	что же	2	3
147	на этом	3	3
148	и вот	11	3
149	что не	3	3
150	должны быть	4	3
151	жизнь и	2	3
152	тому как	4	3
153	в смысле	5	3
154	само по	4	3
155	в каком	5	3
156	и то	3	3
157	во всем	2	3
158	ни на	6	3
159	мы должны	4	3
160	отношении к	2	3
161	того или	2	3
162	думать что	2	3
163	та же	3	3
164	тогда когда	5	3
165	но в	3	3
166	мы не	9	3
167	значит что	9	3
168	в виду	9	3
169	это было	2	3
170	мы можем	3	3
171	как только	5	2
172	если она	2	2
173	с его	5	2
174	же что	3	2
175	мы будем	2	2
176	чувства и	2	2
177	в них	2	2
178	все что	2	2
179	сравнению с	2	2
180	то ни	4	2
181	произведение и	2	2
182	это не	12	2
183	она является	2	2
184	только мы	2	2
185	в одном	4	2
186	этой точки	2	2
187	во всяком	2	2
188	ни в	8	2
189	говорит о	3	2
190	же время	6	2
191	и при	2	2
192	тем более	6	2
193	свою очередь	2	2
194	еще не	4	2
195	по сравнению	2	2
196	но что	5	2
197	она не	4	2
198	и часто	2	2
199	из которых	3	2
200	вовсе не	6	2
201	во внимание	2	2
202	только потому	3	2
203	и следовательно	3	2
204	в его	4	2
205	в ее	2	2
206	для нее	2	2
207	показать как	2	2
208	оно не	2	2
209	том как	2	2
210	как не	2	2
211	вместе с	2	2
212	себе и	2	2
213	есть нечто	2	2
214	и без	2	2
215	как нечто	2	2
216	бы не	2	2
217	другой стороны	2	2
218	в особенности	4	2
219	т д	15	2
220	не было	2	2
221	что оно	7	2
222	мы находим	2	2
223	к своему	2	2
224	и другое	2	2
225	то или	3	2
226	самое что	2	2
227	отличие от	2	2
228	что этот	2	2
229	но это	4	2
230	также и	4	2
231	подобно тому	4	2
232	мы получаем	2	2
233	в себе	8	2
234	смысл и	3	2
235	и вообще	7	2
236	и только	2	2
237	не понимает	2	2
238	в свое	2	2
239	в свете	5	2
240	не значит	2	2
241	в которой	2	2
242	которая не	2	2
243	что по	2	2
