N	2gram	Nazirov_Tv_2	Problema
1	и в	20	44
2	вовсе не	2	37
3	и не	9	35
4	то есть	5	34
5	может быть	8	28
6	потому что	7	25
7	то что	3	23
8	в том	8	21
9	только в	2	19
10	а не	6	18
11	в этом	8	17
12	и даже	5	14
13	не только	13	14
14	не в	4	13
15	и т	13	13
16	т д	11	13
17	то же	7	13
18	так что	2	12
19	но в	4	12
20	том что	4	12
21	не является	3	11
22	не менее	2	10
23	но и	8	10
24	отнюдь не	4	10
25	у нас	2	10
26	как и	6	10
27	так и	6	10
28	это не	7	9
29	и от	4	9
30	в нем	3	9
31	и с	8	9
32	как бы	11	9
33	так как	3	9
34	что он	6	9
35	в то	10	9
36	в его	10	9
37	во всяком	2	9
38	и это	3	9
39	таким образом	10	9
40	что в	7	8
41	при помощи	2	8
42	но это	5	8
43	он не	3	8
44	в себе	3	8
45	и вообще	2	8
46	с другой	2	7
47	не может	7	7
48	уже не	3	7
49	все эти	4	7
50	и что	2	7
51	с ним	3	7
52	и потому	4	7
53	мы не	4	7
54	никогда не	11	6
55	и если	2	6
56	но если	2	6
57	всяком случае	2	6
58	в целом	6	6
59	и только	2	6
60	нет ничего	3	6
61	у пушкина	3	6
62	о том	5	6
63	все же	5	6
64	в виде	2	6
65	не было	2	5
66	или даже	2	5
67	в конце	6	5
68	крайней мере	2	5
69	что они	4	5
70	как о	2	5
71	и сам	5	5
72	и есть	2	5
73	хотя и	4	5
74	другой стороны	2	5
75	все это	6	5
76	а в	4	5
77	по крайней	2	5
78	в таком	3	5
79	еще не	5	5
80	в своей	6	5
81	как в	4	5
82	так же	5	5
83	тем самым	4	5
84	тоже не	2	5
85	и его	9	5
86	едва ли	2	5
87	он сам	3	4
88	при этом	8	4
89	не считать	2	4
90	с полным	2	4
91	и без	2	4
92	всякого рода	2	4
93	д и	2	4
94	в искусстве	2	4
95	таком случае	2	4
96	в ее	2	4
97	только с	2	4
98	на этот	2	4
99	в чем	4	4
100	тут же	2	4
101	тем что	3	4
102	уже в	2	3
103	же как	3	3
104	это уже	2	3
105	что у	4	3
106	прежде всего	8	3
107	в этой	5	3
108	для него	3	3
109	в самом	3	3
110	но эта	2	3
111	не так	2	3
112	с этой	3	3
113	в которых	3	3
114	его в	3	3
115	ни к	2	3
116	если бы	4	3
117	не мешает	2	3
118	об этом	4	3
119	говорить о	2	3
120	но не	5	3
121	но уже	3	3
122	из этого	2	3
123	если не	4	3
124	самом деле	2	3
125	и тогда	2	3
126	отличие от	2	3
127	с другими	2	3
128	этот вопрос	3	3
129	образ и	2	3
130	и ее	2	3
131	ничего не	4	3
132	именно в	6	2
133	в частности	2	2
134	не столько	2	2
135	своих героев	3	2
136	в известной	4	2
137	до сих	3	2
138	не стоит	2	2
139	у тургенева	2	2
140	в котором	3	2
141	из них	2	2
142	в их	3	2
143	по мнению	3	2
144	с большим	3	2
145	и по	2	2
146	друг друга	2	2
147	в основе	2	2
148	в начале	3	2
149	однако это	2	2
150	относится и	2	2
151	себя в	2	2
152	когда он	4	2
153	в процессе	2	2
154	вместе с	3	2
155	сих пор	3	2
156	к самому	2	2
157	в отличие	2	2
158	а с	3	2
159	героя в	4	2
160	и у	2	2
161	могут быть	2	2
162	заставляет нас	3	2
163	в которой	2	2
164	же не	2	2
