N	2gram	Bakhtin_Fr_4	Literetu
1	не только	10	24
2	при этом	3	19
3	в качестве	3	17
4	но и	9	17
5	в том	7	16
6	в частности	3	15
7	том что	3	14
8	может быть	2	13
9	в году	3	13
10	и не	16	12
11	в этом	11	12
12	прежде всего	8	11
13	в своем	3	11
14	своего рода	6	11
15	то что	4	10
16	и в	29	8
17	только в	2	8
18	в его	8	7
19	как бы	8	7
20	уже не	2	7
21	в себе	3	7
22	в жизни	2	6
23	как и	12	6
24	и сам	3	6
25	связи с	2	6
26	себя в	2	6
27	того что	3	6
28	точки зрения	4	6
29	то есть	21	6
30	с его	4	5
31	что он	4	5
32	же время	8	5
33	а также	2	5
34	как в	2	5
35	не может	2	5
36	то же	10	5
37	уже в	2	5
38	не столько	2	5
39	в то	10	5
40	это не	5	4
41	в конце	9	4
42	но не	2	4
43	еще не	4	4
44	все же	3	4
45	из них	6	4
46	по преимуществу	3	4
47	в своей	5	4
48	со стороны	2	4
49	так и	11	4
50	и т.п	12	4
51	никогда не	2	4
52	друг друга	2	4
53	и его	8	4
54	как раз	2	4
55	в своих	2	4
56	в этой	13	4
57	мир в	2	4
58	в основе	2	3
59	и есть	4	3
60	с другой	4	3
61	да и	2	3
62	не мог	2	3
63	у него	5	3
64	том же	2	3
65	же и	3	3
66	один из	4	3
67	и др	4	3
68	жизни и	4	3
69	в их	2	3
70	бы не	2	3
71	таким образом	20	3
72	еще и	7	3
73	и даже	3	3
74	той же	3	3
75	он и	5	3
76	но в	12	3
77	по своей	3	3
78	также и	4	3
79	далеко не	5	3
80	его в	9	3
81	дело в	2	3
82	в виду	2	3
83	на этом	2	2
84	а как	2	2
85	все они	5	2
86	превращается в	3	2
87	мир и	2	2
88	подобно тому	3	2
89	в себя	2	2
90	к тому	2	2
91	что я	2	2
92	того же	5	2
93	своего времени	3	2
94	одной стороны	2	2
95	о своем	2	2
96	в нем	5	2
97	в сущности	6	2
98	то он	2	2
99	не на	2	2
100	с одной	2	2
101	все эти	9	2
102	имеется в	3	2
103	бы на	2	2
104	и вполне	3	2
105	с точки	2	2
106	роль в	3	2
107	в слове	2	2
108	тому как	3	2
109	и то	2	2
110	не случайно	3	2
111	нового времени	2	2
112	тем что	4	2
113	этого рода	2	2
114	как будто	2	2
115	о том	2	2
116	как он	2	2
117	нет ничего	2	2
