N	2gram	Bakhtin_Fr_2	Vladivir
1	и в	49	31
2	в году	13	30
3	не только	17	24
4	но и	13	19
5	то что	6	18
6	и не	15	17
7	у него	2	15
8	и даже	2	15
9	он был	2	14
10	том что	4	14
11	что в	2	14
12	в этом	15	14
13	и с	6	14
14	там же	2	13
15	что он	3	12
16	по поводу	2	12
17	в его	18	12
18	но в	4	12
19	с его	5	11
20	в том	3	11
21	о том	3	11
22	же с	2	11
23	также и	3	10
24	никогда не	5	9
25	как мы	7	9
26	а в	4	9
27	в течение	3	9
28	даже и	2	9
29	только в	13	9
30	в конце	2	9
31	в дальнейшем	2	8
32	в то	6	8
33	так как	6	8
34	уже в	5	7
35	для него	9	7
36	и его	17	7
37	сказать что	6	7
38	мы уже	6	7
39	и к	4	6
40	можно сказать	2	6
41	в качестве	2	6
42	и потому	5	6
43	может быть	5	6
44	свое время	3	6
45	так и	6	6
46	не может	7	6
47	то же	7	6
48	это был	2	5
49	не был	3	5
50	все это	9	5
51	вовсе не	10	5
52	на то	2	5
53	в свое	4	5
54	жизни и	7	5
55	не было	4	5
56	в своих	4	5
57	но он	6	5
58	с ним	4	5
59	же время	6	4
60	в своем	5	4
61	и все	3	4
62	в нем	9	4
63	к ней	2	4
64	в себе	4	4
65	да и	3	4
66	и вообще	3	4
67	как и	11	4
68	в этой	10	4
69	такого рода	2	4
70	хотя и	2	4
71	еще в	2	4
72	и особенно	3	4
73	один из	7	4
74	в нашем	2	4
75	в своей	5	4
76	в истории	6	4
77	в особенности	5	4
78	что для	3	4
79	несмотря на	3	4
80	во всем	3	4
81	к нему	3	4
82	под влиянием	2	3
83	с другой	4	3
84	он как	2	3
85	в жизни	4	3
86	но не	5	3
87	но это	2	3
88	что они	2	3
89	ничего не	2	3
90	тот же	5	3
91	за пределы	2	3
92	все же	7	3
93	на его	2	3
94	отношение к	8	3
95	вместе с	2	3
96	он пишет	3	3
97	другой стороны	3	3
98	в отношении	2	3
99	в связи	2	3
100	таким образом	7	3
101	все эти	7	3
102	и вот	3	3
103	жизнь и	2	3
104	был для	2	3
105	и на	17	3
106	что касается	2	3
107	в начале	5	3
108	во время	12	3
109	здесь не	2	3
110	то есть	32	3
111	место в	3	2
112	тем что	4	2
113	но даже	2	2
114	она была	4	2
115	в них	13	2
116	по существу	2	2
117	в меру	2	2
118	на все	3	2
119	в тех	2	2
120	одной из	2	2
121	ни в	3	2
122	это и	2	2
123	этот момент	4	2
124	учение о	2	2
125	не были	2	2
126	все что	2	2
127	своего времени	2	2
128	еще не	2	2
129	при этом	5	2
130	было бы	3	2
131	совершенно не	2	2
132	в самом	3	2
133	и о	4	2
134	одним из	2	2
135	всяком случае	2	2
136	даже в	3	2
137	и до	4	2
138	из них	3	2
139	так например	2	2
140	как к	2	2
141	были в	2	2
142	и других	3	2
143	на первом	3	2
144	лишь в	4	2
145	году в	4	2
146	и за	2	2
147	того чтобы	2	2
148	как на	4	2
149	во всяком	2	2
150	точки зрения	6	2
151	под названием	2	2
152	из этих	5	2
153	и еще	2	2
154	мы должны	2	2
155	и это	3	2
156	тех же	2	2
