N	2gram	Berdyaev_M_1	Narrotol
1	не только	29	26
2	а не	25	17
3	но и	25	15
4	в том	6	14
5	и не	11	14
6	том что	3	13
7	и в	28	13
8	в этом	20	13
9	только в	6	11
10	может быть	30	10
11	к тому	3	9
12	а в	4	9
13	то есть	3	9
14	то что	5	8
15	в себе	7	8
16	не может	28	8
17	не в	16	8
18	никогда не	14	6
19	в своем	10	6
20	в жизни	3	6
21	прежде всего	10	6
22	и к	2	6
23	того что	7	6
24	в его	9	6
25	жизни в	2	6
26	все же	2	6
27	у него	17	6
28	как бы	2	6
29	ничего не	3	6
30	но в	7	6
31	место в	2	5
32	точки зрения	4	5
33	что он	10	5
34	он не	24	5
35	в котором	8	5
36	в нем	13	5
37	отношению к	2	5
38	как в	2	5
39	по отношению	2	5
40	в той	2	5
41	на протяжении	2	5
42	в то	2	5
43	о том	2	5
44	если бы	2	4
45	в конце	7	4
46	как и	5	4
47	все что	2	4
48	что в	10	4
49	для него	11	4
50	не к	4	4
51	жизни и	2	4
52	в своей	15	4
53	в ее	3	4
54	уже не	4	4
55	в мире	10	4
56	и у	2	4
57	истории в	2	4
58	и мира	3	4
59	все его	3	4
60	в этой	6	4
61	и все	10	4
62	с ним	2	4
63	а как	2	3
64	с его	3	3
65	человек в	9	3
66	это не	5	3
67	но не	8	3
68	к ней	4	3
69	и когда	2	3
70	о нем	2	3
71	один из	4	3
72	на том	3	3
73	все эти	2	3
74	того чтобы	2	3
75	и по	4	3
76	и для	2	3
77	и его	9	3
78	с этой	4	3
79	сказать что	2	3
80	по своей	2	3
81	мира и	5	3
82	потому не	3	2
83	он сам	6	2
84	о чем	2	2
85	должен был	4	2
86	одно из	3	2
87	личности в	2	2
88	хотя бы	3	2
89	мира не	3	2
90	своих героев	2	2
91	в свою	2	2
92	он лишь	2	2
93	для нас	3	2
94	в начале	2	2
95	к миру	2	2
96	по своему	2	2
97	должна быть	6	2
98	было бы	10	2
99	и он	12	2
100	себе и	2	2
101	в самом	11	2
102	в центре	2	2
103	интерес к	3	2
104	от его	2	2
105	в него	3	2
106	не все	2	2
107	что и	4	2
108	себя в	3	2
109	в самую	5	2
110	человека есть	3	2
111	у нас	5	2
112	достоевского и	10	2
113	быть может	7	2
114	и что	2	2
115	не имеет	3	2
116	ведет к	6	2
117	в ней	15	2
118	но он	9	2
119	как он	2	2
120	бы в	2	2
121	потому что	16	2
