N	2gram	Bakhtin_Fr_4	Psycholo
1	то что	4	32
2	и в	29	31
3	в том	7	30
4	то есть	21	26
5	может быть	2	22
6	таким образом	20	20
7	при этом	3	19
8	так как	7	18
9	не может	2	17
10	как и	12	16
11	том что	3	16
12	и не	16	16
13	точки зрения	4	15
14	только в	2	14
15	не только	10	13
16	так же	7	12
17	в этом	11	12
18	с таким	2	11
19	в сущности	6	10
20	того что	3	10
21	ни в	2	9
22	как в	2	9
23	никогда не	2	8
24	все это	4	8
25	что он	4	7
26	есть в	2	7
27	и его	8	7
28	того чтобы	3	7
29	тому как	3	7
30	сказать что	5	7
31	о том	2	7
32	что это	5	6
33	вовсе не	9	6
34	одной стороны	2	6
35	до конца	5	6
36	для того	3	6
37	и даже	3	6
38	в его	8	6
39	и есть	4	5
40	формы и	2	5
41	и все	13	5
42	в ее	3	5
43	все же	3	5
44	мы видим	3	5
45	с одной	2	5
46	то время	2	5
47	как бы	8	5
48	другой стороны	3	5
49	и для	2	5
50	то же	10	5
51	с другой	4	5
52	подобно тому	3	5
53	в то	10	5
54	как будто	2	5
55	к тому	2	4
56	в которой	4	4
57	в котором	2	4
58	все время	3	4
59	и другие	2	4
60	в виду	2	4
61	прежде всего	8	4
62	и так	3	4
63	в себе	3	4
64	что я	2	4
65	мы увидим	2	4
66	у него	5	4
67	и о	5	4
68	один из	4	4
69	в этих	2	4
70	со стороны	2	4
71	к этому	2	4
72	и у	2	4
73	в своих	2	4
74	в результате	4	4
75	мы можем	3	4
76	там где	3	4
77	уже в	2	3
78	как на	2	3
79	в частности	3	3
80	его и	2	3
81	в своем	3	3
82	что у	3	3
83	и к	2	3
84	это и	5	3
85	но это	4	3
86	но не	2	3
87	в этой	13	3
88	хотя и	2	3
89	в слове	2	3
90	он не	3	3
91	но мы	2	3
92	от всех	2	3
93	жизни и	4	3
94	в своей	5	3
95	так и	11	3
96	им в	2	3
97	и других	3	3
98	и вот	3	3
99	но только	2	3
100	и по	5	3
101	той же	3	3
102	роль в	3	3
103	в одной	2	3
104	у меня	2	3
105	в конце	9	3
106	и это	2	3
107	конце концов	4	3
108	но в	12	3
109	в основе	2	2
110	такой же	3	2
111	уже и	2	2
112	что образ	3	2
113	в другой	2	2
114	и как	3	2
115	в них	7	2
116	в жизни	2	2
117	это в	2	2
118	в основу	2	2
119	с ним	2	2
120	и здесь	3	2
121	там же	3	2
122	уже не	2	2
123	что они	2	2
124	более или	3	2
125	что здесь	3	2
126	в качестве	3	2
127	того же	5	2
128	тот же	3	2
129	и тот	2	2
130	о чем	2	2
131	и их	3	2
132	том же	2	2
133	далеко не	5	2
134	в нем	5	2
135	мы видели	7	2
136	из них	6	2
137	но и	9	2
138	или менее	3	2
139	как мы	10	2
140	как раз	2	2
141	на самом	4	2
142	в себя	2	2
143	в трех	2	2
144	к нему	3	2
145	с точки	2	2
146	отметить что	3	2
147	принадлежат к	2	2
148	в чем	3	2
149	как к	3	2
150	их в	2	2
151	и с	9	2
152	но как	3	2
153	и то	2	2
154	если же	2	2
155	его в	9	2
156	как он	2	2
157	из этого	2	2
158	почти все	3	2
