N	2gram	Ircho_Kome_3	Narrotol
1	не только	5	26
2	а не	4	17
3	представляет собой	3	16
4	но и	4	15
5	в том	12	14
6	при этом	7	14
7	в качестве	2	14
8	и не	21	14
9	том что	13	13
10	и в	22	13
11	в этом	8	13
12	состоит в	2	12
13	в частности	3	11
14	может быть	6	10
15	к тому	6	9
16	так и	4	9
17	а в	7	9
18	то что	4	8
19	в себе	4	8
20	не может	3	8
21	не в	4	8
22	к себе	5	7
23	никогда не	3	6
24	в своем	8	6
25	прежде всего	5	6
26	и к	3	6
27	в его	8	6
28	со стороны	11	6
29	все же	4	6
30	у него	4	6
31	как бы	3	6
32	а также	2	6
33	всего лишь	2	6
34	ничего не	3	6
35	но в	5	6
36	точки зрения	4	5
37	тем не	3	5
38	что он	8	5
39	одной стороны	3	5
40	хотя и	5	5
41	он не	5	5
42	в котором	2	5
43	в нем	3	5
44	отношению к	3	5
45	на него	4	5
46	как в	2	5
47	по отношению	5	5
48	таким образом	12	5
49	с одной	3	5
50	с другой	4	5
51	отличие от	2	5
52	в то	6	5
53	далеко не	3	5
54	о том	8	5
55	не менее	5	4
56	если бы	8	4
57	отнюдь не	4	4
58	в герое	2	4
59	в глазах	8	4
60	в конце	7	4
61	об этом	7	4
62	тому же	6	4
63	как и	3	4
64	все что	3	4
65	что в	5	4
66	при всей	2	4
67	не является	4	4
68	в своей	5	4
69	в ее	3	4
70	то же	7	4
71	в какой	3	4
72	в мире	2	4
73	в силу	2	4
74	в другом	2	4
75	в этой	3	4
76	и все	2	4
77	как это	5	4
78	с ним	5	4
79	но при	2	4
80	а как	2	3
81	с его	3	3
82	конечном счете	2	3
83	тому что	2	3
84	это не	2	3
85	о которой	2	3
86	что они	2	3
87	пребывания в	2	3
88	же время	5	3
89	и сам	5	3
90	в произведениях	2	3
91	к ней	8	3
92	как раз	6	3
93	в конечном	2	3
94	за пределами	2	3
95	один из	3	3
96	в целом	3	3
97	между собой	4	3
98	самом деле	6	3
99	того чтобы	6	3
100	и даже	3	3
101	и для	4	3
102	и его	6	3
103	в таком	2	3
104	с этой	3	3
105	этом отношении	2	3
106	между тем	2	3
107	едва ли	7	3
108	дело с	3	2
109	о чем	7	2
110	должен был	4	2
111	однако в	4	2
112	хотя бы	4	2
113	столь же	3	2
114	вовсе не	4	2
115	и здесь	4	2
116	в свою	7	2
117	на то	3	2
118	к своему	2	2
119	и т	4	2
120	в начале	3	2
121	тем более	4	2
122	из города	2	2
123	по своему	3	2
124	что с	2	2
125	еще не	6	2
126	было бы	3	2
127	и он	2	2
128	в самом	9	2
129	несмотря на	4	2
130	что она	4	2
131	о любви	2	2
132	что и	8	2
133	раз в	2	2
134	не будет	2	2
135	нового времени	2	2
136	в других	3	2
137	если не	3	2
138	в течение	3	2
139	ней в	2	2
140	и что	6	2
141	более чем	5	2
142	только что	7	2
143	с точки	3	2
144	не имеет	3	2
145	так же	4	2
146	роль в	2	2
147	мы не	2	2
148	можно было	2	2
149	или иначе	2	2
150	в результате	2	2
151	в ней	4	2
152	в своих	2	2
153	т п	4	2
154	говорить о	3	2
155	во время	6	2
156	видно что	2	2
157	представляют собой	2	2
158	как он	3	2
159	здесь не	2	2
160	чтобы в	2	2
161	бы в	4	2
162	потому что	10	2
163	в области	2	2
164	том как	3	2
