N	2gram	Vygotskiy__3	Freidism
1	таким образом	12	24
2	и не	10	23
3	не может	7	20
4	точки зрения	16	19
5	в этом	13	15
6	в его	5	15
7	мы можем	7	13
8	может быть	19	13
9	и его	6	12
10	как и	8	11
11	как бы	14	11
12	то что	35	11
13	все эти	4	11
14	с точки	9	11
15	как мы	7	10
16	самом деле	21	10
17	его в	3	10
18	с ним	2	10
19	но в	3	10
20	и в	38	9
21	во всех	4	9
22	что он	11	8
23	в своей	5	8
24	он не	6	8
25	не только	12	8
26	все это	3	8
27	то же	10	8
28	только в	4	8
29	и все	10	8
30	так как	6	8
31	ни в	3	7
32	тот же	3	7
33	во всяком	2	7
34	один из	6	7
35	мы видели	6	7
36	в самом	25	7
37	что же	2	7
38	и наконец	2	7
39	сказать что	4	7
40	мы уже	7	7
41	всяком случае	2	7
42	никогда не	4	6
43	вовсе не	8	6
44	и ее	2	6
45	для него	2	6
46	того что	4	6
47	в ней	15	6
48	все те	2	6
49	так сказать	5	6
50	совершенно не	5	6
51	хотя бы	2	6
52	к смерти	2	6
53	и к	3	5
54	но мы	2	5
55	в свою	4	5
56	не в	12	5
57	в этой	13	5
58	для этого	2	5
59	в то	3	5
60	что в	20	5
61	но и	5	5
62	по мнению	2	5
63	на самом	2	5
64	для того	8	5
65	а в	7	5
66	и на	6	5
67	с этим	8	5
68	я не	5	4
69	в котором	6	4
70	в этих	2	4
71	из этих	3	4
72	если мы	6	4
73	к тому	6	4
74	всех этих	2	4
75	на этом	5	4
76	при этом	4	4
77	конечно не	4	4
78	и о	3	4
79	как раз	8	4
80	в основе	3	4
81	в нем	4	4
82	все же	8	4
83	данном случае	2	4
84	это только	3	4
85	уже не	2	4
86	того чтобы	9	4
87	с самого	6	4
88	и для	4	4
89	совсем не	3	4
90	в которой	5	4
91	той же	2	4
92	мы не	5	4
93	в таком	3	4
94	в данном	2	4
95	потому что	14	4
96	не могут	2	3
97	самого начала	6	3
98	главным образом	3	3
99	если бы	14	3
100	тому что	6	3
101	в них	3	3
102	к себе	2	3
103	что все	3	3
104	конечно в	3	3
105	в себе	4	3
106	он был	3	3
107	и как	8	3
108	но это	3	3
109	по своему	4	3
110	со всеми	2	3
111	она не	6	3
112	и может	2	3
113	было бы	12	3
114	в общем	2	3
115	и той	2	3
116	ее в	4	3
117	нет никакого	2	3
118	с ее	2	3
119	только то	2	3
120	когда он	4	3
121	вместе с	5	3
122	со стороны	2	3
123	как в	4	3
124	одной и	2	3
125	и вот	2	3
126	и что	18	3
127	свою очередь	2	3
128	можем сказать	2	3
129	и по	2	3
130	такой же	2	3
131	у него	4	3
132	одна из	4	3
133	видели что	2	2
134	и другие	2	2
135	что это	10	2
136	для всех	2	2
137	между собой	2	2
138	в какой	5	2
139	того же	3	2
140	с другой	7	2
141	в конце	2	2
142	к этому	3	2
143	в такой	3	2
144	не можем	4	2
145	же самое	10	2
146	чувства и	2	2
147	и уже	2	2
148	для нас	8	2
149	в ее	7	2
150	до конца	2	2
151	том что	14	2
152	из всего	2	2
153	всего этого	2	2
154	в глаза	2	2
155	а не	7	2
156	что с	4	2
157	одной стороны	5	2
158	и часто	2	2
159	из них	6	2
160	мы говорили	3	2
161	на всю	2	2
162	но если	4	2
163	в своем	5	2
164	только для	3	2
165	дело не	2	2
166	сих пор	5	2
167	все они	2	2
168	что она	16	2
169	в нас	4	2
170	отношения к	2	2
171	в совершенно	2	2
172	что как	3	2
173	а с	2	2
174	которых мы	6	2
175	с одной	6	2
176	что оно	2	2
177	заметить что	2	2
178	и даже	4	2
179	так же	2	2
180	как на	3	2
181	мы видим	12	2
182	и то	8	2
183	здесь в	2	2
184	их в	2	2
185	они не	2	2
186	в своих	4	2
187	что и	4	2
188	к его	2	2
189	но как	2	2
190	в другом	5	2
191	все то	7	2
192	нам в	2	2
193	при помощи	4	2
194	до сих	6	2
195	когда мы	2	2
196	как это	6	2
197	в эту	2	2
198	в виду	4	2
