N	2gram	Potebnia_M_1	Istorich
1	и в	39	25
2	вместе с	8	22
3	и т	6	20
4	т д	4	18
5	может быть	27	17
6	не только	21	13
7	но и	20	13
8	в его	5	12
9	и не	18	11
10	уже не	2	11
11	так как	21	11
12	все же	6	10
13	в этом	15	10
14	тем что	9	10
15	с другой	7	9
16	и его	5	9
17	таким образом	13	9
18	с тем	5	8
19	связи с	3	8
20	что в	22	8
21	том что	16	8
22	мы видим	4	8
23	еще не	6	8
24	на него	3	8
25	связь с	2	8
26	другой стороны	5	8
27	и что	10	8
28	мы видели	4	7
29	как и	9	7
30	но это	5	7
31	то что	10	7
32	одной стороны	3	7
33	в нем	20	7
34	при помощи	2	7
35	с одной	3	7
36	потому что	52	7
37	только в	25	7
38	о том	2	7
39	в этих	7	6
40	это не	7	6
41	прежде всего	4	6
42	что и	6	6
43	как в	10	6
44	не может	22	6
45	не в	15	6
46	или в	2	6
47	могут быть	9	6
48	в том	26	6
49	там где	4	6
50	что это	3	5
51	с этим	7	5
52	показывает что	3	5
53	как мы	2	5
54	для нас	9	5
55	но все	2	5
56	но не	8	5
57	мы увидим	3	5
58	в ней	7	5
59	так же	5	5
60	мы не	10	5
61	не менее	6	4
62	если не	2	4
63	что все	3	4
64	и тем	3	4
65	тем не	6	4
66	из себя	5	4
67	то же	6	4
68	в истории	7	4
69	его на	2	4
70	он не	3	4
71	за ним	2	4
72	мы должны	3	4
73	и это	3	4
74	в которой	2	4
75	с ним	3	4
76	того как	6	4
77	в другой	3	3
78	никогда не	4	3
79	и как	6	3
80	в более	4	3
81	и все	3	3
82	в целом	2	3
83	предположение что	2	3
84	в свою	4	3
85	в этой	3	3
86	в то	4	3
87	того чтобы	2	3
88	но эти	2	3
89	но оно	3	3
90	то это	5	3
91	но уже	2	3
92	что при	5	3
93	для того	3	3
94	друг друга	5	3
95	а в	5	3
96	его к	2	3
97	и с	3	3
98	можно бы	4	3
99	никто не	3	3
100	и вообще	3	3
101	в таких	2	3
102	но вместе	2	3
103	или же	3	3
104	под влиянием	2	2
105	в животном	2	2
106	в некотором	2	2
107	что во	2	2
108	только тогда	5	2
109	тогда когда	9	2
110	вовсе не	5	2
111	а как	2	2
112	вопрос о	4	2
113	по себе	10	2
114	и вместе	2	2
115	на то	2	2
116	так что	16	2
117	указывают на	2	2
118	о которых	2	2
119	же в	2	2
120	в другую	2	2
121	с этой	2	2
122	и при	3	2
123	очевидно что	3	2
124	того же	3	2
125	после этого	2	2
126	она не	3	2
127	жизни и	2	2
128	несмотря на	5	2
129	если бы	14	2
130	таким же	2	2
131	одним из	2	2
132	как бы	6	2
133	и потому	5	2
134	по мере	6	2
135	в своей	3	2
136	отношению к	13	2
137	во всех	5	2
138	со стороны	8	2
139	так например	3	2
140	по отношению	13	2
141	язык и	5	2
142	и для	5	2
143	в течение	2	2
144	и других	4	2
145	в одно	2	2
146	а не	21	2
147	того что	8	2
148	и по	6	2
149	в других	2	2
150	когда уже	2	2
151	то в	5	2
152	сказать что	3	2
153	но он	2	2
154	точки зрения	8	2
155	во всем	4	2
156	что мы	4	2
157	не потому	2	2
158	из него	2	2
159	том как	3	2
160	мы можем	2	2
