N	2gram	Bakhtin_Pr_1	Dialekti
1	не есть	2	40
2	и не	31	30
3	по себе	8	25
4	т е	21	25
5	и т	4	21
6	и в	29	18
7	ничего не	5	17
8	может быть	24	17
9	точки зрения	19	17
10	в нем	19	16
11	и есть	2	16
12	ни в	3	15
13	так что	2	15
14	а не	22	14
15	потому что	8	14
16	что в	8	13
17	то что	15	13
18	не только	15	13
19	и даже	2	13
20	если бы	9	12
21	было бы	5	12
22	и что	2	12
23	с точки	13	12
24	в этом	22	12
25	не может	12	12
26	что он	8	11
27	как бы	19	11
28	все это	6	11
29	в себе	7	11
30	так как	6	11
31	прежде всего	7	10
32	несмотря на	6	10
33	то же	14	10
34	сказать что	3	10
35	никогда не	3	9
36	это не	9	9
37	в том	8	9
38	так и	7	9
39	том что	7	9
40	но это	4	8
41	к нему	6	8
42	вовсе не	7	7
43	и как	7	7
44	но и	14	7
45	что она	6	7
46	с другой	3	6
47	хотя бы	2	6
48	она не	7	6
49	никак не	2	6
50	не было	4	6
51	не в	7	6
52	в то	10	6
53	с ним	5	6
54	но в	7	6
55	я не	3	5
56	он сам	3	5
57	в своем	8	5
58	в противоположность	2	5
59	как же	4	5
60	есть и	2	5
61	и пр	3	5
62	все же	9	5
63	отношение к	2	5
64	в отношении	2	5
65	что оно	2	5
66	а в	7	5
67	само по	3	5
68	можно было	2	5
69	и с	4	5
70	мы должны	3	5
71	нисколько не	2	4
72	в конце	6	4
73	во всяком	5	4
74	как таковой	2	4
75	это и	5	4
76	мы видим	2	4
77	но не	9	4
78	же время	9	4
79	не о	2	4
80	в котором	2	4
81	только то	3	4
82	так же	6	4
83	другой стороны	3	4
84	как раз	6	4
85	как мы	4	4
86	он есть	4	4
87	а лишь	2	3
88	всех этих	2	3
89	сознания и	5	3
90	тому что	3	3
91	в них	3	3
92	точку зрения	6	3
93	этом смысле	10	3
94	должна быть	5	3
95	но эта	4	3
96	что и	4	3
97	точек зрения	3	3
98	уже и	2	3
99	на себе	2	3
100	конечно не	2	3
101	отношении к	3	3
102	и о	5	3
103	он не	5	3
104	в его	24	3
105	не значит	4	3
106	и потому	6	3
107	даже в	4	3
108	один из	2	3
109	друг другу	2	3
110	жизни и	2	3
111	отношения к	3	3
112	что же	4	3
113	мысли и	5	3
114	в их	3	3
115	в самом	10	3
116	но все	5	3
117	но с	3	3
118	на самом	5	3
119	самом деле	6	3
120	была бы	3	3
121	должно быть	4	3
122	конце концов	5	3
123	в данном	2	3
124	в основе	4	3
125	в ней	2	3
126	могут быть	6	3
127	только в	10	3
128	бы в	3	3
129	в сознании	2	3
130	поэтому и	4	2
131	но они	2	2
132	бы и	4	2
133	именно в	5	2
134	не знает	3	2
135	были бы	4	2
136	как в	6	2
137	с этой	2	2
138	не как	14	2
139	и от	2	2
140	точка зрения	12	2
141	для своего	2	2
142	раз и	4	2
143	с другими	7	2
144	в каждом	8	2
145	вопрос о	2	2
146	себе самом	9	2
147	в мире	6	2
148	ни было	2	2
149	как и	12	2
150	лишь как	7	2
151	является не	2	2
152	для него	18	2
153	до сих	2	2
154	еще не	5	2
155	только как	2	2
156	о своем	3	2
157	себе и	3	2
158	и следовательно	4	2
159	всяком случае	3	2
160	как можно	2	2
161	как не	8	2
162	в своей	8	2
163	сих пор	2	2
164	идея же	2	2
165	как например	2	2
166	т п	3	2
167	тут и	2	2
168	с этим	2	2
169	этом отношении	3	2
170	все эти	9	2
171	уже не	13	2
172	и у	3	2
173	и для	4	2
174	отличается от	3	2
175	мысли в	2	2
176	то он	2	2
177	же и	2	2
178	то и	2	2
179	он и	5	2
180	в которых	2	2
181	но как	3	2
182	и это	5	2
183	самый факт	2	2
184	заметить что	2	2
185	нет ни	2	2
186	тоже не	2	2
