N	2gram	Vinokur_St_3	Myshleni
1	в том	20	33
2	том что	15	27
3	точки зрения	7	26
4	в развитии	2	26
5	то что	12	20
6	в этом	24	19
7	с точки	4	18
8	того что	5	17
9	и в	25	15
10	не только	12	15
11	что в	19	14
12	таким образом	10	14
13	что он	19	12
14	в самом	2	11
15	в целом	4	10
16	но и	9	10
17	было бы	7	10
18	для того	2	10
19	мы не	2	10
20	может быть	19	9
21	не является	3	9
22	не может	7	9
23	что мы	3	9
24	о том	8	9
25	в сущности	2	9
26	связи с	3	9
27	так и	5	8
28	никогда не	2	8
29	не в	6	8
30	заключается в	2	8
31	и что	3	8
32	если бы	4	8
33	к тому	2	7
34	одной стороны	3	7
35	с одной	2	7
36	и не	10	7
37	на основе	2	7
38	потому что	5	7
39	как бы	6	7
40	он не	5	7
41	во всяком	4	7
42	что это	16	6
43	в отношении	2	6
44	точку зрения	2	6
45	как мы	2	6
46	в этой	14	6
47	в виду	2	6
48	на то	5	6
49	в связи	3	6
50	мы находим	2	6
51	с другой	5	6
52	сказать что	4	6
53	но в	5	6
54	по этому	3	6
55	вовсе не	2	6
56	и к	4	6
57	как и	4	6
58	вместе с	2	6
59	самом деле	2	6
60	всяком случае	4	6
61	к которому	3	6
62	что эта	2	6
63	это не	7	5
64	уже в	3	5
65	и др	4	5
66	тогда когда	2	5
67	то же	5	5
68	говорит что	5	5
69	связана с	4	4
70	на вопрос	3	4
71	независимо от	5	4
72	прежде всего	10	4
73	из этих	6	4
74	что все	3	4
75	несмотря на	3	4
76	том чтобы	2	4
77	все это	8	4
78	в них	5	4
79	не имеет	2	4
80	а в	6	4
81	и с	4	4
82	в предисловии	2	4
83	в начале	4	4
84	при помощи	2	4
85	так как	3	4
86	с его	3	4
87	к этому	3	4
88	все же	4	4
89	мы видим	4	4
90	в качестве	4	4
91	в своей	4	4
92	как в	6	4
93	что его	2	4
94	как раз	3	4
95	а с	2	4
96	предисловии к	2	4
97	и его	3	4
98	только в	6	4
99	в которой	4	4
100	в эту	4	4
101	все время	2	3
102	для этого	2	3
103	что у	2	3
104	во время	3	3
105	что именно	2	3
106	об этом	5	3
107	что они	2	3
108	для него	3	3
109	в общем	4	3
110	точка зрения	4	3
111	со стороны	3	3
112	и только	2	3
113	что для	3	3
114	этом отношении	4	3
115	все эти	3	3
116	лишь в	4	3
117	и по	2	3
118	в которых	2	3
119	в результате	2	3
120	к этой	2	3
121	мы имеем	5	3
122	с этим	7	3
123	состоит в	4	3
124	о которых	3	3
125	тем более	3	3
126	но не	2	3
127	того же	2	3
128	одной из	2	3
129	он говорит	4	3
130	только что	2	3
131	этому поводу	2	3
132	а не	5	3
133	из которых	4	3
134	или в	2	3
135	и ее	2	3
136	отношения между	5	3
137	этого слова	2	3
138	и это	5	3
139	ничего не	4	3
140	что если	2	2
141	в этих	11	2
142	с этой	3	2
143	раньше чем	3	2
144	как например	8	2
145	в такой	2	2
146	каждая из	3	2
147	или иной	2	2
148	можно сказать	4	2
149	ни в	5	2
150	но все	2	2
151	это есть	4	2
152	и более	3	2
153	только тогда	2	2
154	на язык	3	2
155	в котором	5	2
156	и тем	4	2
157	с ее	2	2
158	могут быть	2	2
159	в некоторых	3	2
160	от того	2	2
161	важно отметить	2	2
162	в их	3	2
163	и других	2	2
164	то он	2	2
165	в отдельных	4	2
166	говорить о	3	2
167	что здесь	4	2
168	а также	4	2
169	у него	9	2
170	этих двух	2	2
171	этом смысле	4	2
172	связь с	4	2
173	к ней	4	2
174	в его	12	2
175	речь идет	2	2
176	нет и	2	2
177	должен быть	2	2
178	ее в	2	2
179	во всех	2	2
180	без всякого	2	2
181	и тогда	2	2
182	и для	4	2
183	в течение	4	2
184	нас к	2	2
185	той же	2	2
186	тем что	19	2
187	в другом	3	2
188	на протяжении	4	2
189	его к	2	2
190	заметить что	2	2
191	не потому	2	2
