N	2gram	Tiupa_Vved_1	KulturaY
1	потому что	5	25
2	и в	13	23
3	не только	20	20
4	в том	10	19
5	в этом	21	18
6	и не	12	16
7	было бы	4	15
8	может быть	18	15
9	если бы	7	12
10	в самом	2	12
11	том что	7	11
12	в области	3	11
13	но в	6	11
14	что в	3	10
15	по себе	2	10
16	а не	15	10
17	то что	6	9
18	самом деле	3	9
19	можно было	2	9
20	не может	7	9
21	с другой	5	8
22	прежде всего	7	8
23	не в	6	8
24	в качестве	8	8
25	уже не	5	8
26	не менее	4	7
27	в нашем	6	7
28	в силу	2	7
29	все же	6	7
30	но и	19	7
31	другой стороны	2	7
32	и с	2	7
33	слова в	2	6
34	это не	6	6
35	но не	5	6
36	в речи	2	6
37	тем не	3	6
38	то же	5	6
39	и на	3	6
40	что мы	2	6
41	должна быть	2	5
42	об этом	4	5
43	еще не	7	5
44	в его	4	5
45	один из	3	5
46	и тем	2	5
47	что же	3	5
48	приводит к	2	5
49	таким образом	4	5
50	лишь в	2	5
51	целый ряд	2	5
52	не следует	3	5
53	только в	6	5
54	также и	4	5
55	мы имеем	5	5
56	отнюдь не	7	4
57	в них	2	4
58	перед нами	6	4
59	но также	2	4
60	к этому	2	4
61	бы и	4	4
62	можно сказать	4	4
63	к тому	6	4
64	что на	2	4
65	для нас	2	4
66	в пределах	2	4
67	своего рода	10	4
68	хотя и	7	4
69	как бы	4	4
70	в нем	5	4
71	со стороны	5	4
72	не было	2	4
73	не имеет	2	4
74	в данном	13	4
75	в результате	3	4
76	могут быть	4	4
77	говорить о	2	4
78	в то	4	4
79	так и	8	4
80	на фоне	2	3
81	же время	3	3
82	а также	8	3
83	в соответствии	6	3
84	но это	3	3
85	до конца	3	3
86	никак не	2	3
87	в ней	4	3
88	он не	3	3
89	что и	2	3
90	не все	2	3
91	как в	4	3
92	как раз	2	3
93	так в	4	3
94	то и	2	3
95	этом отношении	4	3
96	те же	2	3
97	как мы	3	3
98	сводится к	4	3
99	того что	6	3
100	что такое	18	3
101	и по	3	3
102	или иначе	2	3
103	а в	6	3
104	и его	5	3
105	тем что	2	3
106	есть в	2	3
107	здесь не	2	3
108	всего лишь	5	3
109	и более	3	2
110	в частности	13	2
111	никогда не	4	2
112	состоит в	10	2
113	о котором	2	2
114	не как	2	2
115	и от	2	2
116	и все	4	2
117	быть не	4	2
118	одного из	3	2
119	представить себе	2	2
120	не всегда	2	2
121	ли не	2	2
122	при отсутствии	2	2
123	с одной	5	2
124	свою очередь	4	2
125	а на	2	2
126	в свою	4	2
127	как будто	4	2
128	когда в	2	2
129	ли это	2	2
130	при этом	26	2
131	по поводу	2	2
132	может служить	4	2
133	что касается	5	2
134	мы видели	2	2
135	в своей	5	2
136	в современной	3	2
137	все они	2	2
138	данном случае	6	2
139	в своем	5	2
140	в отличие	2	2
141	и для	3	2
142	все равно	2	2
143	на самом	4	2
144	как и	11	2
145	в той	4	2
146	тем самым	5	2
147	быть только	2	2
148	однако и	2	2
149	он и	2	2
150	в своих	2	2
151	соответствии с	6	2
152	это только	2	2
153	могла бы	3	2
154	будто бы	3	2
155	отличие от	2	2
