N	2gram	Vinokur_St_2	KulturaY
1	и т	9	39
2	потому что	9	25
3	т п	3	24
4	и в	29	23
5	т е	10	22
6	не только	19	20
7	в том	27	19
8	в этом	21	18
9	и не	9	16
10	было бы	5	15
11	так как	2	15
12	может быть	2	15
13	т д	6	14
14	точки зрения	5	14
15	если бы	2	12
16	у нас	3	12
17	в самом	7	12
18	все эти	2	12
19	том что	27	11
20	того чтобы	6	11
21	в области	2	11
22	но в	8	11
23	что в	19	10
24	по себе	3	10
25	в языке	5	10
26	а не	5	10
27	вовсе не	6	9
28	вопрос о	6	9
29	то что	11	9
30	самом деле	3	9
31	для того	7	9
32	хотя бы	3	9
33	не может	2	9
34	с другой	4	8
35	прежде всего	5	8
36	не в	4	8
37	в качестве	5	8
38	только потому	2	8
39	и что	6	8
40	и пр	8	8
41	с точки	2	8
42	что это	3	7
43	не менее	3	7
44	все же	6	7
45	но и	19	7
46	другой стороны	3	7
47	то обстоятельство	4	7
48	и с	4	7
49	обстоятельство что	4	7
50	в этой	2	6
51	но не	3	6
52	в речи	4	6
53	тем не	2	6
54	то же	2	6
55	этот вопрос	2	6
56	между тем	5	6
57	и на	6	6
58	я не	7	5
59	что он	13	5
60	об этом	6	5
61	по существу	2	5
62	несмотря на	2	5
63	в его	13	5
64	всяком случае	3	5
65	вместе с	7	5
66	все это	11	5
67	таким образом	10	5
68	там где	2	5
69	как это	2	5
70	во всяком	3	5
71	и здесь	3	5
72	только в	2	5
73	также и	2	5
74	была бы	5	4
75	в них	2	4
76	но также	4	4
77	к этому	4	4
78	на то	2	4
79	к тому	10	4
80	что на	3	4
81	ни в	3	4
82	но все	7	4
83	что я	2	4
84	своего рода	5	4
85	хотя и	4	4
86	как бы	5	4
87	в нем	4	4
88	со стороны	2	4
89	так же	3	4
90	это слово	3	4
91	не было	3	4
92	и о	4	4
93	не имеет	2	4
94	русского языка	3	4
95	вряд ли	3	4
96	в данном	2	4
97	в результате	2	4
98	сказать что	2	4
99	в каком	2	4
100	в то	2	4
101	в конце	2	4
102	в особенности	2	4
103	ничего не	4	4
104	так и	9	4
105	а также	2	3
106	о которых	2	3
107	но это	3	3
108	того же	2	3
109	до конца	3	3
110	совершенно не	2	3
111	связи с	4	3
112	следует еще	2	3
113	в статье	2	3
114	никак не	2	3
115	в ней	7	3
116	он не	9	3
117	что и	2	3
118	в процессе	2	3
119	как в	3	3
120	как раз	8	3
121	с этим	3	3
122	этом отношении	9	3
123	именно в	4	3
124	того что	5	3
125	что такое	2	3
126	и по	3	3
127	и его	6	3
128	тем что	3	3
129	языка в	2	3
130	выражение в	2	3
131	на это	2	3
132	и это	2	3
133	в виду	7	3
134	в отношении	2	2
135	и более	2	2
136	же как	3	2
137	с тем	7	2
138	в частности	4	2
139	никогда не	3	2
140	что у	4	2
141	оно не	3	2
142	с этой	2	2
143	что они	2	2
144	утверждать что	2	2
145	в другом	4	2
146	и потому	2	2
147	только о	2	2
148	мне кажется	3	2
149	очевидно что	2	2
150	с той	2	2
151	после того	4	2
152	при этом	2	2
153	по поводу	8	2
154	по словам	4	2
155	между прочим	12	2
156	обратить внимание	5	2
157	и даже	3	2
158	речь идет	4	2
159	в своей	7	2
160	дело не	2	2
161	в их	3	2
162	взглянуть на	2	2
163	в своем	9	2
164	не на	2	2
165	в отличие	2	2
166	пишет он	2	2
167	того как	7	2
168	например что	2	2
169	что за	2	2
170	еще и	3	2
171	на самом	3	2
172	как и	2	2
173	в году	3	2
174	и сейчас	3	2
175	в той	5	2
176	на этот	2	2
177	тем же	2	2
178	доказать что	2	2
179	материал для	3	2
180	конечно и	2	2
181	и вообще	2	2
182	как у	3	2
183	достаточно для	2	2
184	интересно что	3	2
185	что эта	3	2
186	иметь в	3	2
187	в устах	2	2
188	отличие от	2	2
189	не то	3	2
