N	2gram	Bakhtin_Fr_8	Literetu
1	и не	9	22
2	и в	56	16
3	в мире	2	16
4	при этом	4	15
5	не только	8	14
6	но и	9	14
7	в этом	14	14
8	а не	2	12
9	то что	3	12
10	может быть	3	12
11	в том	13	12
12	в частности	7	11
13	не в	3	10
14	своего рода	5	10
15	то же	11	9
16	так и	13	9
17	в то	12	9
18	том что	8	8
19	не может	2	8
20	в этой	6	8
21	как бы	11	8
22	в своей	2	7
23	же время	10	7
24	точки зрения	6	7
25	только в	9	7
26	с его	5	6
27	с другой	2	6
28	еще не	10	6
29	в его	18	6
30	и т.п	11	6
31	и его	12	6
32	в себе	4	6
33	в другом	3	6
34	о том	4	6
35	в качестве	4	5
36	это не	2	5
37	в году	3	5
38	что он	2	5
39	в ее	6	5
40	как и	5	5
41	вместе с	2	5
42	а в	2	5
43	в основе	4	5
44	то есть	24	5
45	но не	5	4
46	никогда не	5	4
47	даже в	4	4
48	до конца	11	4
49	одной стороны	2	4
50	и для	2	4
51	одним из	5	4
52	хотя и	2	4
53	из них	2	4
54	данном случае	2	4
55	с одной	4	4
56	а также	3	4
57	в данном	2	4
58	в одном	2	4
59	том числе	3	3
60	прежде всего	6	3
61	более того	3	3
62	в романе	21	3
63	и как	2	3
64	например в	4	3
65	и к	4	3
66	на его	6	3
67	в самом	9	3
68	наконец в	4	3
69	в слове	2	3
70	с ее	5	3
71	бы и	2	3
72	уже не	3	3
73	самом деле	2	3
74	и наконец	3	3
75	с точки	2	3
76	той же	6	3
77	потому что	6	3
78	по своей	4	3
79	там где	3	3
80	в области	5	3
81	но в	6	3
82	между тем	3	3
83	ни было	2	2
84	что в	5	2
85	если бы	2	2
86	все они	6	2
87	то ни	2	2
88	с этой	2	2
89	не как	2	2
90	для своего	2	2
91	к этому	2	2
92	ни с	5	2
93	в нем	8	2
94	и ее	4	2
95	и при	2	2
96	связи с	6	2
97	а на	2	2
98	числе и	2	2
99	между людьми	2	2
100	для него	2	2
101	можно сказать	2	2
102	было бы	2	2
103	и сам	2	2
104	в первой	3	2
105	несмотря на	2	2
106	во всех	8	2
107	той или	2	2
108	один из	5	2
109	еще один	2	2
110	что и	3	2
111	все же	2	2
112	бы то	2	2
113	когда он	2	2
114	время в	3	2
115	в ту	4	2
116	как мы	7	2
117	во всей	2	2
118	так же	2	2
119	как раз	2	2
120	как например	3	2
121	в совершенно	4	2
122	еще и	3	2
123	но с	2	2
124	того чтобы	4	2
125	для того	2	2
126	другой стороны	2	2
127	и даже	8	2
128	в своих	4	2
129	и на	7	2
130	и с	8	2
131	далеко не	2	2
132	он и	2	2
133	его в	2	2
134	и потому	4	2
135	здесь как	2	2
136	мира и	2	2
