N	2gram	Vygotskiy__6	DiskursI
1	в себе	4	19
2	при этом	3	17
3	состоит в	2	16
4	в качестве	4	16
5	и в	28	16
6	может быть	13	16
7	как и	6	16
8	в этом	27	16
9	и не	11	15
10	а не	3	14
11	в частности	4	12
12	представляет собой	3	11
13	но и	10	11
14	но в	5	11
15	том что	19	10
16	не только	16	10
17	так и	6	9
18	не может	19	9
19	в том	28	8
20	как в	3	8
21	не менее	2	7
22	прежде всего	2	7
23	в нем	7	7
24	но не	10	7
25	в данном	2	7
26	с его	3	6
27	еще не	8	6
28	все же	2	6
29	в своей	2	6
30	то же	7	6
31	тем самым	8	6
32	в своих	3	6
33	по своей	3	6
34	что в	17	5
35	в своем	7	5
36	с другой	2	5
37	для него	6	5
38	то что	28	5
39	и на	5	5
40	в то	6	5
41	в одном	2	4
42	к его	2	4
43	в пределах	5	4
44	как бы	11	4
45	отношению к	10	4
46	по отношению	10	4
47	этом отношении	3	4
48	потому что	22	4
49	в основе	3	4
50	точки зрения	13	4
51	в этой	5	4
52	и то	4	4
53	могут быть	5	3
54	в этих	2	3
55	в них	3	3
56	это не	5	3
57	из этих	3	3
58	и все	5	3
59	и того	4	3
60	и как	6	3
61	не в	4	3
62	можно сказать	6	3
63	например в	4	3
64	он не	7	3
65	в его	3	3
66	еще в	2	3
67	в котором	2	3
68	к жизни	4	3
69	принадлежит к	2	3
70	из них	2	3
71	для данного	3	3
72	приводит к	6	3
73	чего не	3	3
74	иначе говоря	3	3
75	все эти	2	3
76	и наконец	2	3
77	как на	3	3
78	и его	3	3
79	об одном	2	3
80	но это	2	3
81	одного и	4	3
82	в другом	2	3
83	не знает	3	3
84	только в	18	3
85	его в	6	3
86	же как	6	2
87	никогда не	8	2
88	в целом	3	2
89	это в	2	2
90	этом случае	2	2
91	переходе от	5	2
92	к которой	2	2
93	что на	4	2
94	интерес к	2	2
95	в ходе	3	2
96	в той	4	2
97	что он	18	2
98	всякий раз	3	2
99	является не	2	2
100	есть в	3	2
101	того же	7	2
102	первую очередь	3	2
103	отношение к	7	2
104	в первую	3	2
105	в ряду	2	2
106	отношения между	4	2
107	не с	2	2
108	что и	4	2
109	с точки	10	2
110	вместе с	7	2
111	с ней	3	2
112	не на	2	2
113	при котором	2	2
114	именно в	4	2
115	в себя	3	2
116	все это	2	2
117	другой стороны	2	2
118	речи в	2	2
119	а в	2	2
120	той же	4	2
121	совпадает с	4	2
122	оказывается не	2	2
123	на примере	3	2
124	в области	6	2
125	мы имеем	4	2
