N	2gram	Bakhtin_Fr_8	RusskieA
1	и в	56	29
2	что в	5	22
3	том что	8	22
4	в том	13	22
5	как бы	11	18
6	в других	2	15
7	и другие	5	14
8	может быть	3	13
9	так как	4	13
10	во время	5	12
11	как и	5	11
12	одна из	4	11
13	в этом	14	11
14	все это	8	10
15	и с	8	10
16	не только	8	10
17	а на	2	9
18	о том	4	9
19	в некоторых	3	9
20	а в	2	9
21	но и	9	8
22	его в	2	8
23	мы видели	5	7
24	данном случае	2	7
25	с тем	2	6
26	мы не	2	6
27	еще не	10	6
28	для того	2	6
29	вместе с	2	6
30	таким образом	17	6
31	при этом	4	6
32	того чтобы	4	6
33	и на	7	6
34	в данном	2	6
35	потому что	6	5
36	это не	2	5
37	к этому	2	5
38	то что	3	5
39	но не	5	5
40	не может	2	5
41	но в	6	5
42	видели что	3	4
43	в них	11	4
44	и все	6	4
45	уже не	3	4
46	так что	3	4
47	не в	3	4
48	из них	2	4
49	к нему	2	4
50	а также	3	4
51	так же	2	4
52	то же	11	4
53	на них	3	4
54	а не	2	4
55	в которых	2	4
56	их в	4	4
57	в виде	2	4
58	далеко не	2	4
59	в этих	11	3
60	в качестве	4	3
61	и других	4	3
62	в году	3	3
63	главным образом	3	3
64	как например	3	3
65	в ее	6	3
66	связаны с	6	3
67	до конца	11	3
68	было бы	2	3
69	и о	3	3
70	что она	2	3
71	в котором	2	3
72	во всех	8	3
73	связь с	3	3
74	в свете	4	3
75	что для	3	3
76	все эти	15	3
77	как мы	7	3
78	между тем	3	3
79	но он	3	3
80	в этой	6	3
81	в таких	3	3
82	что это	4	3
83	в эту	2	3
84	начиная с	2	2
85	с этой	2	2
86	связи с	6	2
87	никогда не	5	2
88	из нее	2	2
89	о них	2	2
90	с другой	2	2
91	в образе	3	2
92	это в	2	2
93	прежде всего	6	2
94	не был	4	2
95	что и	3	2
96	говорит о	2	2
97	кроме того	3	2
98	и как	2	2
99	одним из	5	2
100	и при	2	2
101	совсем не	2	2
102	то время	2	2
103	здесь в	3	2
104	не имели	2	2
105	одной стороны	2	2
106	на эту	3	2
107	что на	2	2
108	в церкви	2	2
109	со смехом	2	2
110	один из	5	2
111	на две	2	2
112	все же	2	2
113	в своей	2	2
114	вся эта	2	2
115	дело не	2	2
116	в форме	3	2
117	в их	3	2
118	смерти и	2	2
119	того как	2	2
120	не было	5	2
121	с одной	4	2
122	на самом	2	2
123	образом в	2	2
124	там где	3	2
125	здесь мы	3	2
126	из которых	2	2
127	и для	2	2
128	в своих	4	2
129	и то	2	2
130	людей и	2	2
131	и ее	4	2
132	и еще	2	2
133	во всем	4	2
134	в то	12	2
135	на украине	2	2
136	характер в	3	2
137	в которой	4	2
