N	2gram	Bakhtin_Fr_6	Komedia
1	и в	41	26
2	и не	3	14
3	так и	5	12
4	и его	13	12
5	в том	2	11
6	может быть	2	11
7	но и	13	10
8	в этом	12	10
9	что в	7	9
10	том что	7	9
11	вместе с	6	9
12	было бы	3	8
13	и на	9	7
14	из них	5	7
15	не только	10	7
16	в iv	2	7
17	в своем	5	6
18	во время	9	6
19	то что	10	6
20	в нем	16	6
21	того чтобы	4	6
22	потому что	3	6
23	в то	6	6
24	о том	9	6
25	таким образом	17	6
26	с его	5	5
27	что он	6	5
28	а затем	4	5
29	один из	6	5
30	в истории	2	5
31	с этим	3	5
32	так что	2	5
33	и с	16	5
34	уже в	4	4
35	в частности	2	4
36	у него	7	4
37	в этих	2	4
38	в них	7	4
39	и от	4	4
40	прежде всего	10	4
41	из этих	2	4
42	как мы	12	4
43	как и	7	4
44	одной из	3	4
45	хотя и	2	4
46	в его	7	4
47	еще в	5	4
48	мира в	2	4
49	все же	4	4
50	в самом	10	4
51	до нас	5	4
52	и для	3	4
53	точки зрения	2	4
54	в начале	3	4
55	в наиболее	2	4
56	только в	3	4
57	что это	5	4
58	так как	10	4
59	как это	2	4
60	между тем	2	4
61	это было	2	4
62	на сцену	2	3
63	с этой	3	3
64	в образе	6	3
65	того времени	2	3
66	но если	2	3
67	жизни и	3	3
68	связи с	2	3
69	но не	2	3
70	того же	4	3
71	во всех	17	3
72	же время	5	3
73	здесь в	9	3
74	для нас	2	3
75	и сам	3	3
76	никто не	2	3
77	например в	6	3
78	в ней	4	3
79	в котором	4	3
80	и особенно	3	3
81	себя в	2	3
82	в своей	2	3
83	и их	3	3
84	все это	11	3
85	той же	5	3
86	то же	5	3
87	как в	4	3
88	возможно что	2	3
89	к нему	3	3
90	а в	4	3
91	или в	6	3
92	тем что	5	3
93	не может	4	3
94	как он	2	3
95	в этой	8	3
96	тех же	2	3
97	но в	8	3
98	что их	2	2
99	все время	4	2
100	из самых	2	2
101	и другие	2	2
102	с другой	4	2
103	нового времени	4	2
104	в одной	3	2
105	в конце	2	2
106	в одном	5	2
107	представление о	2	2
108	в духе	3	2
109	вовсе не	7	2
110	что именно	2	2
111	он был	4	2
112	в ее	5	2
113	не в	4	2
114	до сих	3	2
115	тот же	4	2
116	на этом	2	2
117	а на	2	2
118	как известно	2	2
119	своего времени	2	2
120	связанных с	3	2
121	одной стороны	4	2
122	одним из	4	2
123	он не	2	2
124	как бы	7	2
125	даже в	4	2
126	в античной	2	2
127	в развитии	2	2
128	сих пор	3	2
129	с одной	4	2
130	еще более	2	2
131	мы находим	2	2
132	в той	5	2
133	и что	5	2
134	от всех	2	2
135	и у	2	2
136	также что	3	2
137	рядом с	5	2
138	да еще	2	2
139	роль в	4	2
140	мы не	2	2
141	из четырех	2	2
142	и во	2	2
143	говорить о	2	2
144	второй половины	2	2
145	и вовсе	2	2
146	и все	9	2
147	в первом	3	2
148	из этого	4	2
149	бы в	2	2
