N	2gram	Berdyaev_M_1	Problema
1	то есть	3	39
2	то что	5	38
3	и не	11	37
4	и в	28	35
5	не есть	9	33
6	сказать что	2	24
7	не только	29	24
8	том что	3	19
9	даже и	2	18
10	о том	2	18
11	может быть	30	18
12	у нас	5	18
13	в этом	20	17
14	но и	25	16
15	только в	6	14
16	и что	2	13
17	потому что	16	13
18	не может	28	13
19	в том	6	12
20	того что	7	12
21	также и	2	12
22	хотя бы	3	12
23	что в	10	11
24	прежде всего	10	11
25	и с	3	10
26	а не	25	10
27	ничего не	3	10
28	для нас	3	9
29	в этой	6	9
30	уже не	4	8
31	было бы	10	8
32	в виду	2	8
33	есть только	2	8
34	все же	2	8
35	в конце	7	7
36	смысле слова	4	7
37	все эти	2	7
38	не имеет	3	7
39	в его	9	7
40	конце концов	2	7
41	бы и	3	7
42	так как	3	7
43	о чем	2	6
44	был бы	10	6
45	в то	2	6
46	когда мы	2	6
47	не существует	2	6
48	есть не	4	6
49	относится к	2	6
50	и для	2	6
51	но в	7	6
52	как будто	2	6
53	в самом	11	5
54	с этим	3	5
55	и на	6	5
56	и все	10	5
57	как и	5	5
58	по своему	2	5
59	в себе	7	5
60	будто бы	3	5
61	и это	12	5
62	и уж	2	5
63	не могут	5	4
64	не был	7	4
65	и есть	14	4
66	в этих	4	4
67	в своем	10	4
68	и как	2	4
69	это значит	3	4
70	как бы	2	4
71	все это	6	4
72	а в	4	4
73	вообще не	2	4
74	но если	3	4
75	тем что	4	4
76	если бы	2	4
77	что он	10	4
78	но не	8	4
79	до сих	2	4
80	сих пор	2	4
81	и самый	2	4
82	разного рода	2	4
83	в каком	2	4
84	не все	2	4
85	значит что	4	4
86	уже в	4	3
87	он сам	6	3
88	и от	2	3
89	вопрос о	2	3
90	к тому	3	3
91	с самим	2	3
92	мы еще	2	3
93	никто не	2	3
94	только один	2	3
95	один из	4	3
96	и их	3	3
97	в их	4	3
98	не было	18	3
99	только и	3	3
100	лишь в	6	3
101	и по	4	3
102	не знает	4	3
103	в основе	2	3
104	в истории	2	3
105	его в	3	3
106	бы в	2	3
107	с которой	2	3
108	с тем	9	3
109	для них	3	3
110	и к	2	3
111	это и	4	3
112	все что	2	3
113	она не	4	3
114	на том	3	3
115	и этот	4	3
116	нет и	5	3
117	оказывается что	2	3
118	бы не	2	3
119	в свете	3	3
120	для того	2	3
121	учению о	2	2
122	в той	2	2
123	не в	16	2
124	и мы	2	2
125	себе и	2	2
126	в него	3	2
127	к нему	7	2
128	ни с	4	2
129	отличается от	2	2
130	не так	3	2
131	должно быть	3	2
132	в ней	15	2
133	точки зрения	4	2
134	самого себя	2	2
135	нет ничего	7	2
136	человека но	4	2
137	в них	4	2
138	чего же	2	2
139	человек не	10	2
140	учение о	3	2
141	ведь это	2	2
142	конечно не	3	2
143	он не	24	2
144	не значит	2	2
145	о нем	2	2
146	еще в	2	2
147	что и	4	2
148	вместе с	6	2
149	мысли и	2	2
150	входит в	2	2
151	чтобы не	2	2
152	что без	2	2
153	того чтобы	2	2
154	прийти к	2	2
155	из самых	8	2
156	от его	2	2
