N	2gram	Voloshinov_2	Dialekti
1	не есть	3	40
2	и не	19	30
3	по себе	3	25
4	это –	9	24
5	и в	19	18
6	ничего не	4	17
7	может быть	28	17
8	точки зрения	17	17
9	в нем	11	16
10	ни в	6	15
11	не имеет	3	15
12	а не	9	14
13	что в	2	13
14	то что	4	13
15	не только	13	13
16	и даже	2	13
17	если бы	11	12
18	было бы	4	12
19	с точки	13	12
20	в этом	15	12
21	не может	18	12
22	что это	2	11
23	что он	4	11
24	как бы	19	11
25	учение о	3	11
26	– не	6	11
27	в себе	4	11
28	так как	3	11
29	прежде всего	7	10
30	то же	16	10
31	сказать что	4	10
32	никогда не	7	9
33	отнюдь не	8	9
34	это не	4	9
35	в том	7	9
36	так и	10	9
37	том что	10	9
38	– это	4	9
39	и то	3	9
40	совершенно не	5	8
41	к нему	5	8
42	в каком	3	8
43	не существует	3	7
44	вовсе не	11	7
45	и как	6	7
46	но и	10	7
47	что не	2	7
48	той или	4	7
49	с другой	3	6
50	да и	3	6
51	хотя бы	6	6
52	не было	3	6
53	не в	10	6
54	в то	8	6
55	но в	7	6
56	в этих	3	5
57	в своем	2	5
58	на то	4	5
59	– как	5	5
60	и пр	25	5
61	не с	2	5
62	все же	5	5
63	в отношении	4	5
64	в особенности	2	5
65	что оно	3	5
66	и он	2	5
67	а в	3	5
68	и с	2	5
69	и более	7	4
70	– в	4	4
71	по крайней	2	4
72	к тому	6	4
73	во всяком	3	4
74	крайней мере	2	4
75	но не	2	4
76	от него	2	4
77	же время	8	4
78	одно и	3	4
79	в котором	3	4
80	быть и	6	4
81	так же	5	4
82	как раз	4	4
83	как мы	15	4
84	мы можем	6	4
85	о том	3	4
86	и почти	2	3
87	сознания и	3	3
88	тому что	4	3
89	точку зрения	2	3
90	должна быть	4	3
91	стороны и	2	3
92	не является	8	3
93	или иной	5	3
94	что и	3	3
95	чтобы понять	2	3
96	– и	5	3
97	лежащая в	3	3
98	что они	2	3
99	более или	2	3
100	но что	2	3
101	ли это	2	3
102	конечно не	4	3
103	отношении к	5	3
104	и о	2	3
105	он не	3	3
106	только с	2	3
107	в его	5	3
108	и потому	2	3
109	– вот	5	3
110	нем нет	2	3
111	жизни и	2	3
112	отношения к	2	3
113	или менее	2	3
114	мысли и	3	3
115	в их	5	3
116	только на	4	3
117	в самом	6	3
118	еще более	2	3
119	на самом	7	3
120	самом деле	9	3
121	только что	3	3
122	должно быть	3	3
123	всегда и	2	3
124	– мы	2	3
125	в данном	5	3
126	в основе	9	3
127	в ней	3	3
128	могут быть	3	3
129	даже и	2	3
130	только в	8	3
131	и все	6	3
132	бы в	4	3
133	от этого	2	3
134	но они	2	2
135	того что	4	2
136	по мере	4	2
137	именно в	2	2
138	в виде	2	2
139	не идет	3	2
140	не знает	2	2
141	в качестве	3	2
142	не как	3	2
143	эти последние	2	2
144	и от	3	2
145	с другими	3	2
146	к этому	5	2
147	вопрос о	2	2
148	ни было	6	2
149	– то	2	2
150	как и	9	2
151	лишь как	2	2
152	является не	5	2
153	но к	2	2
154	как о	2	2
155	тому же	2	2
156	здесь в	2	2
157	для него	9	2
158	до сих	3	2
159	еще не	3	2
160	одной стороны	3	2
161	мы увидим	2	2
162	для того	6	2
163	о чем	2	2
164	в корне	3	2
165	и следовательно	6	2
166	и является	2	2
167	относится к	3	2
168	зрения самого	2	2
169	всяком случае	2	2
170	тем более	5	2
171	другими словами	2	2
172	в своей	3	2
173	и их	4	2
174	сих пор	3	2
175	и тогда	2	2
176	нас не	2	2
177	и эта	2	2
178	с этим	3	2
179	а с	2	2
180	с одной	3	2
181	все эти	3	2
182	если мы	6	2
183	и у	2	2
184	можем сказать	2	2
185	форму и	3	2
186	и для	7	2
187	об одном	2	2
188	стремится к	2	2
189	с ними	4	2
190	то мы	2	2
191	именно как	2	2
192	он и	2	2
193	но как	2	2
194	в другом	3	2
195	и это	3	2
196	и философии	2	2
197	это было	2	2
