N	2gram	Bakhtin_Pr_3	SlovoVZh
1	не может	2	16
2	точки зрения	4	14
3	может быть	12	14
4	и его	10	13
5	как бы	14	13
6	таким образом	6	12
7	и в	53	12
8	по отношению	2	11
9	и не	15	10
10	так как	7	9
11	прежде всего	15	8
12	сказать что	10	7
13	в нем	10	6
14	при этом	3	6
15	в том	14	6
16	только в	4	6
17	слова и	3	6
18	в ней	7	6
19	и др	14	5
20	в жизни	8	5
21	то что	9	5
22	никогда не	2	5
23	а не	11	5
24	можно сказать	8	5
25	то же	6	5
26	хотя бы	2	5
27	как и	11	5
28	том что	5	5
29	как в	7	5
30	но в	5	5
31	и к	5	4
32	отношение к	6	4
33	жизни и	9	4
34	так и	6	4
35	с другой	2	4
36	в литературе	5	4
37	зависимости от	2	4
38	литературы и	2	4
39	не в	2	4
40	в этом	8	4
41	мы все	2	4
42	и на	18	4
43	его в	2	4
44	в самом	2	4
45	не только	4	4
46	в них	2	3
47	и уже	2	3
48	и более	2	3
49	не менее	3	3
50	в своей	3	3
51	в некоторых	4	3
52	быть и	2	3
53	сих пор	5	3
54	все это	8	3
55	и по	3	3
56	и вообще	3	3
57	все эти	9	3
58	слово в	2	3
59	но и	7	3
60	и наконец	2	3
61	тем не	2	3
62	да и	2	3
63	мы не	4	3
64	формы и	3	3
65	и с	6	3
66	о том	2	3
67	и ее	6	3
68	в себе	5	3
69	до сих	5	3
70	еще не	5	3
71	и для	4	3
72	конечно не	4	3
73	здесь не	4	3
74	в творчестве	8	3
75	с ним	2	3
76	между тем	2	3
77	место в	2	2
78	уже в	2	2
79	с его	2	2
80	что и	3	2
81	в самое	3	2
82	что в	2	2
83	на все	2	2
84	вместе с	2	2
85	себя и	2	2
86	и так	3	2
87	в зависимости	2	2
88	исповеди и	2	2
89	в этих	5	2
90	в форме	6	2
91	нет ничего	2	2
92	это не	6	2
93	влияние на	12	2
94	и все	10	2
95	и другие	9	2
96	в особенности	2	2
97	тому же	2	2
98	этих двух	2	2
99	к этому	4	2
100	связь с	2	2
101	в себя	6	2
102	конечно в	2	2
103	ко всем	2	2
104	с точки	2	2
105	с другими	3	2
106	для других	2	2
107	но это	3	2
108	более того	6	2
109	мы можем	5	2
110	но не	5	2
111	быть только	2	2
112	могут быть	4	2
113	еще раз	5	2
114	кроме того	3	2
115	в то	5	2
116	подчеркнуть что	3	2
117	которые мы	2	2
118	как это	2	2
119	ничего не	6	2
120	он не	3	2
121	в условиях	4	2
122	в его	8	2
123	и потому	5	2
124	между ними	2	2
