N	2gram	Ircho_Kome_3	Analitik
1	не только	5	22
2	и в	22	18
3	как и	3	14
4	так и	4	14
5	в этом	8	14
6	но и	4	13
7	и его	6	13
8	в частности	3	12
9	том что	13	12
10	в качестве	2	12
11	и не	21	12
12	при этом	7	11
13	а в	7	10
14	как бы	3	10
15	может быть	6	9
16	со стороны	11	9
17	что в	5	9
18	а не	4	9
19	в том	12	9
20	с его	3	8
21	и даже	3	8
22	всего лишь	2	8
23	с другой	4	7
24	в его	8	7
25	отношению к	3	7
26	как раз	6	7
27	по отношению	5	7
28	к тому	6	6
29	не в	4	6
30	в начале	3	6
31	еще не	6	6
32	в этой	3	6
33	он не	5	6
34	в их	2	6
35	о том	8	6
36	никогда не	3	5
37	однако в	4	5
38	не является	4	5
39	в конце	7	5
40	прежде всего	5	5
41	в свою	7	5
42	того же	6	5
43	в самом	9	5
44	что и	8	5
45	в мире	2	5
46	другой стороны	2	5
47	в сущности	2	5
48	в результате	2	5
49	между тем	2	5
50	представляет собой	3	5
51	не менее	5	4
52	о чем	7	4
53	отнюдь не	4	4
54	в своем	8	4
55	столь же	3	4
56	в одном	2	4
57	состоит в	2	4
58	что он	8	4
59	и к	3	4
60	свою очередь	6	4
61	в пределах	2	4
62	и сам	5	4
63	все же	4	4
64	приводит к	3	4
65	ли не	2	4
66	таким образом	12	4
67	и на	2	4
68	далеко не	3	4
69	уже в	2	3
70	и без	2	3
71	к этому	6	3
72	в ее	3	3
73	тому же	6	3
74	что они	2	3
75	было бы	3	3
76	же время	5	3
77	известной степени	2	3
78	не будет	2	3
79	в целом	3	3
80	дело не	2	3
81	как в	2	3
82	все это	5	3
83	который в	3	3
84	дело с	3	3
85	то же	7	3
86	не было	2	3
87	этом отношении	2	3
88	что не	3	3
89	его не	2	3
90	роль в	2	3
91	мы не	2	3
92	ничего не	3	3
93	здесь и	2	3
94	с этим	3	3
95	точки зрения	4	3
96	что касается	2	3
97	он и	2	3
98	говорить о	3	3
99	в то	6	3
100	его в	8	3
101	здесь не	2	3
102	едва ли	7	3
103	как это	5	3
104	конечном счете	2	2
105	в них	3	2
106	это не	2	2
107	не как	2	2
108	в нем	3	2
109	то ли	4	2
110	и ее	2	2
111	о его	2	2
112	несмотря на	4	2
113	тем не	3	2
114	вплоть до	2	2
115	с тем	4	2
116	по своему	3	2
117	в глаза	3	2
118	тех пор	3	2
119	одной стороны	3	2
120	совершенно не	2	2
121	на его	2	2
122	хотя и	5	2
123	в ней	4	2
124	об этом	7	2
125	в конечном	2	2
126	а также	2	2
127	всяком случае	3	2
128	один из	3	2
129	не с	2	2
130	то что	4	2
131	когда он	4	2
132	во всех	2	2
133	вместе с	9	2
134	судя по	3	2
135	что она	4	2
136	не может	3	2
137	не могла	3	2
138	отношения к	2	2
139	с одной	3	2
140	о которой	2	2
141	самом деле	6	2
142	более чем	5	2
143	не мог	2	2
144	с точки	3	2
145	и он	2	2
146	и для	4	2
147	после чего	2	2
148	от своей	2	2
149	в глазах	8	2
150	во всяком	3	2
151	мы можем	3	2
152	тем что	5	2
153	нуждается в	2	2
154	на себя	4	2
155	в себе	4	2
156	и здесь	4	2
157	что мы	2	2
158	и все	2	2
159	в свое	2	2
160	отличие от	2	2
161	но в	5	2
162	любви к	5	2
