N	2gram	Tiupa_Hudo_1	Myshleni
1	и в	14	25
2	мышления и	2	23
3	в том	12	23
4	на основе	2	22
5	том что	16	20
6	что в	6	17
7	как и	9	15
8	то что	8	15
9	в его	8	15
10	в этом	11	14
11	может быть	5	13
12	в целом	2	13
13	в качестве	9	12
14	по своему	3	11
15	перед нами	5	10
16	как бы	7	10
17	и не	2	10
18	и что	2	10
19	того что	4	10
20	было бы	6	10
21	только в	5	10
22	связи с	4	9
23	как в	8	9
24	мы не	2	9
25	ни в	5	9
26	того чтобы	3	8
27	тем что	3	8
28	как мы	3	8
29	столь же	4	7
30	все эти	3	7
31	по себе	2	7
32	по своей	4	7
33	не менее	5	6
34	не в	7	6
35	же как	2	6
36	один из	4	6
37	не может	7	6
38	в связи	3	6
39	и на	3	6
40	потому что	5	6
41	что он	9	6
42	но не	3	6
43	не только	12	6
44	все же	3	6
45	точки зрения	5	6
46	все это	2	6
47	можно было	5	6
48	так и	13	5
49	именно в	7	5
50	тем не	4	5
51	для него	10	5
52	при этом	12	5
53	что она	4	5
54	и по	3	5
55	с ее	2	5
56	если бы	3	5
57	мы уже	4	5
58	и к	4	5
59	о том	12	5
60	в этой	8	5
61	и другое	2	5
62	в частности	5	4
63	никогда не	6	4
64	в своем	4	4
65	прежде всего	11	4
66	на то	4	4
67	к тому	7	4
68	мы знаем	2	4
69	отнюдь не	3	4
70	из них	4	4
71	но и	5	4
72	не столько	2	4
73	то и	3	4
74	друг друга	5	4
75	а в	7	4
76	в то	8	4
77	с ним	4	4
78	которая не	2	4
79	с этим	3	4
80	и все	4	4
81	еще не	7	4
82	он не	4	4
83	приводит к	3	4
84	той же	2	4
85	и это	4	4
86	или иная	3	3
87	с этой	2	3
88	в себя	2	3
89	на этом	3	3
90	в самом	4	3
91	в него	2	3
92	если в	2	3
93	на том	2	3
94	по отношению	8	3
95	мышление в	2	3
96	с ними	2	3
97	этом отношении	3	3
98	в результате	2	3
99	между тем	8	3
100	его в	3	3
101	как он	2	3
102	же мало	2	3
103	как она	2	3
104	та или	3	3
105	состоит в	2	3
106	но как	2	3
107	то в	4	3
108	а с	2	3
109	слова в	2	2
110	то же	9	2
111	в этих	5	2
112	тому что	4	2
113	и от	4	2
114	так что	2	2
115	такого рода	3	2
116	хотя и	2	2
117	в нем	3	2
118	с той	2	2
119	заключает в	2	2
120	должно быть	2	2
121	в своих	3	2
122	на его	2	2
123	в начале	2	2
124	того или	2	2
125	с его	5	2
126	к жизни	5	2
127	однако в	2	2
128	к другому	4	2
129	все еще	2	2
130	ясно что	2	2
131	или иного	2	2
132	в следующем	2	2
133	об этом	5	2
134	же в	3	2
135	для всего	2	2
136	только потому	2	2
137	этот момент	2	2
138	в таком	3	2
139	одна из	2	2
140	о котором	2	2
141	это так	2	2
142	иначе говоря	2	2
143	и потому	2	2
144	а также	3	2
145	еще в	3	2
146	отношению к	8	2
147	в мире	3	2
148	в своей	10	2
149	только что	4	2
150	внимание на	2	2
151	уже не	7	2
152	в речи	2	2
153	едва ли	3	2
154	и для	3	2
155	речь в	2	2
156	и его	5	2
157	или иначе	2	2
158	в себе	11	2
