N	2gram	Losev_Dial_3	FransuaR
1	и в	24	29
2	таким образом	13	20
3	и не	27	16
4	и все	6	13
5	как и	7	12
6	но в	2	12
7	так и	5	11
8	и на	3	11
9	в этом	8	11
10	то же	6	10
11	как мы	2	10
12	мы уже	3	10
13	в то	5	10
14	не только	23	10
15	вовсе не	13	9
16	но и	9	9
17	все эти	3	9
18	и с	6	9
19	же время	3	8
20	прежде всего	8	8
21	в его	2	8
22	и его	5	8
23	как бы	3	8
24	в них	5	7
25	еще и	2	7
26	так же	4	7
27	в том	5	7
28	так как	6	7
29	из них	3	6
30	в сущности	10	6
31	что это	12	5
32	у него	2	5
33	это не	4	5
34	это и	7	5
35	и о	3	5
36	в нем	3	5
37	и по	2	5
38	сказать что	4	5
39	он и	3	5
40	перед нами	3	4
41	но они	2	4
42	с его	2	4
43	руки и	2	4
44	что он	13	4
45	но это	5	4
46	есть и	12	4
47	еще не	2	4
48	и есть	16	4
49	то что	14	4
50	жизни и	5	4
51	конечно не	4	4
52	все это	6	4
53	с другой	4	4
54	жизнь и	4	4
55	также и	2	4
56	тем что	3	4
57	точки зрения	25	4
58	мира и	3	4
59	тому как	4	3
60	все время	3	3
61	в частности	2	3
62	в своем	3	3
63	превращается в	6	3
64	вот это	3	3
65	и здесь	2	3
66	что у	2	3
67	все же	3	3
68	но как	2	3
69	том что	8	3
70	и как	8	3
71	то в	2	3
72	имеется в	3	3
73	ведь это	2	3
74	того что	12	3
75	той же	3	3
76	и ноги	2	3
77	он не	5	3
78	к нему	3	3
79	другой стороны	2	3
80	при этом	2	3
81	и они	2	3
82	и вот	2	3
83	для того	3	3
84	и даже	13	3
85	в ней	2	3
86	же и	2	3
87	подобно тому	4	3
88	в себе	2	3
89	в чем	4	3
90	уже и	3	2
91	быть может	3	2
92	другими словами	7	2
93	нового времени	2	2
94	мир и	3	2
95	исторического процесса	2	2
96	к тому	4	2
97	и к	5	2
98	на первый	4	2
99	но только	4	2
100	ни в	9	2
101	из этого	2	2
102	есть в	3	2
103	именно в	2	2
104	на этом	2	2
105	но не	2	2
106	то время	4	2
107	кроме того	6	2
108	одной стороны	3	2
109	не может	19	2
110	может быть	13	2
111	же вы	5	2
112	хотя и	5	2
113	у меня	2	2
114	никогда не	7	2
115	уже не	5	2
116	в виду	7	2
117	со стороны	2	2
118	на них	2	2
119	на котором	2	2
120	и для	2	2
121	себя в	2	2
122	но она	3	2
123	о вере	2	2
124	в их	2	2
125	как раз	7	2
126	не на	6	2
127	мир в	3	2
128	в особенности	7	2
129	с одной	3	2
130	ни того	9	2
131	они не	2	2
132	с полной	3	2
133	и у	2	2
134	с точки	14	2
135	на свете	3	2
136	друг друга	3	2
137	как на	5	2
138	в слове	3	2
139	или в	2	2
140	в своих	2	2
141	вы и	2	2
142	и то	4	2
143	их в	2	2
144	в основе	3	2
145	в одной	3	2
146	которое не	2	2
147	это же	3	2
148	даже и	7	2
149	только в	5	2
150	о том	6	2
151	если же	8	2
152	и это	4	2
153	нет ничего	9	2
154	и этим	3	2
155	учения о	2	2
