N	2gram	Vygotskiy__1	Hudozhes
1	том что	16	16
2	и в	31	14
3	так и	3	13
4	а не	13	12
5	в том	30	12
6	не только	13	12
7	при этом	19	12
8	о том	7	12
9	прежде всего	4	11
10	и т	26	11
11	в этом	12	11
12	в себе	4	11
13	в своей	3	10
14	у него	4	9
15	что он	7	9
16	как и	16	9
17	в качестве	2	9
18	то же	5	9
19	как в	9	8
20	то что	32	8
21	т п	16	8
22	между тем	4	8
23	в этой	3	8
24	в то	5	8
25	в его	6	8
26	ничего не	2	8
27	казалось бы	2	7
28	к тому	4	7
29	уже не	2	7
30	не в	11	7
31	как бы	5	7
32	не может	17	7
33	а в	6	7
34	никогда не	8	6
35	что в	23	6
36	было бы	6	6
37	не менее	2	5
38	к жизни	2	5
39	в частности	3	5
40	в этих	4	5
41	может быть	22	5
42	только в	14	5
43	но и	2	5
44	жизни и	3	5
45	по мнению	2	5
46	самом деле	9	5
47	и его	7	5
48	потому что	10	5
49	ни в	9	5
50	точки зрения	15	5
51	но в	3	5
52	тому что	4	4
53	в своем	3	4
54	т е	3	4
55	столь же	4	4
56	та же	3	4
57	и от	2	4
58	и все	5	4
59	на то	10	4
60	и к	3	4
61	а только	2	4
62	тем не	2	4
63	она не	5	4
64	несмотря на	5	4
65	в самом	11	4
66	и о	4	4
67	один из	4	4
68	что она	6	4
69	из них	2	4
70	как раз	2	4
71	не было	3	4
72	того что	10	4
73	только что	2	4
74	он не	3	4
75	как будто	5	4
76	в конце	3	4
77	и это	3	4
78	с ним	2	4
79	и с	2	4
80	но не	3	3
81	если бы	6	3
82	отнюдь не	6	3
83	что у	3	3
84	с этим	3	3
85	это в	2	3
86	идет о	2	3
87	как мы	2	3
88	в ее	5	3
89	от него	2	3
90	что при	3	3
91	и когда	3	3
92	речь идет	3	3
93	даже в	2	3
94	в нем	2	3
95	все же	5	3
96	со стороны	4	3
97	приводит к	2	3
98	то и	2	3
99	в связи	2	3
100	т д	8	3
101	и для	5	3
102	этом отношении	2	3
103	она в	2	3
104	того чтобы	7	3
105	и даже	6	3
106	к этой	2	3
107	с точки	2	3
108	и по	3	3
109	в таком	3	3
110	в своих	4	3
111	или не	2	3
112	из нас	2	3
113	такой же	2	3
114	как к	2	3
115	будто бы	2	3
116	его в	2	3
117	каждого из	3	2
118	себя и	2	2
119	конечном счете	3	2
120	на вопрос	2	2
121	не означает	2	2
122	и так	4	2
123	в одной	3	2
124	и потому	2	2
125	в себя	2	2
126	ясно что	19	2
127	вопрос о	3	2
128	в такой	2	2
129	по себе	9	2
130	в конечном	3	2
131	что на	3	2
132	мы знаем	3	2
133	состоит в	3	2
134	так что	5	2
135	же как	4	2
136	одна из	4	2
137	и что	8	2
138	в целом	5	2
139	до конца	6	2
140	ту или	2	2
141	например в	3	2
142	только на	3	2
143	никак не	4	2
144	хотя и	3	2
145	в него	2	2
146	произведения с	2	2
147	как он	2	2
148	человека не	3	2
149	не знаем	2	2
150	сих пор	3	2
151	xviii в	2	2
152	что же	2	2
153	все это	8	2
154	мышления и	3	2
155	иначе говоря	5	2
156	с и	5	2
157	и не	16	2
158	на самом	2	2
159	от себя	4	2
160	там же	2	2
161	той же	3	2
162	на основе	2	2
163	с этой	4	2
164	в результате	4	2
165	что я	4	2
166	слова в	3	2
167	в художественном	3	2
168	но как	2	2
169	то чтобы	2	2
170	как она	2	2
171	и поэтому	2	2
172	мы не	12	2
173	оно было	2	2
174	до сих	3	2
