N	2gram	Voloshinov_1	Problemy
1	и в	19	46
2	и не	26	27
3	может быть	26	23
4	как бы	15	19
5	не может	24	19
6	в нем	10	17
7	в этом	16	16
8	не только	8	14
9	и т.п	10	14
10	но и	8	12
11	как и	12	12
12	как мы	13	12
13	и на	4	11
14	точки зрения	34	11
15	а не	7	11
16	не в	5	10
17	в пределах	6	10
18	между ними	4	10
19	прежде всего	13	9
20	в том	6	9
21	в большинстве	3	9
22	в самом	10	9
23	и все	5	9
24	вовсе не	5	9
25	и к	3	9
26	в его	6	9
27	с точки	20	9
28	большинстве случаев	3	8
29	до сих	8	8
30	конечно не	5	8
31	сих пор	8	8
32	или в	2	8
33	и с	2	7
34	по себе	4	7
35	еще не	4	7
36	в сущности	3	7
37	как раз	2	7
38	в себе	2	7
39	слова и	3	7
40	никогда не	2	6
41	в каждом	7	6
42	ни в	2	6
43	к одному	4	6
44	друг друга	8	6
45	пределах одного	2	6
46	слово в	3	6
47	но в	7	6
48	что он	2	6
49	и между	4	6
50	в романе	2	6
51	то же	7	6
52	все это	3	6
53	и он	2	6
54	и его	19	6
55	только в	9	6
56	же время	3	5
57	при этом	8	5
58	в котором	3	5
59	жизни и	2	5
60	по отношению	3	5
61	рядом с	5	5
62	в то	3	5
63	так как	2	5
64	к другому	3	5
65	за пределы	5	5
66	о том	2	5
67	отношению к	2	5
68	во всех	7	5
69	если мы	11	5
70	речи и	3	5
71	так сказать	6	5
72	том числе	2	4
73	что в	4	4
74	можно сказать	3	4
75	слова но	2	4
76	до конца	5	4
77	кроме того	6	4
78	в виду	2	4
79	по мере	2	4
80	слово как	4	4
81	таким образом	17	4
82	все эти	7	4
83	и других	2	4
84	в направлении	7	4
85	должно быть	2	4
86	же и	2	4
87	и здесь	6	4
88	мы не	6	4
89	мы можем	2	4
90	не знает	2	4
91	как в	4	4
92	том что	3	4
93	на границе	3	4
94	совершенно не	3	4
95	он не	3	4
96	все же	8	4
97	то что	8	4
98	в процессе	14	4
99	так и	11	4
100	самом деле	10	4
101	слово может	2	4
102	в отношении	4	3
103	с другой	5	3
104	из этих	2	3
105	не могут	3	3
106	к своему	2	3
107	словом и	2	3
108	в своем	2	3
109	числе и	2	3
110	одним из	2	3
111	но для	2	3
112	но если	2	3
113	себе и	2	3
114	и для	11	3
115	и их	2	3
116	другой стороны	6	3
117	так же	7	3
118	и только	2	3
119	с помощью	6	3
120	между этими	2	3
121	и даже	2	3
122	в конце	5	3
123	как он	2	3
124	бы в	2	3
125	но при	2	3
126	если бы	2	3
127	в единстве	2	3
128	не как	2	3
129	и во	2	3
130	в условиях	4	3
131	одному знаменателю	2	3
132	с ее	2	3
133	более того	3	3
134	и при	3	3
135	того же	6	3
136	она не	2	3
137	но именно	3	3
138	было бы	4	3
139	мы уже	2	3
140	в своей	3	3
141	что и	2	3
142	войти в	3	3
143	что же	4	3
144	только на	4	3
145	в отличие	5	3
146	той же	2	3
147	в слове	10	3
148	слова как	7	3
149	между двумя	3	3
150	тем что	2	3
151	и т.д	2	3
152	далеко не	4	3
153	и это	3	3
154	отличие от	5	3
155	разобранные нами	2	3
156	не менее	4	2
157	сама по	2	2
158	должна быть	2	2
159	в одной	2	2
160	мысли и	4	2
161	вопрос о	4	2
162	переходим к	3	2
163	его к	2	2
164	или иной	3	2
165	к тому	2	2
166	все в	2	2
167	как если	2	2
168	следовательно и	2	2
169	и как	3	2
170	но все	3	2
171	же как	2	2
172	в конкретном	2	2
173	не дает	3	2
174	для него	9	2
175	и следовательно	3	2
176	и является	2	2
177	в первой	2	2
178	целый ряд	3	2
179	языка и	13	2
180	не было	3	2
181	те же	5	2
182	лишь в	9	2
183	речь и	2	2
184	а в	4	2
185	в результате	9	2
186	сказать что	4	2
187	в узком	2	2
188	языка в	14	2
189	от одного	3	2
190	между тем	3	2
191	а как	3	2
192	сознания и	3	2
193	вне его	4	2
194	и всякое	2	2
195	с этим	4	2
196	этом смысле	2	2
197	у нас	2	2
198	одна из	2	2
199	зрения и	2	2
200	здесь в	3	2
201	там и	2	2
202	в корне	3	2
203	этого слова	2	2
204	на почве	6	2
205	нет и	4	2
206	не могло	2	2
207	и пр	12	2
208	системе языка	4	2
209	бы и	2	2
210	в языке	4	2
211	узком смысле	2	2
212	или к	2	2
213	связи между	5	2
214	речи как	2	2
215	что такое	2	2
216	на этот	3	2
217	хотя бы	5	2
218	можно было	2	2
219	ничего не	6	2
220	в данном	4	2
221	этот вопрос	5	2
222	во всяком	5	2
223	от этого	2	2
224	могут быть	2	2
225	в другом	2	2
226	может стать	5	2
227	ту же	2	2
228	отношении к	4	2
229	там где	2	2
