N	2gram	Voloshinov_1	Hudozhes
1	том что	3	16
2	и в	19	14
3	так и	11	13
4	а не	7	12
5	в том	6	12
6	не только	8	12
7	при этом	8	12
8	о том	2	12
9	прежде всего	13	11
10	в этом	16	11
11	в себе	2	11
12	для него	9	10
13	в своей	3	10
14	что он	2	9
15	как и	12	9
16	в качестве	2	9
17	то же	7	9
18	как в	4	8
19	то что	8	8
20	же время	3	8
21	отношению к	2	8
22	по отношению	3	8
23	между тем	3	8
24	в то	3	8
25	в его	6	8
26	ничего не	6	8
27	к тому	2	7
28	не в	5	7
29	еще не	4	7
30	как бы	15	7
31	не может	24	7
32	именно в	5	7
33	а в	4	7
34	никогда не	2	6
35	что в	4	6
36	было бы	4	6
37	в первой	2	6
38	жизни в	4	6
39	человека в	2	6
40	не менее	4	5
41	в частности	2	5
42	может быть	26	5
43	только в	9	5
44	и он	2	5
45	но и	8	5
46	жизни и	2	5
47	самом деле	10	5
48	друг друга	8	5
49	и его	19	5
50	можно было	2	5
51	ни в	2	5
52	точки зрения	34	5
53	но в	7	5
54	связи с	11	4
55	тому что	2	4
56	в своем	2	4
57	к другому	3	4
58	и от	3	4
59	и все	5	4
60	можно сказать	3	4
61	и к	3	4
62	тем не	2	4
63	то в	2	4
64	она не	2	4
65	в действительности	2	4
66	мы уже	2	4
67	в самом	10	4
68	в ней	4	4
69	из них	3	4
70	как раз	2	4
71	не было	3	4
72	того что	3	4
73	он не	3	4
74	в русской	2	4
75	в конце	5	4
76	и это	3	4
77	и с	2	4
78	если бы	2	3
79	отнюдь не	6	3
80	с этим	4	3
81	в литературе	2	3
82	как мы	13	3
83	в ее	7	3
84	от него	2	3
85	в пределах	6	3
86	не имеют	3	3
87	по преимуществу	5	3
88	в нем	10	3
89	все же	8	3
90	в связи	7	3
91	и для	11	3
92	этом отношении	3	3
93	все эти	7	3
94	лишь в	9	3
95	того чтобы	5	3
96	и даже	2	3
97	к этой	2	3
98	с точки	20	3
99	в таком	2	3
100	в своих	2	3
101	тем что	2	3
102	и на	4	3
103	как к	2	3
104	его в	3	3
105	ни к	2	2
106	не столько	4	2
107	установкой на	2	2
108	в одной	2	2
109	в тот	2	2
110	и потому	5	2
111	ясно что	5	2
112	вопрос о	4	2
113	по себе	4	2
114	к своему	2	2
115	мы знаем	5	2
116	для всего	3	2
117	в другом	2	2
118	этот момент	2	2
119	же как	2	2
120	одна из	2	2
121	до конца	5	2
122	в данной	2	2
123	одной из	3	2
124	себе и	2	2
125	только на	4	2
126	в начале	5	2
127	для других	2	2
128	слова как	7	2
129	как он	2	2
130	сих пор	8	2
131	что же	4	2
132	все это	3	2
133	не знает	2	2
134	и не	26	2
135	на самом	3	2
136	это так	2	2
137	что не	2	2
138	не имеет	3	2
139	должно быть	2	2
140	той же	2	2
141	или иначе	2	2
142	с этой	2	2
143	в результате	9	2
144	с ее	2	2
145	внутренней жизни	4	2
146	нет ничего	3	2
147	так сказать	6	2
148	как она	2	2
149	мы не	6	2
150	до сих	8	2
