N	2gram	Vinokur_Vv_1	Formalny
1	т е	38	34
2	и в	27	24
3	в его	10	23
4	прежде всего	8	22
5	и не	13	20
6	не может	13	16
7	точки зрения	7	16
8	в этом	34	15
9	в нем	13	14
10	может быть	24	14
11	на почве	5	13
12	с точки	2	13
13	таким образом	19	13
14	истории литературы	3	12
15	науки об	2	12
16	и т	43	12
17	именно как	3	12
18	в своем	3	11
19	не менее	8	11
20	как и	5	11
21	должно быть	2	11
22	в своей	4	11
23	в их	11	11
24	вовсе не	6	10
25	и ее	4	10
26	литературное произведение	2	10
27	то же	8	10
28	в ней	3	10
29	а не	3	10
30	и его	5	10
31	история литературы	2	9
32	все это	6	9
33	в то	5	9
34	в ее	11	8
35	же время	5	8
36	именно в	8	8
37	литературы в	3	8
38	то что	17	8
39	т д	37	8
40	произведения и	2	8
41	и на	3	8
42	не в	8	8
43	и с	2	8
44	должна быть	2	7
45	до конца	3	7
46	не только	21	7
47	жизни и	2	7
48	но и	5	7
49	было бы	5	6
50	в том	31	6
51	в этой	3	6
52	самом деле	6	6
53	до сих	5	6
54	еще не	4	6
55	как бы	5	6
56	сих пор	5	6
57	в целом	5	6
58	входит в	2	6
59	а в	5	6
60	все эти	3	6
61	как это	5	6
62	хотя бы	5	5
63	должен быть	4	5
64	по себе	9	5
65	у нас	2	5
66	лишь как	2	5
67	при этом	3	5
68	только на	3	5
69	и др	2	5
70	во всех	2	5
71	в самом	12	5
72	и до	2	5
73	со стороны	12	5
74	как мы	9	5
75	того что	12	5
76	с другой	8	5
77	и истории	2	5
78	но в	10	5
79	независимо от	3	4
80	в частности	3	4
81	никогда не	3	4
82	не как	3	4
83	художественных произведений	2	4
84	стороны и	3	4
85	для этого	3	4
86	учение о	2	4
87	одной стороны	4	4
88	если бы	2	4
89	и историю	2	4
90	всяком случае	3	4
91	отношению к	4	4
92	быть и	2	4
93	так же	3	4
94	по отношению	4	4
95	т п	5	4
96	в связи	2	4
97	что в	11	4
98	с одной	4	4
99	как на	11	4
100	с этой	4	4
101	во всяком	3	4
102	в истории	9	4
103	как о	4	4
104	познания и	2	4
105	историк литературы	3	3
106	но не	7	3
107	в отношении	2	3
108	связи с	3	3
109	в них	4	3
110	направление в	2	3
111	ясно что	9	3
112	что он	4	3
113	смысле этого	8	3
114	к тому	4	3
115	в широком	7	3
116	и как	9	3
117	в каждом	4	3
118	так например	6	3
119	литературы с	2	3
120	в общем	12	3
121	об искусстве	4	3
122	один из	6	3
123	все же	8	3
124	отношение к	3	3
125	каждой из	3	3
126	время в	2	3
127	значение в	2	3
128	значение и	2	3
129	в особенности	4	3
130	или же	3	3
131	и история	3	3
132	и других	3	3
133	мы не	2	3
134	и даже	5	3
135	между ними	2	3
136	его в	6	3
137	как она	4	3
138	в себе	4	3
139	со всей	3	3
140	этого слова	2	3
141	здесь не	2	3
142	в области	4	3
143	говорит он	2	3
144	а как	3	2
145	сама по	3	2
146	нисколько не	3	2
147	же как	3	2
148	с тем	6	2
149	этой науки	3	2
150	в германии	3	2
151	целом ряде	2	2
152	это не	8	2
153	с этим	2	2
154	в применении	6	2
155	в одном	4	2
156	она есть	5	2
157	вопрос о	8	2
158	по истории	2	2
159	том чтобы	6	2
160	и заключается	4	2
161	а только	8	2
162	науку о	2	2
163	в строгом	3	2
164	уже не	5	2
165	по существу	2	2
166	мы видели	2	2
167	но все	3	2
168	и каковы	2	2
169	в различных	2	2
170	одна из	2	2
171	от действительности	2	2
172	только в	13	2
173	только как	6	2
174	ко времени	2	2
175	действительности в	2	2
176	одной из	3	2
177	проблемы и	2	2
178	все более	3	2
179	от того	3	2
180	на языке	2	2
181	как раз	4	2
182	однако не	4	2
183	не с	2	2
184	что и	3	2
185	не есть	4	2
186	строгом смысле	3	2
187	вместе с	6	2
188	в создании	2	2
189	этой работы	3	2
190	она была	2	2
191	и вот	3	2
192	применении к	6	2
193	и что	4	2
194	науки о	9	2
195	как такового	2	2
196	исследования и	2	2
197	и те	2	2
198	есть лишь	2	2
199	или иначе	4	2
200	в работе	3	2
201	в результате	3	2
202	исторического изучения	2	2
203	между тем	8	2
204	от этого	5	2
205	чем же	3	2
206	даже и	3	2
207	в своих	2	2
208	чтобы он	2	2
209	отношении к	2	2
210	ничего не	2	2
211	но ведь	4	2
212	если же	2	2
213	и это	6	2
214	во всем	2	2
215	на нее	2	2
216	к действительности	2	2
217	ее от	2	2
218	что такое	10	2
