N	2gram	Bakhtin_sl_1	Literetu
1	а не	15	20
2	и в	41	19
3	может быть	14	17
4	то же	14	12
5	и не	16	11
6	в том	3	10
7	как и	4	10
8	но и	16	10
9	же время	12	9
10	такого рода	2	9
11	не может	14	9
12	в этом	12	9
13	в то	14	9
14	с другой	5	8
15	не только	16	8
16	и даже	6	8
17	том что	2	7
18	так и	11	7
19	с одной	4	7
20	слова и	13	7
21	в себе	3	6
22	одной стороны	4	6
23	при этом	6	6
24	себя в	9	6
25	и на	14	6
26	столь же	2	5
27	у нас	2	5
28	одна из	2	5
29	но не	2	5
30	в качестве	3	5
31	он не	3	5
32	на фоне	7	5
33	так в	2	5
34	того что	3	5
35	то есть	26	5
36	в частности	2	4
37	прежде всего	8	4
38	не в	7	4
39	того же	6	4
40	для него	3	4
41	в ней	4	4
42	в его	13	4
43	даже в	2	4
44	один из	4	4
45	и других	3	4
46	так что	2	4
47	другой стороны	4	4
48	мы не	2	4
49	точки зрения	16	4
50	перестает быть	2	3
51	никогда не	3	3
52	в поэзии	3	3
53	в нем	30	3
54	по существу	3	3
55	одним из	4	3
56	в сущности	13	3
57	во всех	17	3
58	и др	14	3
59	не с	2	3
60	данном случае	3	3
61	в их	4	3
62	и для	4	3
63	так как	3	3
64	всех своих	2	3
65	с точки	8	3
66	а в	6	3
67	и его	14	3
68	и то	2	3
69	и с	4	3
70	в данном	3	3
71	как к	2	3
72	в другом	2	3
73	ничего не	4	3
74	на этом	2	2
75	не было	3	2
76	ни было	2	2
77	же как	2	2
78	у него	3	2
79	не является	2	2
80	в них	6	2
81	с этой	3	2
82	в одном	2	2
83	в каждом	4	2
84	вовсе не	7	2
85	и к	5	2
86	а также	2	2
87	слово не	2	2
88	для нас	2	2
89	этом случае	2	2
90	в ее	2	2
91	одно и	2	2
92	до конца	12	2
93	еще не	4	2
94	было бы	3	2
95	и сам	3	2
96	без другого	2	2
97	одной из	3	2
98	из своих	2	2
99	наконец в	2	2
100	как бы	12	2
101	в свое	3	2
102	был бы	2	2
103	все же	7	2
104	с ее	4	2
105	и т	28	2
106	в целом	2	2
107	из них	3	2
108	могут быть	19	2
109	по преимуществу	4	2
110	в истории	3	2
111	при всем	3	2
112	как раз	2	2
113	и одновременно	2	2
114	т п	23	2
115	той же	2	2
116	к своему	6	2
117	уже не	2	2
118	для того	2	2
119	и наконец	4	2
120	хотя бы	3	2
121	речь в	2	2
122	и иных	2	2
123	друг друга	3	2
124	то в	2	2
125	в результате	3	2
126	потому что	2	2
127	в основе	5	2
128	ту же	4	2
129	о том	3	2
130	с ним	7	2
131	в него	3	2
132	поэзии и	4	2
133	но в	8	2
