N	2gram	Losev_Dial_3	Marksizm
1	точки зрения	25	34
2	может быть	13	26
3	и не	27	26
4	не может	19	24
5	с точки	14	20
6	и в	24	19
7	и его	5	19
8	таким образом	13	17
9	в этом	8	16
10	как бы	3	15
11	прежде всего	8	13
12	как мы	2	13
13	как и	7	12
14	и пр	6	12
15	так и	5	11
16	и для	2	11
17	в самом	7	10
18	в нем	3	10
19	в слове	3	10
20	– в	6	10
21	самом деле	6	10
22	для него	4	9
23	только в	5	9
24	при этом	2	8
25	бы то	2	8
26	но и	9	8
27	друг друга	3	8
28	не только	23	8
29	все же	3	8
30	то что	14	8
31	– это	6	8
32	точка зрения	5	7
33	все эти	3	7
34	так же	4	7
35	но в	2	7
36	бытия в	2	7
37	то же	6	7
38	а не	26	7
39	в смысле	2	6
40	в том	5	6
41	кроме того	6	6
42	– не	7	6
43	другой стороны	2	6
44	и здесь	2	6
45	отнюдь не	10	6
46	в его	2	6
47	мы не	5	6
48	ничего не	17	6
49	с другой	4	5
50	именно в	2	5
51	мы знаем	3	5
52	не в	3	5
53	конечно не	4	5
54	и потому	2	5
55	и все	6	5
56	вовсе не	13	5
57	за пределы	3	5
58	хотя бы	4	5
59	во всяком	2	5
60	ясно что	7	5
61	слово –	2	4
62	что в	7	4
63	не менее	11	4
64	вопрос о	5	4
65	как же	5	4
66	в ней	2	4
67	это –	16	4
68	от того	4	4
69	а в	2	4
70	и на	3	4
71	сказать что	4	4
72	с этим	3	4
73	по себе	20	4
74	в условиях	2	4
75	– и	4	4
76	еще не	2	4
77	было бы	5	4
78	нет и	4	4
79	не будет	3	4
80	что же	11	4
81	только на	7	4
82	для того	3	4
83	в данном	2	4
84	и есть	16	3
85	и от	3	3
86	или иной	4	3
87	есть объект	4	3
88	и как	8	3
89	же время	3	3
90	он –	7	3
91	не имеют	2	3
92	из них	3	3
93	все это	6	3
94	не было	3	3
95	того что	12	3
96	не имеет	11	3
97	и формы	2	3
98	в то	5	3
99	нет ничего	9	3
100	слово в	2	3
101	не существует	10	3
102	сознания и	4	3
103	не могут	4	3
104	в каком	3	3
105	и к	5	3
106	том что	8	3
107	совершенно не	2	3
108	в сущности	10	3
109	он не	5	3
110	не есть	54	3
111	в первом	2	3
112	быть и	3	3
113	в истории	4	3
114	– все	3	3
115	целый ряд	2	3
116	это и	7	3
117	должны быть	3	3
118	и следовательно	2	3
119	и ее	3	3
120	и это	4	3
121	зависит от	2	2
122	сама по	4	2
123	же как	2	2
124	должна быть	6	2
125	в частности	2	2
126	никогда не	7	2
127	тому что	4	2
128	в своем	3	2
129	или к	2	2
130	что все	14	2
131	следовательно не	2	2
132	первый план	4	2
133	тем не	10	2
134	ни в	9	2
135	но для	2	2
136	но если	6	2
137	и является	2	2
138	в виду	7	2
139	всяком случае	2	2
140	и сознание	3	2
141	жизни и	5	2
142	и только	6	2
143	– как	3	2
144	не просто	18	2
145	и даже	13	2
146	должно быть	3	2
147	в своих	2	2
148	с этой	5	2
149	с первым	2	2
150	в одной	3	2
151	же и	2	2
152	допустим что	16	2
153	из этих	2	2
154	этом вопросе	2	2
155	о том	6	2
156	так как	6	2
157	бы в	2	2
158	к этой	2	2
159	нет ни	2	2
160	и с	6	2
161	в основе	3	2
162	ни к	3	2
163	нет никакой	4	2
164	если бы	6	2
165	нового времени	2	2
166	и во	2	2
167	что он	13	2
168	же они	2	2
169	в себе	2	2
170	у нас	4	2
171	то в	2	2
172	зависимости от	3	2
173	одна из	3	2
174	или процесс	2	2
175	тех пор	2	2
176	она не	3	2
177	другими словами	7	2
178	мы уже	3	2
179	к тому	4	2
180	ни о	3	2
181	на первый	4	2
182	может существовать	2	2
183	все остальное	4	2
184	то как	2	2
185	однако не	2	2
186	что и	6	2
187	– что	3	2
188	и сама	5	2
189	и прежде	3	2
190	как раз	7	2
191	следовательно и	2	2
192	бытие –	2	2
193	на стадии	2	2
194	что не	5	2
195	из которых	3	2
196	что такое	21	2
197	мира и	3	2
198	и он	2	2
199	той же	3	2
200	в таком	14	2
201	или в	2	2
202	или иначе	2	2
203	тем что	3	2
204	могут быть	2	2
205	и вообще	2	2
206	не знает	3	2
207	таком случае	10	2
208	из этого	2	2
209	в чем	4	2
210	как с	2	2
