N	2gram	Bakhtin_sl_2	Istorich
1	и в	39	26
2	так как	4	18
3	никогда не	7	13
4	что в	3	12
5	таким образом	8	12
6	в том	5	12
7	и на	4	12
8	в этом	16	12
9	мы видели	2	11
10	может быть	37	11
11	с другой	5	10
12	том что	5	10
13	и т	35	10
14	и не	22	10
15	не только	24	10
16	что он	2	9
17	еще не	7	9
18	но и	21	9
19	а именно	2	9
20	в нем	19	8
21	все же	6	8
22	вместе с	2	8
23	т д	2	8
24	все эти	6	8
25	с ним	7	8
26	уже не	5	7
27	с одной	5	7
28	одной стороны	5	7
29	например в	5	7
30	и его	33	7
31	у него	3	7
32	о том	2	7
33	но в	6	7
34	этом случае	6	6
35	то что	2	6
36	и там	3	6
37	мы уже	2	6
38	как в	13	6
39	так в	2	6
40	не может	20	6
41	в виде	2	6
42	связан с	3	6
43	в более	2	6
44	и с	9	6
45	как он	2	6
46	мы не	2	6
47	как и	6	5
48	в ней	3	5
49	в его	7	5
50	так и	15	5
51	то же	4	5
52	как это	3	5
53	в то	4	5
54	только в	5	5
55	его в	4	5
56	там где	6	5
57	это не	5	4
58	но здесь	4	4
59	прежде всего	8	4
60	не всегда	2	4
61	с его	7	4
62	но это	3	4
63	до сих	2	4
64	все что	2	4
65	связано с	3	4
66	на его	2	4
67	как бы	7	4
68	что и	3	4
69	сих пор	2	4
70	что оно	4	4
71	как мы	7	4
72	а также	3	4
73	но как	2	4
74	например у	2	3
75	борьбы с	3	3
76	независимо от	2	3
77	и другие	2	3
78	могут быть	7	3
79	в них	6	3
80	на котором	2	3
81	и от	3	3
82	в одном	2	3
83	должна быть	3	3
84	не в	9	3
85	от него	5	3
86	они не	2	3
87	кроме того	2	3
88	она не	6	3
89	вокруг него	2	3
90	в него	7	3
91	один из	5	3
92	а в	4	3
93	при этом	7	3
94	и других	4	3
95	к своему	9	3
96	и наконец	5	3
97	или в	2	3
98	в данном	2	3
99	сказать что	3	3
100	в себе	2	3
101	не было	2	3
102	далеко не	2	3
103	того как	2	3
104	перед нами	3	2
105	может иметь	3	2
106	и как	3	2
107	однако в	2	2
108	в этих	7	2
109	в своем	6	2
110	но он	2	2
111	отличается от	2	2
112	с этим	2	2
113	вовсе не	10	2
114	стороны и	3	2
115	для нас	5	2
116	по отношению	4	2
117	но все	5	2
118	одна из	4	2
119	но не	6	2
120	всех его	3	2
121	героя в	3	2
122	всяком случае	2	2
123	и др	4	2
124	даже в	2	2
125	но мы	2	2
126	отношению к	4	2
127	жизни и	6	2
128	в некоторых	3	2
129	ни в	4	2
130	на него	2	2
131	в форме	2	2
132	здесь уже	2	2
133	и свои	2	2
134	он не	2	2
135	человека в	5	2
136	в одно	2	2
137	именно на	2	2
138	а не	14	2
139	его не	4	2
140	с ними	5	2
141	людей и	2	2
142	во всяком	3	2
143	ту же	3	2
144	зависимости от	4	2
145	которые в	2	2
146	здесь не	4	2
147	мира и	5	2
148	из него	2	2
149	отметить что	3	2
150	оно может	2	2
151	или как	4	2
