N	2gram	Trubetskoy_1	Myslijsy
1	потому что	5	46
2	в том	17	32
3	и в	14	30
4	может быть	9	28
5	то же	11	23
6	не только	9	21
7	только в	5	21
8	для нас	2	20
9	но и	10	19
10	том что	9	18
11	то что	13	18
12	того что	3	18
13	что в	4	17
14	не есть	3	17
15	по себе	2	16
16	в себе	9	16
17	в сознании	3	15
18	не в	4	15
19	и не	19	15
20	а не	2	15
21	таким образом	11	14
22	что и	3	13
23	так как	4	13
24	точно так	2	12
25	вместе с	4	12
26	а в	5	12
27	если бы	6	12
28	что оно	3	11
29	как и	4	10
30	и что	2	10
31	в этом	17	10
32	в то	10	10
33	из этих	3	9
34	для него	6	9
35	было бы	5	9
36	в нем	5	9
37	между тем	5	9
38	тогда когда	4	9
39	в самом	3	8
40	от того	4	8
41	в ней	2	8
42	и то	4	8
43	к тому	7	7
44	так что	2	7
45	с тем	6	7
46	но не	4	7
47	тем самым	2	7
48	тем что	3	7
49	что только	2	6
50	зависит от	2	6
51	а потому	5	6
52	что он	6	6
53	но это	2	6
54	с этим	2	6
55	из них	3	6
56	то это	3	6
57	указывает на	2	6
58	не может	22	6
59	уже не	2	6
60	с ним	2	6
61	не могут	4	5
62	и как	3	5
63	же время	10	5
64	в своем	6	5
65	еще не	3	5
66	и тем	2	5
67	по отношению	2	5
68	должно быть	3	5
69	как на	8	5
70	и т	3	5
71	что это	3	4
72	и от	2	4
73	все это	6	4
74	все что	4	4
75	в его	4	4
76	себя и	5	4
77	в котором	2	4
78	не к	2	4
79	на это	2	4
80	он не	5	4
81	не было	3	4
82	если не	2	4
83	для того	6	4
84	и по	3	4
85	что для	3	4
86	мы должны	7	4
87	говоря о	2	4
88	и потому	3	4
89	и при	6	4
90	место в	2	3
91	этого не	2	3
92	и есть	2	3
93	тому что	2	3
94	прежде всего	8	3
95	что все	3	3
96	представить себе	2	3
97	и вместе	2	3
98	не можем	2	3
99	именно в	3	3
100	более или	4	3
101	не будет	7	3
102	мы можем	2	3
103	бы ни	2	3
104	до сих	5	3
105	при этом	5	3
106	как бы	4	3
107	для себя	2	3
108	время в	2	3
109	со стороны	4	3
110	или менее	4	3
111	только на	2	3
112	и тогда	2	3
113	от нас	2	3
114	того чтобы	8	3
115	к нему	2	3
116	в силу	2	3
117	друг друга	3	3
118	так же	2	3
119	на которой	2	3
120	в таком	2	3
121	или в	3	3
122	и на	5	3
123	говорить о	3	3
124	в начале	2	3
125	самого себя	7	3
126	его в	4	3
127	сих пор	5	3
128	при таких	4	2
129	во время	2	2
130	связи с	3	2
131	не подлежит	2	2
132	с нею	3	2
133	это в	2	2
134	на то	5	2
135	сама по	2	2
136	одной из	3	2
137	что с	2	2
138	будет ли	2	2
139	будет не	2	2
140	в этой	4	2
141	что они	3	2
142	от него	2	2
143	у него	2	2
144	она не	2	2
145	и тот	2	2
146	несмотря на	3	2
147	и если	7	2
148	том чтобы	3	2
149	и о	2	2
150	том же	2	2
151	мы уже	2	2
152	но мы	3	2
153	все же	4	2
154	жизни и	4	2
155	в своей	5	2
156	что же	4	2
157	в их	4	2
158	целый ряд	2	2
159	тогда как	2	2
160	в других	2	2
161	в виде	3	2
162	а с	2	2
163	существование в	2	2
164	деятельности и	2	2
165	самом деле	7	2
166	что такое	2	2
167	и наконец	2	2
168	ко всем	3	2
169	и даже	2	2
170	отказаться от	4	2
171	их в	2	2
172	ни в	2	2
173	людей и	2	2
174	точки зрения	11	2
175	себя от	3	2
176	а между	5	2
177	отношении к	2	2
178	о том	7	2
179	в области	2	2
180	и с	7	2
