N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	29	56
2	в романе	9	21
3	в его	24	18
4	таким образом	12	17
5	все эти	9	15
6	в этом	22	14
7	в том	8	13
8	так и	7	13
9	и его	14	12
10	в то	10	12
11	до конца	8	11
12	как бы	19	11
13	в них	3	11
14	то же	14	11
15	же время	9	10
16	еще не	5	10
17	мы уже	2	10
18	и до	3	10
19	только в	10	9
20	в самом	10	9
21	но и	14	9
22	и не	31	9
23	том что	7	8
24	в сущности	5	8
25	не только	15	8
26	и др	5	8
27	в нем	19	8
28	сих пор	2	8
29	все это	6	8
30	и даже	2	8
31	до сих	2	8
32	и с	4	8
33	у него	5	7
34	в большинстве	2	7
35	как мы	4	7
36	и на	7	7
37	прежде всего	7	6
38	вовсе не	7	6
39	мы видим	2	6
40	в этой	4	6
41	своего времени	2	6
42	в той	2	6
43	той же	5	6
44	потому что	8	6
45	на его	2	6
46	точки зрения	19	6
47	связи с	2	6
48	большинстве случаев	2	6
49	но в	7	6
50	но не	9	5
51	с его	9	5
52	никогда не	3	5
53	в отношении	2	5
54	в пределах	13	5
55	в условиях	2	5
56	как и	12	5
57	есть и	2	5
58	одним из	6	5
59	он не	5	5
60	один из	2	5
61	последнее слово	8	5
62	в процессе	4	5
63	что в	8	5
64	не было	4	5
65	в творчестве	5	5
66	в результате	4	5
67	они не	4	5
68	так сказать	4	5
69	в духе	3	4
70	и ее	2	4
71	в себе	7	4
72	например в	3	4
73	и к	2	4
74	конечно не	2	4
75	за пределы	7	4
76	наконец в	2	4
77	в ней	2	4
78	и потому	6	4
79	даже в	4	4
80	начала и	2	4
81	при этом	2	4
82	в свете	4	4
83	в основе	4	4
84	в изображении	2	4
85	в своих	3	4
86	их в	4	4
87	так как	6	4
88	одна из	3	4
89	в которой	2	4
90	в едином	4	3
91	перед нами	5	3
92	со всею	2	3
93	всех этих	2	3
94	с начала	2	3
95	в своем	8	3
96	как например	2	3
97	в литературе	4	3
98	и здесь	3	3
99	его творчество	2	3
100	так что	2	3
101	более того	5	3
102	кроме того	3	3
103	в первой	2	3
104	может быть	24	3
105	и о	5	3
106	был бы	6	3
107	что и	4	3
108	то что	15	3
109	в форме	7	3
110	в их	3	3
111	не на	4	3
112	там где	10	3
113	здесь мы	2	3
114	уже не	13	3
115	и наконец	4	3
116	не в	7	3
117	рядом с	14	3
118	здесь с	3	3
119	конечно и	2	3
120	сказать что	3	3
121	между тем	5	3
122	но он	2	3
123	во все	2	3
124	его к	2	3
125	бы в	3	3
126	все его	3	3
127	если бы	9	2
128	о себе	12	2
129	друг другу	2	2
130	на котором	3	2
131	с другой	3	2
132	это не	9	2
133	на языке	2	2
134	уже в	3	2
135	не как	14	2
136	и во	2	2
137	как целое	2	2
138	в одном	10	2
139	на самом	5	2
140	для понимания	2	2
141	что он	8	2
142	бы и	4	2
143	точек зрения	3	2
144	ни было	2	2
145	ни в	3	2
146	и как	7	2
147	но это	4	2
148	для него	18	2
149	с их	5	2
150	было бы	5	2
151	и сам	2	2
152	несмотря на	6	2
153	себе и	3	2
154	мире в	3	2
155	а в	7	2
156	лишь там	2	2
157	по преимуществу	2	2
158	между ними	2	2
159	все те	2	2
160	в котором	2	2
161	точка зрения	12	2
162	его творчестве	2	2
163	все же	9	2
164	в своей	8	2
165	в мире	6	2
166	благодаря этому	2	2
167	его как	4	2
168	самом деле	6	2
169	ни одного	2	2
170	данном случае	2	2
171	что она	6	2
172	романа в	3	2
173	которые были	2	2
174	другой стороны	3	2
175	во всей	2	2
176	так же	6	2
177	как раз	6	2
178	не может	12	2
179	как к	3	2
180	то ни	2	2
181	и построения	3	2
182	нового времени	3	2
183	а не	22	2
184	весь этот	2	2
185	из которых	2	2
186	к нему	6	2
187	и для	4	2
188	с точки	13	2
189	его в	6	2
190	бы то	2	2
191	в данном	2	2
192	с этой	2	2
193	в которых	2	2
194	но с	3	2
195	на мир	6	2
196	он и	5	2
197	мир и	5	2
198	для своего	2	2
199	далеко не	3	2
200	зрения на	7	2
201	мира и	7	2
202	с ним	5	2
203	не потому	2	2
204	нет ни	2	2
