N	2gram	Vygotskiy__4	OGranits
1	и в	20	13
2	и его	5	12
3	прежде всего	2	9
4	не может	6	8
5	и не	8	8
6	может быть	12	8
7	и т.п	2	7
8	точки зрения	24	7
9	в его	11	7
10	таким образом	25	6
11	не только	15	6
12	то что	15	6
13	только в	10	6
14	мы должны	11	6
15	как бы	7	6
16	все же	5	5
17	с точки	11	5
18	и т.д	2	5
19	в процессе	27	5
20	то же	16	4
21	не является	5	4
22	в своей	7	4
23	в школе	4	4
24	вопроса о	2	4
25	в каждом	2	4
26	мы можем	5	4
27	было бы	8	4
28	в сознании	4	4
29	но в	3	4
30	связана с	2	3
31	что в	19	3
32	никогда не	5	3
33	но и	9	3
34	так и	5	3
35	понятно что	2	3
36	в их	12	3
37	при анализе	2	3
38	здесь мы	2	3
39	со всей	2	3
40	самом деле	7	3
41	к одному	6	3
42	как и	9	3
43	не в	4	3
44	в которой	3	3
45	и то	10	3
46	одно и	6	3
47	в себе	10	3
48	ничего общего	3	3
49	с этим	5	3
50	и для	4	3
51	так как	10	3
52	но для	2	3
53	слово в	6	3
54	не менее	3	2
55	уже в	6	2
56	с этой	4	2
57	и тем	8	2
58	в нем	2	2
59	во всей	4	2
60	в целом	11	2
61	данном случае	2	2
62	а не	7	2
63	что эта	3	2
64	в отношении	10	2
65	может стать	2	2
66	другой стороны	9	2
67	но так	2	2
68	с другой	12	2
69	в языке	2	2
70	в связи	3	2
71	входит в	2	2
72	а в	2	2
73	речи не	2	2
74	с одной	9	2
75	все эти	5	2
76	те же	6	2
77	роль в	4	2
78	же слово	3	2
79	к тому	6	2
80	и к	5	2
81	как в	5	2
82	если бы	5	2
83	в чем	3	2
84	не имеет	2	2
85	в том	42	2
86	так же	11	2
87	том что	35	2
88	мы видим	10	2
89	с помощью	31	2
90	в данном	2	2
91	зависимости от	2	2
92	что они	14	2
93	в этом	24	2
94	тем что	7	2
95	между тем	9	2
96	могут быть	7	2
97	при этом	12	2
98	для него	2	2
99	во всем	3	2
100	тот же	9	2
101	одной стороны	9	2
102	в действительности	5	2
103	мы уже	5	2
104	слова и	5	2
105	в области	4	2
106	в самом	6	2
107	вслед за	2	2
108	и при	4	2
109	которое мы	2	2
110	представлений и	3	2
111	бы в	3	2
112	в ней	2	2
113	и является	3	2
114	а также	2	2
