N	2gram	Tiupa_Hudo_1	Vvedenie
1	и т	11	42
2	т д	3	36
3	т е	4	35
4	и в	14	32
5	в том	12	31
6	в этом	11	30
7	может быть	5	26
8	том что	16	26
9	не только	12	22
10	того чтобы	3	20
11	то что	8	16
12	потому что	5	15
13	не может	7	14
14	в самом	4	13
15	в нем	3	13
16	о том	12	13
17	со стороны	3	13
18	того что	4	12
19	в их	2	12
20	и не	2	12
21	в его	8	12
22	xix в	4	12
23	только в	5	12
24	как мы	3	11
25	ясно что	2	11
26	в ее	3	11
27	что в	6	10
28	но в	5	9
29	между тем	8	9
30	по себе	2	9
31	то же	9	9
32	не менее	5	8
33	это не	7	8
34	а только	4	8
35	тем не	4	8
36	не в	7	8
37	именно в	7	8
38	прежде всего	11	7
39	вопрос о	2	7
40	точки зрения	5	7
41	о котором	2	7
42	но не	3	7
43	было бы	6	7
44	все же	3	7
45	самом деле	5	7
46	можно было	5	7
47	до сих	2	6
48	же время	8	6
49	один из	4	6
50	но и	5	6
51	xviii в	2	6
52	все это	2	6
53	о природе	3	6
54	и даже	3	6
55	в то	8	6
56	его в	3	6
57	как он	2	6
58	как и	9	6
59	в качестве	9	6
60	сих пор	2	6
61	и его	5	6
62	тем что	3	6
63	и это	4	6
64	так что	2	5
65	как бы	7	5
66	в целом	2	5
67	об этом	5	5
68	по своему	3	5
69	т п	8	5
70	а не	12	5
71	что не	2	5
72	представляют собой	2	5
73	на вопрос	2	4
74	с этой	2	4
75	так или	2	4
76	в тексте	3	4
77	по отношению	8	4
78	этом отношении	3	4
79	и что	2	4
80	не имеет	2	4
81	а в	7	4
82	как она	2	4
83	видит в	3	4
84	что он	9	4
85	еще не	7	4
86	отношению к	8	4
87	в своей	10	4
88	только что	4	4
89	внимание на	2	4
90	как раз	4	4
91	уже не	7	4
92	и для	3	4
93	речь в	2	4
94	той же	2	4
95	или иначе	2	4
96	в себе	11	4
97	в частности	5	3
98	в этих	5	3
99	в конце	4	3
100	можно сказать	4	3
101	к тому	7	3
102	да и	2	3
103	в этой	8	3
104	на этом	3	3
105	до конца	2	3
106	при этом	12	3
107	такого рода	3	3
108	от себя	2	3
109	хотя и	2	3
110	в ней	4	3
111	в конечном	2	3
112	во второй	5	3
113	из них	4	3
114	на том	2	3
115	что она	4	3
116	в своем	4	3
117	все эти	3	3
118	и на	3	3
119	в результате	2	3
120	говорить о	3	3
121	в начале	2	3
122	если бы	3	3
123	однако в	2	3
124	и к	4	3
125	связи с	4	3
126	одной из	2	3
127	своей природе	2	3
128	а также	3	3
129	своего рода	7	3
130	что же	2	3
131	но с	2	3
132	в центре	4	3
133	от другой	2	3
134	как будто	4	3
135	же как	2	2
136	казалось бы	7	2
137	никогда не	6	2
138	тому что	4	2
139	это в	3	2
140	не нужно	2	2
141	несмотря на	4	2
142	жизни как	2	2
143	в форме	2	2
144	в связи	3	2
145	не было	4	2
146	же касается	2	2
147	должно быть	2	2
148	не столько	2	2
149	не следует	2	2
150	и с	4	2
151	и так	2	2
152	с этим	3	2
153	так и	13	2
154	ни к	2	2
155	уже знаем	2	2
156	состоит в	2	2
157	ближе к	2	2
158	отсюда и	2	2
159	жизни и	5	2
160	мы уже	4	2
161	себе и	2	2
162	не бывает	2	2
163	для нее	2	2
164	этой книги	2	2
165	только на	2	2
166	второй половине	2	2
167	тогда как	7	2
168	в значительной	2	2
169	с точки	3	2
170	то о	2	2
171	мы не	2	2
172	еще раз	2	2
173	в другом	2	2
174	будто бы	3	2
175	здесь не	2	2
176	одна из	2	2
177	ничего не	8	2
