N	2gram	Propp_Isto_6	Dialekti
1	т е	22	46
2	не есть	2	40
3	и не	10	30
4	а не	2	18
5	может быть	11	17
6	и т	10	17
7	ничего не	2	17
8	то что	6	16
9	и в	26	15
10	т д	8	15
11	как бы	4	14
12	не имеет	2	14
13	так как	18	14
14	что это	2	13
15	того что	2	13
16	это не	4	12
17	прежде всего	4	11
18	и вот	3	11
19	в том	12	11
20	не может	6	11
21	в этом	12	11
22	потому что	13	10
23	том что	10	10
24	было бы	2	9
25	мы не	6	9
26	и что	5	9
27	то же	5	9
28	уже не	7	9
29	значит что	2	9
30	ни в	2	8
31	не в	3	8
32	что иное	2	8
33	в себе	3	8
34	не только	10	8
35	и ее	3	8
36	и это	8	8
37	что в	12	7
38	должна быть	3	7
39	что оно	4	7
40	что мы	2	7
41	что он	9	7
42	как и	5	7
43	и его	7	7
44	или в	3	7
45	только в	5	7
46	перед нами	2	6
47	так что	3	6
48	и тем	4	6
49	а именно	9	6
50	сказать что	3	6
51	вовсе не	2	6
52	в мифе	4	6
53	если бы	3	6
54	в то	5	6
55	что и	4	6
56	как только	3	5
57	так и	5	5
58	в своем	2	5
59	на то	2	5
60	можно сказать	2	5
61	в ней	5	5
62	в нем	8	5
63	другими словами	3	5
64	что она	3	5
65	таким образом	12	5
66	и на	12	5
67	о том	7	5
68	мы имеем	14	5
69	с его	4	5
70	и как	2	4
71	но это	4	4
72	в этой	2	4
73	что они	2	4
74	на другую	2	4
75	один из	3	4
76	жизни и	2	4
77	но и	9	4
78	так же	2	4
79	с ними	2	4
80	и с	6	4
81	мы должны	2	4
82	в одном	3	4
83	с тем	4	4
84	мы видим	5	4
85	она не	3	4
86	еще не	9	4
87	должны быть	2	4
88	в его	5	4
89	или иное	3	3
90	та же	3	3
91	не всегда	4	3
92	имеется в	3	3
93	тем самым	2	3
94	все эти	8	3
95	и наконец	3	3
96	с этим	2	3
97	известно что	2	3
98	что здесь	3	3
99	с ним	8	3
100	нет ни	2	3
101	но в	7	3
102	от этого	3	3
103	к этому	3	3
104	от нее	2	3
105	у нас	5	3
106	есть и	4	3
107	миф и	2	3
108	мы уже	6	3
109	в своей	3	3
110	или вообще	2	3
111	со стороны	3	3
112	при помощи	3	3
113	когда он	3	3
114	как в	6	3
115	она в	2	3
116	что не	2	3
117	из которых	3	3
118	то или	2	3
119	вот почему	3	3
120	или другой	2	3
121	в данном	3	3
122	и то	3	3
123	мы можем	7	3
124	в виде	6	3
125	могут быть	3	3
126	от него	3	3
127	в частности	3	2
128	с этой	2	2
129	из этих	4	2
130	точно так	2	2
131	представление о	9	2
132	главным образом	3	2
133	вопрос о	3	2
134	показывает что	3	2
135	к своему	3	2
136	но все	2	2
137	мир не	2	2
138	совершенно ясно	4	2
139	эти два	2	2
140	такое понимание	2	2
141	кроме того	3	2
142	при этом	3	2
143	никогда не	13	2
144	но мы	2	2
145	другой стороны	8	2
146	то и	2	2
147	и только	3	2
148	не было	3	2
149	от того	3	2
150	мы находим	2	2
151	и по	4	2
152	но как	4	2
153	то самое	2	2
154	как это	5	2
155	е в	2	2
156	том как	3	2
157	есть еще	2	2
158	однако в	2	2
159	в них	3	2
160	все же	8	2
161	не будет	5	2
162	в качестве	3	2
163	все что	4	2
164	никто не	2	2
165	в свое	2	2
166	вместе с	8	2
167	ее в	6	2
168	что же	2	2
169	становится и	2	2
170	того как	3	2
171	только что	2	2
172	что этот	2	2
173	во всяком	2	2
174	тем что	5	2
175	солнца и	3	2
176	но для	2	2
177	я могу	2	2
178	как будто	3	2
179	и другое	2	2
