N	2gram	Tiupa_Narr_1	DiskursI
1	в себе	8	19
2	при этом	9	17
3	состоит в	13	16
4	в качестве	21	16
5	и в	19	16
6	может быть	25	16
7	как и	7	16
8	в этом	17	16
9	и не	20	15
10	а не	12	14
11	в частности	14	12
12	и т.п	8	12
13	в отличие	5	12
14	отличие от	5	12
15	то есть	19	12
16	в мире	9	11
17	представляет собой	13	11
18	но и	23	11
19	тогда как	12	11
20	но в	6	11
21	том что	14	10
22	не только	32	10
23	своего рода	12	10
24	со стороны	9	10
25	такого рода	7	9
26	так и	9	9
27	не может	10	9
28	в том	18	8
29	а также	7	8
30	как в	7	8
31	в рамках	12	7
32	не менее	3	7
33	прежде всего	4	7
34	в нем	4	7
35	ни в	3	7
36	но не	5	7
37	картины мира	5	7
38	при всей	4	7
39	в данном	5	7
40	по мысли	3	6
41	с его	6	6
42	отнюдь не	5	6
43	себя в	5	6
44	еще не	7	6
45	все же	7	6
46	данном случае	4	6
47	то же	4	6
48	тем самым	6	6
49	по своей	3	6
50	анекдота и	2	6
51	в противоположность	2	5
52	а с	3	5
53	что в	3	5
54	в своем	2	5
55	с другой	8	5
56	нового времени	2	5
57	в противовес	4	5
58	же время	4	5
59	для него	2	5
60	героя в	8	5
61	то что	11	5
62	и на	3	5
63	коммуникативного события	12	5
64	в то	3	5
65	одного из	4	4
66	не сводится	2	4
67	в пределах	2	4
68	одной стороны	7	4
69	как бы	4	4
70	времени в	2	4
71	отношению к	6	4
72	по отношению	7	4
73	этом отношении	3	4
74	с одной	7	4
75	человека в	2	4
76	ни для	7	4
77	картина мира	5	4
78	роль в	2	4
79	в рассказе	4	4
80	в основе	5	4
81	одно из	2	4
82	точки зрения	10	4
83	в этой	5	4
84	о том	6	4
85	картину мира	2	4
86	мира и	2	4
87	не является	8	4
88	перед нами	4	3
89	жизни в	3	3
90	очевидным образом	2	3
91	подход к	2	3
92	могут быть	3	3
93	восходит к	3	3
94	столь же	3	3
95	это не	2	3
96	не столько	4	3
97	из этих	3	3
98	и все	2	3
99	было в	2	3
100	возможность иного	2	3
101	или иной	5	3
102	уже не	5	3
103	и как	5	3
104	не в	14	3
105	можно сказать	5	3
106	например в	2	3
107	адресата в	2	3
108	он не	3	3
109	той или	4	3
110	в его	9	3
111	из двух	3	3
112	в сказании	2	3
113	из них	3	3
114	жизни и	3	3
115	жизни а	2	3
116	коммуникативное событие	3	3
117	и ее	2	3
118	присутствия в	3	3
119	в тексте	16	3
120	приводит к	2	3
121	в анекдоте	2	3
122	жизненной позиции	4	3
123	не было	2	3
124	иначе говоря	6	3
125	все эти	2	3
126	и его	5	3
127	поведения в	2	3
128	следует признать	2	3
129	всей своей	2	3
130	как будто	3	3
131	только в	4	3
132	жизни но	2	3
133	его в	2	3
134	речевых жанров	4	3
135	биографического дискурса	2	3
136	мира в	5	3
137	же как	3	2
138	или анекдота	3	2
139	никогда не	3	2
140	которая в	2	2
141	или напротив	4	2
142	и одновременно	2	2
143	этического выбора	2	2
144	н.д тамарченко	4	2
145	речевая маска	5	2
146	личности в	2	2
147	первый взгляд	2	2
148	или иного	2	2
149	идет о	2	2
150	высказывания состоит	3	2
151	что на	2	2
152	на первый	2	2
153	в той	6	2
154	что он	6	2
155	или субъектом	2	2
156	сказания или	4	2
157	основе своей	4	2
158	есть в	2	2
159	времени и	7	2
160	начала жизни	2	2
161	с.с аверинцева	2	2
162	должна быть	2	2
163	отношение к	2	2
164	о чем	2	2
165	жизнеописания как	2	2
166	событийного ряда	5	2
167	некоторого рода	2	2
168	в ней	3	2
169	далеко не	5	2
170	ситуации рассказывания	2	2
171	по сути	2	2
172	не с	3	2
173	с ее	3	2
174	с точки	2	2
175	время в	2	2
176	в притче	3	2
177	жизнью и	2	2
178	не на	2	2
179	в полном	2	2
180	именно в	6	2
181	в себя	6	2
182	в классическом	2	2
183	который по	3	2
184	сводится к	3	2
185	значении этого	3	2
186	в обоих	2	2
187	в принципе	4	2
188	другой стороны	4	2
189	жизни как	3	2
190	и для	2	2
191	из анекдота	2	2
192	а в	11	2
193	тому как	2	2
194	являет собой	2	2
195	в результате	2	2
196	пока еще	4	2
197	и возможность	2	2
198	восходящей к	2	2
199	и с	4	2
200	не о	3	2
201	подобно тому	2	2
202	говорить о	2	2
203	коммуникативным событием	2	2
204	рассказ в	2	2
205	о.м фрейденберг	3	2
206	здесь не	4	2
207	в области	2	2
208	мы имеем	2	2
209	между тем	3	2
