N	2gram	Bakhtin_Pr_1	Tvorches
1	у достоевского	16	30
2	и в	29	20
3	в романе	9	15
4	романах достоевского	5	13
5	не только	15	13
6	и т	4	13
7	в романах	7	13
8	никогда не	3	11
9	как бы	19	11
10	в его	24	10
11	таким образом	12	10
12	в то	10	10
13	достоевского в	12	9
14	и его	14	9
15	и не	31	9
16	прежде всего	7	8
17	достоевского не	12	8
18	в том	8	8
19	достоевского как	9	8
20	при этом	2	8
21	ивана карамазова	4	8
22	но и	14	8
23	может быть	24	8
24	в этом	22	8
25	и с	4	8
26	это не	9	7
27	же время	9	7
28	что в	8	7
29	не может	12	7
30	то же	14	7
31	достоевский в	6	7
32	потому что	8	7
33	у него	5	6
34	в конце	6	6
35	что он	8	6
36	романе достоевского	7	6
37	как и	12	6
38	из подполья	10	6
39	в целом	6	6
40	в своей	8	6
41	так и	7	6
42	все это	6	6
43	именно в	5	6
44	а не	22	6
45	романов достоевского	8	5
46	романа достоевского	12	5
47	в мире	6	5
48	но это	4	5
49	достоевского с	3	5
50	еще не	5	5
51	но не	9	5
52	достоевский не	3	5
53	и сам	2	5
54	например в	3	5
55	все же	9	5
56	и даже	2	5
57	так же	6	5
58	и на	7	5
59	в этой	4	5
60	в творчестве	5	5
61	и от	2	4
62	в духе	3	4
63	том что	7	4
64	мы видим	2	4
65	на его	2	4
66	что она	6	4
67	но у	4	4
68	как в	6	4
69	все эти	9	4
70	творчество достоевского	5	4
71	героя в	4	4
72	не в	7	4
73	а в	7	4
74	герои достоевского	3	4
75	творчестве достоевского	5	4
76	и потому	6	4
77	ничего не	5	4
78	если бы	9	4
79	но в	7	4
80	он сам	3	3
81	превращается в	4	3
82	мире достоевского	7	3
83	с этой	2	3
84	в одной	6	3
85	своих героев	2	3
86	с ним	5	3
87	роман достоевского	12	3
88	отношению к	8	3
89	одна из	3	3
90	достоевского нет	3	3
91	на западе	2	3
92	для него	18	3
93	в самом	10	3
94	он не	5	3
95	в котором	2	3
96	и др	5	3
97	один из	2	3
98	в нем	19	3
99	то что	15	3
100	и это	5	3
101	сих пор	2	3
102	в их	3	3
103	достоевского но	6	3
104	по отношению	8	3
105	так как	6	3
106	человека в	4	3
107	в свете	4	3
108	уже не	13	3
109	романа и	3	3
110	одним из	6	3
111	этот вопрос	2	3
112	тем что	4	3
113	в своих	3	3
114	в которых	2	3
115	в себе	7	3
116	его в	6	3
117	в плане	5	3
118	между тем	5	3
119	до сих	2	3
120	уже в	3	2
121	все время	2	2
122	и есть	2	2
123	личности в	4	2
124	его и	2	2
125	точку зрения	6	2
126	м энгельгардт	2	2
127	с другой	3	2
128	или даже	2	2
129	в одном	10	2
130	я не	3	2
131	вовсе не	7	2
132	со своими	2	2
133	во всяком	5	2
134	от ее	2	2
135	авторского сознания	5	2
136	и ее	2	2
137	в литературе	4	2
138	так что	2	2
139	более того	5	2
140	как достоевский	2	2
141	стремление достоевского	2	2
142	в произведениях	3	2
143	у тургенева	2	2
144	всяком случае	3	2
145	точка зрения	12	2
146	в первой	2	2
147	него в	2	2
148	самого достоевского	6	2
149	по преимуществу	2	2
150	в процессе	4	2
151	в истории	2	2
152	но эти	2	2
153	достоевского для	2	2
154	на него	3	2
155	приводит к	3	2
156	с героями	2	2
157	т п	3	2
158	для автора	2	2
159	не было	4	2
160	достоевского к	4	2
161	достоевского и	7	2
162	но эта	4	2
163	самом деле	6	2
164	и что	2	2
165	во что	2	2
166	и у	3	2
167	и наконец	4	2
168	на этот	2	2
169	другой стороны	3	2
170	идеи в	9	2
171	друг друга	3	2
172	достоевского мы	3	2
173	рядом с	14	2
174	с другими	7	2
175	о достоевском	7	2
176	или наконец	4	2
177	в основе	4	2
178	героя с	3	2
179	могут быть	6	2
180	он писал	2	2
181	для достоевского	5	2
182	в которой	2	2
183	только в	10	2
184	карамазова и	3	2
185	героя и	10	2
186	в россии	2	2
187	так сказать	4	2
188	б м	3	2
189	их в	4	2
190	произведениях достоевского	5	2
191	тоже не	2	2
192	же не	2	2
