N	2gram	Losev_Prob_5	DiskursI
1	в себе	4	19
2	при этом	4	17
3	в качестве	4	16
4	и в	30	16
5	может быть	7	16
6	как и	7	16
7	в этом	17	16
8	и не	12	15
9	а не	5	14
10	в частности	4	12
11	то есть	21	12
12	но и	13	11
13	но в	9	11
14	том что	17	10
15	не только	18	10
16	такого рода	2	9
17	так и	7	9
18	не может	5	9
19	в том	12	8
20	а также	3	8
21	как в	2	8
22	не менее	5	7
23	прежде всего	6	7
24	в нем	6	7
25	ни в	4	7
26	но не	7	7
27	в данном	2	7
28	по мысли	2	6
29	отнюдь не	4	6
30	еще не	3	6
31	все же	9	6
32	в своей	22	6
33	данном случае	2	6
34	то же	2	6
35	по своей	2	6
36	в противоположность	3	5
37	а с	4	5
38	что в	5	5
39	в своем	11	5
40	с другой	6	5
41	нового времени	4	5
42	то что	18	5
43	и на	6	5
44	в то	4	5
45	в одном	3	4
46	к этому	2	4
47	одной стороны	3	4
48	как бы	6	4
49	отношению к	2	4
50	по отношению	2	4
51	с одной	3	4
52	в период	4	4
53	потому что	13	4
54	точки зрения	10	4
55	в этой	10	4
56	и то	5	4
57	о том	12	4
58	мира и	2	4
59	жизни в	4	3
60	в них	2	3
61	это не	2	3
62	и все	9	3
63	уже не	6	3
64	и как	6	3
65	не в	7	3
66	здесь в	2	3
67	можно сказать	6	3
68	он не	3	3
69	в его	12	3
70	в русской	3	3
71	еще в	5	3
72	в котором	2	3
73	проявляется в	2	3
74	из них	2	3
75	жизни и	2	3
76	все эти	2	3
77	также и	12	3
78	и его	6	3
79	всей своей	2	3
80	в другом	3	3
81	как будто	3	3
82	только в	9	3
83	его в	6	3
84	мира в	3	3
85	по словам	2	2
86	никогда не	7	2
87	а потом	3	2
88	что он	7	2
89	не столь	3	2
90	есть в	2	2
91	того же	4	2
92	отношение к	2	2
93	некоторого рода	4	2
94	в ней	3	2
95	далеко не	4	2
96	для себя	5	2
97	что и	6	2
98	с точки	8	2
99	но уже	2	2
100	не к	2	2
101	вместе с	7	2
102	русской литературе	3	2
103	человеческой жизни	2	2
104	именно в	3	2
105	другой стороны	6	2
106	и для	6	2
107	а в	6	2
108	тут же	6	2
109	в результате	7	2
110	и с	5	2
111	дело в	2	2
112	здесь не	7	2
113	в области	2	2
114	мы имеем	2	2
115	между тем	2	2
