N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	29
2	то есть	11	21
3	таким образом	3	20
4	и не	21	16
5	и все	3	13
6	в этой	5	13
7	как и	13	12
8	и т.п	5	12
9	но в	8	12
10	так и	4	11
11	и на	5	11
12	в этом	13	11
13	то же	9	10
14	как мы	2	10
15	в то	9	10
16	не только	15	10
17	вовсе не	2	9
18	но и	17	9
19	все эти	2	9
20	и с	2	9
21	же время	6	8
22	прежде всего	6	8
23	в его	13	8
24	и его	5	8
25	как бы	5	8
26	в том	27	7
27	так как	2	7
28	из них	2	6
29	в сущности	6	6
30	своего рода	3	6
31	это не	6	5
32	того же	4	5
33	и о	2	5
34	далеко не	6	5
35	в нем	3	5
36	в своей	6	5
37	и до	2	5
38	и по	2	5
39	только для	2	4
40	с его	3	4
41	в нашем	3	4
42	в литературе	4	4
43	что он	3	4
44	еще не	3	4
45	и есть	3	4
46	один из	2	4
47	то что	6	4
48	и одновременно	3	4
49	на самом	2	4
50	с другой	4	4
51	также и	2	4
52	точки зрения	6	4
53	в которой	2	4
54	том числе	3	3
55	тому как	3	3
56	в частности	19	3
57	в качестве	31	3
58	все же	4	3
59	том что	12	3
60	и как	5	3
61	то в	2	3
62	такой же	2	3
63	и сам	2	3
64	того что	4	3
65	той же	2	3
66	он не	3	3
67	к нему	3	3
68	здесь не	2	3
69	другой стороны	2	3
70	как к	2	3
71	при этом	12	3
72	того чтобы	3	3
73	для того	4	3
74	особенно в	2	3
75	роль в	2	3
76	не случайно	3	3
77	подобно тому	3	3
78	в себе	11	3
79	по своей	6	3
80	место в	3	2
81	времени и	6	2
82	бы не	2	2
83	быть может	2	2
84	его к	2	2
85	а как	2	2
86	к тому	7	2
87	и к	3	2
88	ни в	4	2
89	одному из	2	2
90	соответствии с	2	2
91	именно в	4	2
92	на этом	2	2
93	но не	10	2
94	перед лицом	6	2
95	в себя	6	2
96	как известно	3	2
97	одной стороны	3	2
98	не может	22	2
99	на его	2	2
100	может быть	29	2
101	никогда не	2	2
102	уже не	4	2
103	а также	3	2
104	в котором	3	2
105	если в	3	2
106	со стороны	2	2
107	себя в	6	2
108	ни с	3	2
109	его и	2	2
110	в их	5	2
111	с одной	3	2
112	в той	8	2
113	с точки	4	2
114	не столько	2	2
115	и то	2	2
116	то он	2	2
117	в основе	6	2
118	что из	2	2
119	как будто	3	2
120	только в	6	2
121	о том	5	2
122	как он	3	2
123	нет ничего	2	2
124	в эпизоде	2	2
125	с ним	4	2
126	в новом	2	2
