N	2gram	Vygotskiy__2	RusskieA
1	и в	32	36
2	не только	12	22
3	что в	20	19
4	том что	21	19
5	в том	37	17
6	но и	10	16
7	так как	12	15
8	в этом	13	12
9	в других	2	11
10	это не	2	10
11	как и	10	10
12	и т	10	10
13	вместе с	2	10
14	и на	5	10
15	потому что	21	10
16	об этом	3	9
17	т д	2	9
18	а в	4	9
19	с тем	11	8
20	состоит в	3	8
21	из них	4	8
22	может быть	18	8
23	один из	3	8
24	и по	4	8
25	о том	6	8
26	как это	4	8
27	что они	7	7
28	что и	17	7
29	так и	3	7
30	и других	3	7
31	между тем	4	7
32	и не	10	6
33	для нас	2	6
34	в день	2	6
35	при этом	13	6
36	в них	2	6
37	таким образом	21	6
38	мы не	3	6
39	все это	5	6
40	не имеет	4	6
41	то что	21	6
42	полагает что	2	6
43	показывает что	3	5
44	все же	4	5
45	как будто	7	5
46	как бы	6	5
47	и у	2	5
48	в которых	3	5
49	как в	9	5
50	того как	4	5
51	тому что	4	4
52	в первый	2	4
53	к тому	7	4
54	что на	4	4
55	по существу	3	4
56	еще не	2	4
57	вплоть до	2	4
58	его с	2	4
59	во всех	3	4
60	и их	3	4
61	в их	3	4
62	с в	2	4
63	так в	2	4
64	не может	17	4
65	а с	2	4
66	мы имеем	4	4
67	и что	22	4
68	того что	8	4
69	что этот	2	4
70	но это	2	4
71	тем что	9	4
72	только в	7	4
73	в русском	2	4
74	что по	2	4
75	слова в	2	3
76	не менее	8	3
77	что это	8	3
78	в этих	2	3
79	в одном	2	3
80	представление о	3	3
81	думать что	3	3
82	в свою	3	3
83	и к	3	3
84	тем не	4	3
85	вывод что	2	3
86	на этом	3	3
87	и другой	3	3
88	несмотря на	4	3
89	только на	5	3
90	к ним	2	3
91	если в	2	3
92	и из	6	3
93	то же	13	3
94	по происхождению	2	3
95	с точки	10	3
96	на этот	2	3
97	так же	18	3
98	и те	4	3
99	ничего не	4	3
100	их в	2	3
101	точки зрения	17	3
102	то есть	21	3
103	далеко не	5	3
104	которые не	3	3
105	и многие	2	2
106	не было	2	2
107	и более	4	2
108	в частности	3	2
109	могут быть	4	2
110	но даже	2	2
111	что у	5	2
112	та же	3	2
113	с этим	4	2
114	в каждом	2	2
115	главным образом	3	2
116	на все	5	2
117	значение и	2	2
118	что именно	3	2
119	в нем	4	2
120	интерес к	2	2
121	в жизни	4	2
122	его от	2	2
123	такое же	2	2
124	так что	3	2
125	и как	7	2
126	мы видим	4	2
127	такой же	7	2
128	свою очередь	2	2
129	но не	2	2
130	тем и	2	2
131	но что	2	2
132	после того	2	2
133	до конца	3	2
134	она не	2	2
135	на тех	3	2
136	отнюдь не	5	2
137	когда он	10	2
138	например в	3	2
139	том же	2	2
140	в ней	5	2
141	в его	2	2
142	не значит	2	2
143	как можно	2	2
144	и с	4	2
145	в целом	4	2
146	как не	2	2
147	значит что	3	2
148	и до	4	2
149	что она	16	2
150	в свете	2	2
151	для этого	3	2
152	не на	2	2
153	в особенности	2	2
154	показывают что	2	2
155	все эти	7	2
156	в какой	2	2
157	на самом	5	2
158	а не	7	2
159	и для	4	2
160	в своих	9	2
161	этот вопрос	3	2
162	мы можем	3	2
163	и здесь	2	2
164	но в	3	2
165	мы должны	3	2
166	как он	2	2
167	там где	2	2
168	и поэтому	4	2
