N	2gram	Medvedev_F_1	FransuaR
1	и в	24	65
2	и др	5	24
3	как бы	6	22
4	и не	20	22
5	вовсе не	10	18
6	в том	6	16
7	в этом	15	15
8	но в	5	14
9	в нем	14	13
10	прежде всего	22	11
11	и на	8	11
12	и его	10	10
13	и потому	9	10
14	не только	7	10
15	но и	7	10
16	так и	18	10
17	все эти	6	10
18	в его	23	9
19	во всех	5	9
20	все это	9	9
21	форм и	6	9
22	в своем	11	8
23	в основе	3	8
24	всех этих	3	8
25	здесь в	2	8
26	и даже	3	8
27	за пределы	2	8
28	культуры и	3	8
29	формы и	5	7
30	его в	3	7
31	в области	3	7
32	жизни и	7	7
33	влияние на	3	7
34	точки зрения	16	7
35	только в	2	7
36	главным образом	4	6
37	никогда не	4	6
38	все же	3	6
39	как мы	5	6
40	еще не	6	6
41	при этом	5	6
42	может быть	14	6
43	в ней	10	6
44	искусства и	5	6
45	в отношении	3	6
46	на самом	7	6
47	в году	2	6
48	в литературе	5	6
49	они были	2	6
50	нашей работы	3	6
51	с его	4	5
52	в одном	2	5
53	в частности	4	5
54	жизни в	2	5
55	в них	3	5
56	для него	3	5
57	и пр	17	5
58	в своей	11	5
59	как в	8	5
60	как и	11	5
61	в своих	2	5
62	между тем	2	5
63	и все	6	5
64	литературы и	2	5
65	в общем	3	4
66	связи с	3	4
67	на всю	2	4
68	и к	4	4
69	не в	8	4
70	в этой	6	4
71	отношение к	3	4
72	в самом	5	4
73	и до	5	4
74	сих пор	6	4
75	до сих	6	4
76	в их	11	4
77	между ними	3	4
78	входит в	6	4
79	так сказать	3	4
80	в жизни	3	4
81	что в	4	3
82	перестает быть	3	3
83	она была	2	3
84	это не	2	3
85	на фоне	3	3
86	что он	3	3
87	в ее	8	3
88	но все	2	3
89	но это	3	3
90	в самой	2	3
91	самом деле	6	3
92	в ряду	2	3
93	в новое	2	3
94	но для	3	3
95	с точки	13	3
96	то что	8	3
97	от всех	3	3
98	и их	10	3
99	как раз	2	3
100	не может	16	3
101	и других	3	3
102	уже не	2	3
103	применении к	2	3
104	в системе	2	3
105	менее всего	2	3
106	во всей	2	3
107	с другой	5	3
108	в применении	2	3
109	друг друга	4	3
110	даже и	2	3
111	в себе	3	3
112	в искусстве	5	3
113	и здесь	6	3
114	с ним	2	3
115	ничего не	2	3
116	и с	8	3
117	мира в	2	3
118	но не	3	2
119	к тому	3	2
120	определяющее влияние	2	2
121	в германии	2	2
122	и от	7	2
123	раз и	2	2
124	на все	3	2
125	значение и	3	2
126	вполне понятно	2	2
127	бы ни	5	2
128	так например	3	2
129	же в	3	2
130	более того	3	2
131	литературы в	8	2
132	образом на	2	2
133	и чисто	2	2
134	до конца	7	2
135	эта же	2	2
136	одной стороны	4	2
137	на его	2	2
138	своей книге	2	2
139	от того	2	2
140	он не	3	2
141	в основном	3	2
142	нет и	2	2
143	и особенно	2	2
144	в целом	6	2
145	в большинстве	3	2
146	время в	3	2
147	на него	2	2
148	в процессе	9	2
149	приводит к	2	2
150	только на	5	2
151	отношения к	6	2
152	особенно в	3	2
153	с одной	4	2
154	не для	3	2
155	и вот	2	2
156	но эта	2	2
157	того что	5	2
158	при таком	4	2
159	литературе и	2	2
160	и наконец	3	2
161	и самый	2	2
162	литературного развития	2	2
163	во всем	2	2
164	ни на	3	2
165	жизни но	2	2
166	и это	2	2
167	бы быть	2	2
168	в особенности	3	2
169	большинстве случаев	2	2
