N	2gram	Medvedev_F_2	Problemy
1	и в	38	46
2	и не	20	27
3	может быть	23	23
4	как бы	4	19
5	не может	14	19
6	в нем	13	17
7	в этом	27	16
8	не только	9	14
9	слова в	3	13
10	перед нами	2	12
11	но и	13	12
12	как и	9	12
13	как мы	7	12
14	и на	3	11
15	точки зрения	8	11
16	а не	6	11
17	не в	15	10
18	в пределах	12	10
19	между ними	2	10
20	прежде всего	15	9
21	в том	11	9
22	в большинстве	4	9
23	в самом	16	9
24	и все	3	9
25	вовсе не	11	9
26	и к	4	9
27	в его	10	9
28	с точки	7	9
29	большинстве случаев	3	8
30	или в	3	8
31	и с	9	7
32	по себе	7	7
33	в сущности	4	7
34	как раз	6	7
35	слово и	2	7
36	слова и	7	7
37	никогда не	2	6
38	ни в	2	6
39	но это	2	6
40	хотя и	3	6
41	слово в	2	6
42	но в	4	6
43	на фоне	4	6
44	что он	5	6
45	то же	6	6
46	все это	3	6
47	и его	21	6
48	только в	6	6
49	это не	2	5
50	же время	5	5
51	при этом	9	5
52	в котором	2	5
53	к нему	3	5
54	жизни и	3	5
55	особенно в	3	5
56	в то	5	5
57	так как	4	5
58	с его	11	5
59	к другому	2	5
60	если же	2	5
61	во всех	5	5
62	если мы	5	5
63	речи и	3	5
64	так сказать	3	5
65	уже в	2	4
66	что в	7	4
67	в этих	2	4
68	до конца	2	4
69	кроме того	2	4
70	например в	3	4
71	в виду	2	4
72	слово у	2	4
73	слово как	2	4
74	в их	6	4
75	таким образом	20	4
76	все эти	6	4
77	и других	2	4
78	и наконец	4	4
79	должно быть	2	4
80	потому что	2	4
81	же и	2	4
82	он и	3	4
83	и здесь	3	4
84	мы не	3	4
85	превращается в	2	4
86	как в	4	4
87	раз и	4	4
88	этих двух	2	4
89	том что	2	4
90	но не	2	4
91	совершенно не	4	4
92	он не	6	4
93	все же	8	4
94	то что	6	4
95	в процессе	9	4
96	так и	8	4
97	приводит к	2	4
98	уже не	7	4
99	самом деле	8	4
100	здесь не	4	4
101	и другие	2	3
102	с другой	3	3
103	из этих	3	3
104	не могут	7	3
105	такой же	3	3
106	на этом	2	3
107	эти явления	2	3
108	то это	3	3
109	и для	5	3
110	не к	2	3
111	отношение к	2	3
112	и их	3	3
113	и до	3	3
114	другой стороны	4	3
115	и только	5	3
116	с помощью	10	3
117	между этими	3	3
118	и даже	4	3
119	в конце	2	3
120	их в	2	3
121	бы в	5	3
122	если бы	5	3
123	в единстве	2	3
124	здесь и	4	3
125	не как	4	3
126	по существу	7	3
127	более того	5	3
128	она не	2	3
129	но именно	3	3
130	было бы	6	3
131	в своей	7	3
132	и о	2	3
133	что и	8	3
134	что же	5	3
135	только на	3	3
136	в отличие	2	3
137	они должны	2	3
138	еще более	5	3
139	в той	2	3
140	тем же	3	3
141	в слове	5	3
142	слова как	2	3
143	сам по	3	3
144	между двумя	2	3
145	тем что	8	3
146	правда в	2	3
147	в этой	6	3
148	установка на	2	3
149	и это	2	3
150	и этим	2	3
151	отличие от	2	3
152	должна быть	5	2
153	время и	3	2
154	только и	3	2
155	для этого	2	2
156	в одной	2	2
157	самый предмет	2	2
158	для понимания	6	2
159	к тому	4	2
160	все время	6	2
161	его как	2	2
162	в известной	2	2
163	и как	3	2
164	но все	3	2
165	лишь как	4	2
166	же как	3	2
167	времени и	2	2
168	для него	7	2
169	в общем	5	2
170	к другим	2	2
171	если в	3	2
172	и тем	2	2
173	вот как	4	2
174	языка и	12	2
175	то и	3	2
176	в других	7	2
177	не было	6	2
178	они не	4	2
179	лишь в	7	2
180	и по	2	2
181	а в	6	2
182	только так	2	2
183	не входит	3	2
184	широком смысле	2	2
185	и совершенно	2	2
186	в результате	6	2
187	сказать что	2	2
188	материал и	3	2
189	именно как	4	2
190	языка в	9	2
191	от одного	2	2
192	в художественном	2	2
193	с ним	2	2
194	между тем	2	2
195	а как	3	2
196	и всякое	2	2
197	самом предмете	2	2
198	всякое высказывание	2	2
199	с этим	5	2
200	с нею	2	2
201	этом смысле	2	2
202	в корне	7	2
203	но ведь	3	2
204	на почве	9	2
205	сами по	2	2
206	и пр	21	2
207	вместе с	6	2
208	так в	3	2
209	в языке	6	2
210	себе а	2	2
211	хотя бы	6	2
212	не была	2	2
213	здесь с	2	2
214	ничего не	4	2
215	этот вопрос	2	2
216	во всяком	5	2
217	от этого	3	2
218	могут быть	6	2
219	в поэзии	12	2
220	там где	4	2
221	не могли	2	2
