N	2gram	Losev_Prob_1	EvropaiC
1	таким образом	6	32
2	в том	9	31
3	и в	32	24
4	том что	12	20
5	все эти	8	19
6	не может	8	18
7	то что	42	17
8	может быть	14	15
9	точки зрения	3	13
10	в своем	5	12
11	до сих	3	12
12	сих пор	3	12
13	самом деле	6	12
14	в этом	19	12
15	все это	7	11
16	между тем	2	11
17	с этим	3	11
18	как бы	14	10
19	во всех	7	10
20	так и	12	10
21	на то	8	9
22	при этом	6	9
23	в результате	2	9
24	как и	3	9
25	того же	3	9
26	что в	12	9
27	не в	4	8
28	в самом	6	8
29	так же	9	8
30	знаем что	2	8
31	если бы	4	8
32	и все	7	8
33	ясно что	3	8
34	мы говорили	4	8
35	с точки	3	8
36	не менее	19	7
37	для этого	3	7
38	к тому	3	7
39	но и	9	7
40	и не	31	7
41	и что	9	7
42	из этих	2	7
43	о том	11	7
44	что он	7	7
45	о которых	3	7
46	по существу	2	7
47	или менее	3	7
48	на самом	6	7
49	того чтобы	9	7
50	для того	8	7
51	более или	3	7
52	с другой	3	6
53	так что	6	6
54	в этой	10	6
55	несмотря на	3	6
56	того что	7	6
57	и на	8	6
58	так как	11	6
59	с ним	3	6
60	в сознании	5	6
61	говорили выше	2	6
62	и при	2	6
63	еще не	9	6
64	мы можем	4	6
65	только в	7	6
66	вместе с	2	6
67	именно в	4	5
68	что это	3	5
69	что все	3	5
70	другой стороны	3	5
71	и с	2	5
72	потому что	16	5
73	его в	6	5
74	между собою	7	5
75	но в	14	5
76	в то	6	5
77	по своему	9	5
78	и если	6	5
79	в его	6	5
80	не только	17	5
81	не будет	2	5
82	быть и	3	5
83	и для	4	5
84	но все	3	5
85	в себе	15	5
86	как будто	3	5
87	далеко не	5	5
88	в которой	2	5
89	не могут	2	4
90	никогда не	7	4
91	в конце	6	4
92	чем больше	4	4
93	этом случае	2	4
94	тем не	18	4
95	что его	3	4
96	в дальнейшем	4	4
97	это есть	9	4
98	хотя и	6	4
99	из них	3	4
100	в их	4	4
101	которых мы	2	4
102	а потому	2	4
103	должно быть	2	4
104	и то	6	4
105	всех этих	7	4
106	связи с	5	4
107	мы должны	5	4
108	мы уже	5	4
109	он не	3	4
110	конце концов	4	4
111	не есть	29	4
112	оказывается что	2	4
113	совершенно не	6	4
114	то же	10	4
115	этой области	2	4
116	если мы	11	4
117	хотя бы	3	4
118	в таком	9	4
119	в виде	15	4
120	все прочие	2	4
121	представление об	2	4
122	в области	2	4
123	что их	2	3
124	мы будем	2	3
125	же как	2	3
126	в этих	3	3
127	одного и	2	3
128	а наоборот	3	3
129	для нас	5	3
130	уже и	3	3
131	указывают на	2	3
132	в настоящее	3	3
133	так или	2	3
134	в нем	13	3
135	на этой	2	3
136	данном случае	8	3
137	что оно	3	3
138	а в	4	3
139	это не	6	3
140	в истории	4	3
141	настоящее время	3	3
142	что мы	13	3
143	при помощи	13	3
144	и потому	2	3
145	с тем	5	3
146	прежде всего	10	3
147	в жизни	3	3
148	и того	2	3
149	у нас	14	3
150	сейчас же	3	3
151	и может	2	3
152	что если	2	3
153	как для	2	3
154	гораздо больше	2	3
155	только что	2	3
156	даже если	4	3
157	или иначе	2	3
158	в данном	9	3
159	которые не	3	3
160	очень много	3	3
161	тем более	5	3
162	в связи	4	3
163	и вообще	4	3
164	ничего общего	11	3
165	и это	9	3
166	не то	2	3
167	и весь	4	2
168	в общей	2	2
169	можно ли	5	2
170	тому что	4	2
171	не стоит	2	2
172	как мы	7	2
173	для него	2	2
174	мы и	4	2
175	что они	3	2
176	к нему	3	2
177	но для	3	2
178	но если	2	2
179	в виду	6	2
180	всяком случае	3	2
181	в котором	5	2
182	и уже	3	2
183	другими словами	3	2
184	по его	2	2
185	на том	4	2
186	и до	2	2
187	образом и	2	2
188	что она	5	2
189	то и	6	2
190	что для	2	2
191	в самой	3	2
192	в одно	4	2
193	в которых	3	2
194	и так	2	2
195	одно из	2	2
196	но как	6	2
197	говорить о	6	2
198	не было	4	2
199	также и	11	2
200	а это	2	2
201	во всяком	7	2
202	то есть	33	2
203	однако это	3	2
204	говорить что	2	2
205	только не	3	2
206	отнюдь не	10	2
207	в них	7	2
208	же касается	3	2
209	он должен	2	2
210	гораздо более	2	2
211	вовсе не	35	2
212	конечно в	2	2
213	на первый	2	2
214	то в	5	2
215	но не	9	2
216	не очень	2	2
217	только то	4	2
218	она не	2	2
219	было бы	8	2
220	в сущности	2	2
221	общего с	8	2
222	между прочим	2	2
223	во внимание	2	2
224	и особенно	2	2
225	что же	9	2
226	тем самым	4	2
227	то с	9	2
228	и ее	8	2
229	есть в	5	2
230	и только	4	2
231	в эту	2	2
