N	2gram	Voloshinov_1	Vladivir
1	и в	15	31
2	не только	5	24
3	но и	4	19
4	то что	10	18
5	и не	16	17
6	у него	3	15
7	и даже	2	15
8	он был	3	14
9	том что	5	14
10	что в	6	14
11	в этом	13	14
12	и с	7	14
13	что он	8	12
14	по поводу	2	12
15	в его	9	12
16	но в	9	12
17	с его	8	11
18	в том	4	11
19	потому что	4	11
20	же с	2	11
21	и то	2	10
22	он не	4	10
23	никогда не	7	9
24	как мы	10	9
25	а в	6	9
26	в течение	2	9
27	только в	6	9
28	в дальнейшем	2	8
29	и по	5	8
30	в то	6	8
31	так как	9	8
32	для него	5	7
33	об этом	4	7
34	как раз	2	7
35	и его	15	7
36	сказать что	6	7
37	мы уже	5	7
38	он и	2	6
39	к этому	7	6
40	и к	7	6
41	можно сказать	4	6
42	у нас	3	6
43	в качестве	2	6
44	и потому	8	6
45	может быть	13	6
46	не без	3	6
47	его жизни	6	6
48	так и	10	6
49	не может	13	6
50	то же	7	6
51	и что	3	6
52	все это	5	5
53	вовсе не	2	5
54	в период	5	5
55	не в	4	5
56	которой он	2	5
57	что и	2	5
58	жизни и	5	5
59	что же	4	5
60	не было	4	5
61	в своих	4	5
62	с ним	12	5
63	я не	3	4
64	же время	5	4
65	в своем	2	4
66	и все	4	4
67	в нем	4	4
68	главным образом	4	4
69	к ней	2	4
70	в себе	4	4
71	как и	6	4
72	мы и	4	4
73	в этой	5	4
74	совсем не	5	4
75	шопенгауэра и	3	4
76	в я	2	4
77	один из	4	4
78	в нашем	3	4
79	себя в	2	4
80	в своей	9	4
81	в истории	3	4
82	в этот	4	4
83	мысли и	4	4
84	в нас	2	4
85	и у	6	4
86	дело в	2	4
87	к нему	7	4
88	мы увидим	4	3
89	и через	2	3
90	всей жизни	4	3
91	к тому	4	3
92	отнюдь не	2	3
93	в жизни	5	3
94	как в	3	3
95	но не	5	3
96	но это	2	3
97	ничего не	2	3
98	тот же	5	3
99	чувства к	2	3
100	за пределы	2	3
101	все же	5	3
102	в целом	2	3
103	отношение к	7	3
104	вместе с	4	3
105	на него	4	3
106	только на	2	3
107	в отношении	2	3
108	таким образом	21	3
109	все эти	9	3
110	и вот	6	3
111	о которой	2	3
112	уже не	5	3
113	и очень	2	3
114	и на	3	3
115	на себя	2	3
116	во время	5	3
117	отца и	3	3
118	во многом	2	2
119	он сам	4	2
120	не менее	3	2
121	наука и	2	2
122	хотя бы	7	2
123	что все	5	2
124	на все	2	2
125	тем не	2	2
126	мы знаем	7	2
127	ни в	6	2
128	которой мы	3	2
129	на этом	5	2
130	учение о	2	2
131	все что	9	2
132	и тот	2	2
133	еще не	7	2
134	при этом	7	2
135	того что	2	2
136	было бы	6	2
137	совершенно не	2	2
138	в самом	6	2
139	конечно не	3	2
140	и о	3	2
141	одним из	3	2
142	и гартмана	2	2
143	всяком случае	3	2
144	и до	3	2
145	в свой	2	2
146	не будем	2	2
147	из этого	2	2
148	со стороны	2	2
149	что она	2	2
150	но мы	2	2
151	и для	2	2
152	чем не	2	2
153	на основании	2	2
154	этой области	3	2
155	и за	2	2
156	того чтобы	2	2
157	что мы	2	2
158	что такое	3	2
159	как на	3	2
160	той же	2	2
161	с ними	4	2
162	значение для	2	2
163	во всяком	4	2
164	знаем что	3	2
165	точки зрения	13	2
166	к себе	3	2
167	в каком	3	2
168	из этих	4	2
169	этому времени	2	2
170	мы должны	7	2
171	один и	2	2
172	ответ на	2	2
173	в чем	4	2
