N	2gram	Trubetskoy_1	Istorich
1	и в	26	22
2	мы имеем	2	19
3	в этом	15	17
4	что в	9	15
5	не только	10	14
6	мы видели	2	13
7	но и	9	12
8	и не	8	12
9	может быть	10	11
10	в этих	4	11
11	попадает в	4	11
12	еще не	2	10
13	таким образом	22	10
14	но в	7	10
15	что он	4	9
16	в нем	4	9
17	что и	6	9
18	вместе с	15	9
19	в том	11	9
20	том что	7	8
21	с другой	8	7
22	к этому	3	7
23	но не	8	7
24	то что	7	7
25	из них	7	7
26	уже не	3	7
27	и здесь	2	7
28	мы должны	6	7
29	так как	9	7
30	связи с	9	6
31	в них	2	6
32	не вполне	3	6
33	с ней	3	6
34	связь с	2	6
35	а в	4	6
36	то же	4	6
37	в течение	4	6
38	а не	5	6
39	мы можем	2	6
40	во время	4	6
41	если бы	3	6
42	не менее	3	5
43	тем не	3	5
44	так что	3	5
45	до сих	5	5
46	или по	2	5
47	один из	2	5
48	все же	6	5
49	он не	4	5
50	того что	3	5
51	сих пор	5	5
52	к нему	7	5
53	в этой	4	5
54	и другие	3	4
55	не всегда	2	4
56	не в	2	4
57	только в	4	4
58	в свою	2	4
59	одним из	2	4
60	связано с	2	4
61	отношение к	5	4
62	и на	2	4
63	не может	4	4
64	все эти	6	4
65	в других	3	4
66	и с	10	4
67	связана с	2	3
68	состоит в	2	3
69	превращается в	2	3
70	целый ряд	4	3
71	и от	4	3
72	и все	2	3
73	представление о	6	3
74	прежде всего	2	3
75	можно только	2	3
76	уже с	3	3
77	от них	2	3
78	к тому	6	3
79	и к	5	3
80	и как	3	3
81	представляет собой	3	3
82	все что	2	3
83	но по	3	3
84	в его	5	3
85	никогда не	5	3
86	в русских	2	3
87	быть и	2	3
88	должен был	4	3
89	в связи	3	3
90	на нее	3	3
91	и у	8	3
92	так же	5	3
93	его не	2	3
94	сказать что	2	3
95	потому что	7	3
96	из этих	10	3
97	далеко не	4	3
98	о том	6	3
99	после смерти	10	2
100	не было	2	2
101	с тем	18	2
102	только не	2	2
103	связанных с	2	2
104	точно так	3	2
105	а после	3	2
106	в одном	3	2
107	на все	2	2
108	можно сказать	3	2
109	уже давно	2	2
110	во всяком	6	2
111	тому же	5	2
112	но все	7	2
113	в силу	5	2
114	с одной	7	2
115	при этом	3	2
116	в качестве	3	2
117	ни один	2	2
118	ли это	2	2
119	одной стороны	7	2
120	они в	2	2
121	и о	3	2
122	же как	3	2
123	с одним	2	2
124	и потому	6	2
125	относится к	2	2
126	всяком случае	6	2
127	в котором	4	2
128	к жизни	5	2
129	не имеет	5	2
130	не с	2	2
131	отношению к	3	2
132	должно было	2	2
133	и это	2	2
134	жизни и	2	2
135	связан с	2	2
136	так и	6	2
137	в своем	3	2
138	не могла	2	2
139	если не	2	2
140	из этой	2	2
141	образом в	5	2
142	и что	4	2
143	и даже	3	2
144	и для	5	2
145	в которых	4	2
146	в русском	2	2
147	очень много	2	2
148	из которого	3	2
149	между тем	2	2
150	в виде	4	2
151	точки зрения	13	2
152	в то	4	2
153	утверждать что	2	2
154	с того	2	2
155	а также	2	2
156	и действительно	2	2
