N	2gram	Bakhtin_Pr_2	Komedia
1	и в	45	26
2	и не	42	14
3	так и	3	12
4	и его	8	12
5	в том	8	11
6	может быть	18	11
7	но и	15	10
8	на протяжении	3	10
9	в этом	20	10
10	что в	6	9
11	том что	7	9
12	если бы	2	9
13	было бы	4	8
14	и на	7	7
15	из них	9	7
16	не только	16	7
17	что и	5	7
18	в своем	5	6
19	то что	5	6
20	еще не	9	6
21	в нем	20	6
22	потому что	8	6
23	и здесь	2	6
24	в то	5	6
25	о том	3	6
26	таким образом	11	6
27	с его	8	5
28	в которой	2	5
29	к этому	4	5
30	что он	7	5
31	хоть и	3	5
32	один из	2	5
33	ни в	2	5
34	в истории	2	5
35	так что	2	5
36	и с	7	5
37	уже в	4	4
38	не менее	2	4
39	у него	6	4
40	в этих	4	4
41	в них	4	4
42	что у	4	4
43	и от	3	4
44	прежде всего	11	4
45	как мы	8	4
46	как и	14	4
47	в целом	5	4
48	с их	4	4
49	одной из	2	4
50	хотя и	2	4
51	в его	22	4
52	все же	4	4
53	не по	3	4
54	в самом	13	4
55	и для	2	4
56	что для	2	4
57	можно было	2	4
58	точки зрения	19	4
59	в начале	2	4
60	только в	9	4
61	так как	5	4
62	как это	2	4
63	его в	3	4
64	это было	2	4
65	том числе	2	3
66	в каждом	4	3
67	в образе	3	3
68	жизни и	15	3
69	отношению к	8	3
70	но все	4	3
71	но не	6	3
72	во всех	4	3
73	же время	3	3
74	здесь в	2	3
75	и сам	3	3
76	из которых	2	3
77	например в	2	3
78	в ней	7	3
79	в котором	7	3
80	не имеет	3	3
81	и особенно	2	3
82	себя в	2	3
83	в своей	6	3
84	и их	6	3
85	в их	4	3
86	все это	5	3
87	по отношению	8	3
88	того как	3	3
89	то же	5	3
90	не было	2	3
91	как в	4	3
92	отрывки из	2	3
93	в самой	3	3
94	к нему	11	3
95	друг друга	7	3
96	а в	3	3
97	или в	2	3
98	человека в	5	3
99	тем что	2	3
100	не может	24	3
101	как он	4	3
102	но в	6	3
103	мы можем	4	3
104	за собой	2	2
105	все время	3	2
106	и другие	4	2
107	в нашем	2	2
108	современной ему	2	2
109	это не	3	2
110	нового времени	3	2
111	в одной	5	2
112	в конце	4	2
113	в одном	6	2
114	представление о	2	2
115	этом смысле	5	2
116	вовсе не	7	2
117	нет и	3	2
118	и к	2	2
119	об этом	3	2
120	в ее	3	2
121	идет о	2	2
122	не в	8	2
123	до сих	2	2
124	х годов	2	2
125	одна из	3	2
126	тот же	2	2
127	а на	2	2
128	как не	5	2
129	одним из	3	2
130	от того	2	2
131	он не	9	2
132	друг с	2	2
133	как бы	15	2
134	которые в	2	2
135	в уста	3	2
136	даже в	6	2
137	не является	3	2
138	хотя бы	5	2
139	в развитии	2	2
140	в мире	3	2
141	отношение к	8	2
142	сих пор	2	2
143	со стороны	4	2
144	что она	4	2
145	если не	2	2
146	в той	3	2
147	и что	2	2
148	самом начале	3	2
149	и у	2	2
150	бы и	3	2
151	рядом с	3	2
152	с ними	4	2
153	и ее	7	2
154	с другом	2	2
155	с которыми	2	2
156	бы в	5	2
157	мы имеем	2	2
158	в виду	2	2
