N	2gram	Bakhtin_Fr_6	KulturaY
1	и в	41	23
2	точки зрения	2	23
3	в том	2	22
4	не только	10	17
5	было бы	3	16
6	в этом	12	16
7	с точки	2	16
8	в области	2	14
9	может быть	2	14
10	самом деле	4	14
11	что в	7	13
12	в самом	10	13
13	потому что	3	12
14	том что	7	11
15	а не	2	11
16	того что	3	11
17	в его	7	11
18	того чтобы	4	11
19	у нас	4	10
20	и не	3	10
21	прежде всего	10	9
22	таким образом	17	9
23	так как	10	9
24	лишь в	2	8
25	до сих	3	8
26	сих пор	3	8
27	с другой	4	7
28	если мы	2	7
29	те же	3	7
30	и что	5	7
31	в данном	3	7
32	сказать что	6	7
33	все эти	11	7
34	как это	2	7
35	для этого	2	6
36	что он	6	6
37	тот же	4	6
38	при этом	3	6
39	так и	5	6
40	не может	4	6
41	то же	5	6
42	с помощью	6	6
43	говорить о	2	6
44	связи с	2	6
45	только в	3	6
46	о том	9	6
47	не могут	2	5
48	вовсе не	7	5
49	как и	7	5
50	не в	4	5
51	хотя и	2	5
52	как бы	7	5
53	все же	4	5
54	не будем	2	5
55	как мы	12	5
56	а в	4	5
57	но это	3	5
58	также и	6	5
59	тем более	2	5
60	тем что	5	5
61	из этих	2	5
62	в первом	3	5
63	в чем	3	5
64	один из	6	4
65	а также	5	4
66	для нас	2	4
67	того же	4	4
68	одной стороны	4	4
69	в сущности	8	4
70	в своей	2	4
71	в ее	5	4
72	то что	10	4
73	данном случае	2	4
74	как в	4	4
75	как раз	2	4
76	в своем	5	4
77	с одной	4	4
78	в той	5	4
79	заключается в	2	4
80	что не	3	4
81	между тем	2	4
82	тех же	2	4
83	тогда когда	2	4
84	уже в	4	3
85	что это	5	3
86	это уже	2	3
87	как о	2	3
88	должна быть	2	3
89	именно в	4	3
90	с этой	3	3
91	это и	2	3
92	мы видели	2	3
93	что именно	2	3
94	но не	2	3
95	он не	2	3
96	но если	2	3
97	был бы	2	3
98	но и	13	3
99	а именно	2	3
100	другой стороны	2	3
101	пор еще	3	3
102	мы находим	2	3
103	мы не	2	3
104	они не	3	3
105	в ней	4	3
106	и с	16	3
107	той же	5	3
108	в результате	4	3
109	то он	2	3
110	в то	6	3
111	там где	5	3
112	отметить что	2	3
113	так сказать	2	2
114	все это	11	2
115	в частности	2	2
116	все они	2	2
117	первом случае	3	2
118	одного и	2	2
119	в одном	5	2
120	что все	2	2
121	как они	2	2
122	и как	4	2
123	в дальнейшем	2	2
124	что они	2	2
125	также что	3	2
126	кроме того	9	2
127	в большей	4	2
128	и тот	2	2
129	конечно не	3	2
130	за пределы	2	2
131	никак не	3	2
132	что если	2	2
133	в таких	2	2
134	в котором	4	2
135	дает нам	2	2
136	вместе с	6	2
137	значение в	2	2
138	подчеркнуть что	5	2
139	внимание на	2	2
140	и самый	3	2
141	в особенности	7	2
142	еще более	2	2
143	из того	2	2
144	именно на	4	2
145	что дело	2	2
146	в корне	2	2
147	так же	5	2
148	с другими	3	2
149	в кругу	2	2
150	он в	2	2
151	что мы	2	2
152	доходит до	2	2
153	на этом	2	2
154	как он	2	2
155	в этих	2	2
156	но в	8	2
