N	2gram	Propp_Isto_4	KulturaY
1	и т	27	39
2	потому что	6	25
3	и в	26	23
4	т е	18	22
5	не только	15	20
6	в том	3	19
7	в этом	7	18
8	и не	9	16
9	было бы	2	15
10	так как	9	15
11	может быть	14	15
12	т д	24	14
13	если бы	2	12
14	у нас	2	12
15	все эти	3	12
16	том что	3	11
17	в области	2	11
18	но в	5	11
19	что в	14	10
20	по себе	2	10
21	в языке	2	10
22	а не	6	10
23	вовсе не	4	9
24	вопрос о	4	9
25	то что	16	9
26	хотя бы	2	9
27	не может	6	9
28	с другой	4	8
29	не в	5	8
30	в качестве	7	8
31	уже не	5	8
32	и что	5	8
33	и пр	11	8
34	что это	2	7
35	не менее	2	7
36	в силу	5	7
37	все же	9	7
38	но и	12	7
39	другой стороны	4	7
40	с помощью	2	7
41	и с	5	7
42	это не	5	6
43	в этой	2	6
44	но не	5	6
45	тем не	2	6
46	то же	8	6
47	этот вопрос	2	6
48	и на	2	6
49	что мы	3	6
50	не могут	2	5
51	должна быть	2	5
52	что он	10	5
53	об этом	7	5
54	по существу	3	5
55	еще не	6	5
56	в его	5	5
57	этого слова	2	5
58	и тем	2	5
59	вместе с	6	5
60	все это	2	5
61	таким образом	10	5
62	там где	3	5
63	и вот	2	5
64	лишь в	2	5
65	как это	3	5
66	и то	6	5
67	и здесь	5	5
68	только в	3	5
69	мы имеем	7	5
70	перед нами	3	4
71	к этому	5	4
72	на то	3	4
73	что на	2	4
74	мы знаем	8	4
75	для нас	3	4
76	ни в	2	4
77	но все	5	4
78	что я	2	4
79	или в	3	4
80	от того	2	4
81	хотя и	2	4
82	как бы	3	4
83	в нем	2	4
84	так же	18	4
85	в связи	2	4
86	не имеет	3	4
87	в данном	3	4
88	сказать что	2	4
89	могут быть	6	4
90	в особенности	2	4
91	ничего не	5	4
92	так и	10	4
93	на этом	2	3
94	уже в	2	3
95	случаи когда	2	3
96	у него	5	3
97	точно так	5	3
98	этого не	2	3
99	главным образом	2	3
100	а также	3	3
101	же в	3	3
102	это и	5	3
103	но это	3	3
104	связи с	3	3
105	но для	2	3
106	он не	7	3
107	что и	9	3
108	что она	3	3
109	как в	7	3
110	так в	4	3
111	в форме	2	3
112	с этим	2	3
113	те же	3	3
114	как мы	5	3
115	того что	2	3
116	из которых	5	3
117	и по	5	3
118	а в	8	3
119	и его	10	3
120	тем что	5	3
121	знаем что	7	3
122	на это	2	3
123	в таких	2	3
124	есть в	2	3
125	здесь не	4	3
126	к этой	3	3
127	они имеют	2	2
128	и более	3	2
129	же как	13	2
130	с тем	2	2
131	и есть	2	2
132	в частности	2	2
133	никогда не	2	2
134	смысле этого	2	2
135	что у	3	2
136	с этой	2	2
137	и все	2	2
138	не просто	4	2
139	связанные с	3	2
140	не всегда	6	2
141	их не	2	2
142	в одну	2	2
143	таких случаях	2	2
144	его к	3	2
145	что они	6	2
146	этом случае	3	2
147	всякого рода	3	2
148	в другом	5	2
149	поставить вопрос	2	2
150	а на	4	2
151	с той	2	2
152	после того	2	2
153	нам право	2	2
154	она не	3	2
155	при этом	3	2
156	но есть	2	2
157	и если	3	2
158	конечно не	2	2
159	между прочим	2	2
160	таким же	6	2
161	он уже	2	2
162	указывает что	2	2
163	и даже	4	2
164	к нему	6	2
165	мы видели	6	2
166	по сравнению	3	2
167	превращается в	7	2
168	в своей	4	2
169	на том	2	2
170	в современной	2	2
171	дело не	2	2
172	данном случае	3	2
173	не хочет	2	2
174	вопрос этот	2	2
175	а именно	3	2
176	в своем	2	2
177	не на	3	2
178	или же	3	2
179	того как	4	2
180	как и	7	2
181	здесь мы	2	2
182	и у	5	2
183	на этот	2	2
184	дает нам	4	2
185	с ними	5	2
186	в которых	4	2
187	не говорит	2	2
188	даже и	2	2
189	мы должны	5	2
190	интересно что	4	2
191	что эта	3	2
192	тех же	2	2
