N	2gram	Tiupa_Narr_2	Komedia
1	и в	13	22
2	том что	13	12
3	в том	14	11
4	но и	15	11
5	не только	26	10
6	в то	5	10
7	как и	4	9
8	и т	2	9
9	может быть	10	9
10	таким образом	5	8
11	и не	14	8
12	и его	3	8
13	о том	5	8
14	едва ли	3	7
15	в этой	4	7
16	что в	4	6
17	в конце	4	6
18	что он	5	6
19	к тому	9	6
20	тому же	4	6
21	такого рода	12	6
22	и по	3	6
23	то же	4	6
24	не в	8	6
25	а в	9	6
26	с другой	5	5
27	во время	2	5
28	прежде всего	6	5
29	когда же	2	5
30	при этом	14	5
31	со своим	2	5
32	в его	6	5
33	один из	3	5
34	так и	9	5
35	как в	5	5
36	нового времени	2	5
37	и даже	3	5
38	войны и	4	5
39	потому что	2	5
40	т п	2	5
41	между тем	3	5
42	именно в	2	4
43	по поводу	2	4
44	несмотря на	2	4
45	же в	4	4
46	в другом	4	4
47	на протяжении	5	4
48	что они	3	4
49	в качестве	14	4
50	же время	3	4
51	участие в	2	4
52	а также	6	4
53	в котором	5	4
54	в нем	5	4
55	что и	2	4
56	на него	5	4
57	и опять	2	4
58	в результате	2	4
59	действующих лиц	3	4
60	точки зрения	5	4
61	но в	6	4
62	место в	5	3
63	же как	2	3
64	не менее	4	3
65	однако в	2	3
66	на то	2	3
67	у нас	2	3
68	по своему	2	3
69	одной стороны	5	3
70	и сам	3	3
71	во второй	2	3
72	в начале	2	3
73	и у	4	3
74	в частности	11	3
75	у него	6	3
76	да и	3	3
77	хотя и	5	3
78	он не	5	3
79	все же	6	3
80	отношению к	5	3
81	в целом	3	3
82	так же	2	3
83	по отношению	5	3
84	этом отношении	3	3
85	с одной	5	3
86	в течение	2	3
87	мы не	2	3
88	как раз	3	3
89	в этом	13	3
90	в виде	2	3
91	только в	11	3
92	как правило	3	3
93	и все	4	3
94	в чем	2	3
95	как это	4	3
96	ничего не	6	3
97	в сознании	2	3
98	к которому	2	3
99	в известном	3	2
100	времени и	4	2
101	и здесь	2	2
102	в рамках	6	2
103	столь же	2	2
104	вовсе не	2	2
105	в свою	2	2
106	и внутренней	2	2
107	тем не	5	2
108	раз в	2	2
109	а к	3	2
110	одна из	3	2
111	но не	3	2
112	а то	2	2
113	в себя	4	2
114	еще не	2	2
115	было бы	2	2
116	со своей	2	2
117	в самом	2	2
118	для себя	3	2
119	и тем	5	2
120	то что	8	2
121	не к	4	2
122	все что	4	2
123	со стороны	6	2
124	как по	3	2
125	вслед за	6	2
126	только что	2	2
127	в настоящем	2	2
128	то и	3	2
129	не может	8	2
130	в других	2	2
131	что у	2	2
132	в форме	5	2
133	в принципе	2	2
134	в силу	4	2
135	но это	2	2
136	не следует	3	2
137	к ней	3	2
138	но он	2	2
139	в своих	2	2
140	в себе	8	2
141	по своей	3	2
142	отличие от	5	2
143	из наиболее	2	2
144	в области	2	2
