N	2gram	Vinokur_St_1	Istorich
1	и в	44	28
2	может быть	15	25
3	и т	30	25
4	т д	21	22
5	не может	8	15
6	а не	16	15
7	никогда не	5	14
8	для нас	7	13
9	мы имеем	2	13
10	что в	30	12
11	то же	5	12
12	не только	18	12
13	только в	10	11
14	что он	10	10
15	все же	8	10
16	прежде всего	7	10
17	но и	10	10
18	т е	15	10
19	мы не	2	10
20	и что	4	10
21	в том	36	9
22	о том	17	9
23	то что	18	9
24	и не	16	9
25	не в	12	9
26	так и	9	9
27	что это	4	8
28	не всегда	2	8
29	если бы	9	8
30	таким образом	7	8
31	в этом	21	8
32	но в	10	8
33	в этих	2	7
34	это не	8	7
35	том что	29	7
36	еще не	3	7
37	было бы	17	7
38	в ней	3	7
39	а в	17	7
40	этот вопрос	4	7
41	так же	5	7
42	что мы	5	7
43	с другой	9	6
44	не менее	5	6
45	тем не	2	6
46	видно что	3	6
47	ни один	2	6
48	так например	7	6
49	что и	6	6
50	для изучения	4	6
51	в этой	11	6
52	его в	2	6
53	так как	5	6
54	должна быть	3	5
55	не знает	2	5
56	вопрос о	4	5
57	по существу	2	5
58	что они	7	5
59	что здесь	2	5
60	но не	3	5
61	до сих	7	5
62	например в	8	5
63	в качестве	4	5
64	что она	4	5
65	дело не	4	5
66	сих пор	7	5
67	другой стороны	7	5
68	в своем	2	5
69	можно было	13	5
70	их в	2	5
71	сказать что	7	5
72	в его	9	5
73	к которому	4	5
74	все это	5	4
75	там где	5	4
76	превращается в	2	4
77	на то	4	4
78	об этом	3	4
79	так что	6	4
80	но все	4	4
81	но это	6	4
82	одной стороны	2	4
83	даже в	3	4
84	на него	2	4
85	а именно	3	4
86	с этим	3	4
87	с одной	3	4
88	как и	9	4
89	того что	9	4
90	должны быть	3	4
91	и даже	5	4
92	хотя бы	6	4
93	и для	3	4
94	и с	3	4
95	потому что	6	4
96	в основе	3	4
97	могут быть	5	4
98	как будто	4	4
99	как правило	2	4
100	все эти	5	4
101	не все	3	4
102	я не	7	3
103	точку зрения	3	3
104	в какой	3	3
105	во время	3	3
106	так называемая	3	3
107	очень часто	3	3
108	именно в	6	3
109	в начале	3	3
110	для этого	2	3
111	при этом	2	3
112	то время	2	3
113	этого вопроса	2	3
114	следовало бы	2	3
115	к сожалению	3	3
116	и их	2	3
117	в котором	5	3
118	это дело	2	3
119	должен быть	3	3
120	и по	5	3
121	то это	3	3
122	отношению к	3	3
123	из них	8	3
124	и тогда	2	3
125	что же	6	3
126	и его	8	3
127	есть только	2	3
128	как это	4	3
129	время как	2	3
130	надо сказать	2	3
131	по отношению	3	3
132	также и	9	3
133	тем что	5	3
134	должен был	2	3
135	в другом	3	3
136	в то	9	3
137	на эту	4	3
138	будто бы	3	3
139	дело в	6	3
140	дело с	2	2
141	не существует	3	2
142	что от	2	2
143	на вопрос	4	2
144	а с	3	2
145	всех этих	2	2
146	вопрос в	3	2
147	в частности	4	2
148	нисколько не	2	2
149	бы мы	2	2
150	материала и	2	2
151	поэтому в	3	2
152	столь же	4	2
153	он должен	2	2
154	в пользу	2	2
155	и потому	2	2
156	была бы	5	2
157	вовсе не	19	2
158	ясно что	10	2
159	в такой	2	2
160	в тех	3	2
161	очень мало	3	2
162	в ее	4	2
163	это явление	2	2
164	по своей	2	2
165	говорит в	2	2
166	как о	2	2
167	связанные с	3	2
168	для него	6	2
169	в данной	2	2
170	что не	3	2
171	никто не	4	2
172	за то	3	2
173	не по	3	2
174	же как	3	2
175	но если	4	2
176	как бы	4	2
177	по этому	3	2
178	ни одной	2	2
179	подчеркнуть что	2	2
180	и тем	3	2
181	в нем	5	2
182	говорит о	3	2
183	в целом	5	2
184	во всех	8	2
185	конечно не	2	2
186	со стороны	6	2
187	в очень	3	2
188	как в	13	2
189	даже не	4	2
190	как раз	4	2
191	меньшей мере	3	2
192	этому поводу	2	2
193	и только	3	2
194	отношения к	2	2
195	он не	2	2
196	в виде	3	2
197	в эпоху	2	2
198	еще и	2	2
199	на этот	3	2
200	по его	2	2
201	во многих	3	2
202	такие случаи	2	2
203	ничего не	2	2
204	а иногда	2	2
205	между тем	3	2
206	от этого	2	2
207	можно назвать	2	2
208	в себе	2	2
209	при помощи	2	2
210	которые в	2	2
211	ответ на	3	2
212	только с	2	2
213	в области	14	2
214	что этот	2	2
215	том как	4	2
