N	2gram	Voloshinov_1	Psycholo
1	то что	5	44
2	и в	12	33
3	в этом	4	28
4	как бы	13	25
5	и что	2	25
6	все время	6	24
7	может быть	14	22
8	том что	5	22
9	что в	2	21
10	в том	6	21
11	о том	3	20
12	как это	2	14
13	таким образом	12	13
14	и не	10	13
15	так же	3	13
16	сказать что	7	13
17	все это	3	13
18	в самом	4	12
19	и все	2	12
20	так как	9	12
21	самом деле	3	12
22	он не	2	11
23	не может	16	10
24	в его	2	10
25	если бы	9	10
26	по себе	3	9
27	то же	5	9
28	в каком	3	8
29	вместе с	2	8
30	в своем	2	7
31	для нас	7	7
32	до конца	2	7
33	в нем	6	7
34	не только	4	7
35	когда он	3	7
36	это не	2	6
37	в ней	6	6
38	все эти	3	6
39	точки зрения	14	6
40	что мы	5	6
41	же самое	2	6
42	как на	2	6
43	на самом	4	6
44	а не	5	6
45	в себе	3	6
46	никогда не	5	5
47	в какой	2	5
48	мы не	3	5
49	и на	4	5
50	и совершенно	2	5
51	с ним	3	5
52	мы можем	2	5
53	ясно что	3	5
54	связь с	2	5
55	как и	5	5
56	и его	13	5
57	все же	4	5
58	из этого	3	5
59	художественной формы	5	4
60	и уже	3	4
61	жизни и	4	4
62	смысл и	2	4
63	того что	3	4
64	с этой	2	4
65	и так	2	4
66	в жизни	5	4
67	к этому	2	4
68	в своей	3	4
69	на него	2	4
70	что не	4	4
71	с точки	2	4
72	только в	6	4
73	слова и	6	4
74	с одной	2	3
75	ни в	3	3
76	тому же	2	3
77	в пределах	3	3
78	одной стороны	2	3
79	но и	3	3
80	конечно не	3	3
81	и здесь	2	3
82	в то	2	3
83	его в	4	3
84	бы мы	3	3
85	но не	2	3
86	до сих	3	3
87	она не	2	3
88	мы в	2	3
89	что и	2	3
90	мы никогда	2	3
91	сих пор	3	3
92	так и	4	3
93	как в	5	3
94	да и	3	3
95	дело с	2	3
96	и для	3	3
97	мы все	4	3
98	еще раз	2	3
99	как только	2	2
100	место в	2	2
101	уже в	2	2
102	материала и	4	2
103	с другой	4	2
104	была бы	2	2
105	на все	2	2
106	прежде всего	8	2
107	в такой	3	2
108	ее и	3	2
109	что форма	2	2
110	но все	2	2
111	такой же	2	2
112	при этом	6	2
113	и та	2	2
114	и дает	2	2
115	и является	4	2
116	в виду	5	2
117	в котором	3	2
118	точка зрения	3	2
119	но мы	2	2
120	все они	2	2
121	допустим что	2	2
122	другой стороны	2	2
123	действия и	2	2
124	те же	2	2
125	и наконец	3	2
126	можно найти	2	2
127	и с	3	2
128	не в	4	2
129	в художественном	3	2
130	и потому	2	2
131	на примере	2	2
132	бы не	2	2
133	мы имеем	2	2
134	слово в	3	2
135	но в	5	2
136	с его	2	2
137	в них	3	2
138	и к	4	2
139	литературы и	4	2
140	можно сказать	5	2
141	бы то	3	2
142	что поэт	2	2
143	хотя бы	5	2
144	и то	2	2
145	ни на	2	2
146	и ее	3	2
147	героя и	5	2
148	едва ли	2	2
149	ничего не	2	2
