N	2gram	Propp_Russ_1	Formalny
1	т е	17	34
2	и в	36	24
3	в его	2	23
4	и не	6	20
5	так и	7	18
6	и пр	2	17
7	не может	4	16
8	точки зрения	3	16
9	в этом	12	15
10	в нем	2	14
11	может быть	8	14
12	с точки	3	13
13	таким образом	6	13
14	и т	10	12
15	в своем	3	11
16	не менее	3	11
17	как и	10	11
18	в их	4	11
19	в настоящее	3	10
20	и их	4	10
21	то же	3	10
22	в ней	2	10
23	а не	2	10
24	настоящее время	3	10
25	и потому	2	9
26	все это	6	9
27	в свою	3	8
28	то что	6	8
29	как в	5	8
30	т д	9	8
31	и на	10	8
32	и с	2	8
33	до конца	2	7
34	не только	22	7
35	но и	16	7
36	на самом	2	7
37	отнюдь не	2	6
38	и здесь	2	6
39	в том	17	6
40	свою очередь	2	6
41	она не	2	6
42	еще не	4	6
43	как бы	5	6
44	в целом	2	6
45	входит в	4	6
46	а в	9	6
47	все эти	2	6
48	направления в	2	6
49	как это	8	6
50	у нас	8	5
51	при этом	6	5
52	только на	3	5
53	и др	4	5
54	во всех	4	5
55	и до	2	5
56	как мы	10	5
57	того что	4	5
58	но в	2	5
59	мы увидим	8	4
60	независимо от	2	4
61	главным образом	2	4
62	в частности	2	4
63	и к	3	4
64	для этого	2	4
65	на западе	2	4
66	быть и	2	4
67	так же	3	4
68	в связи	4	4
69	что в	19	4
70	но не	2	3
71	всех этих	2	3
72	связи с	4	3
73	в них	6	3
74	в жизни	2	3
75	на все	2	3
76	к тому	4	3
77	его как	2	3
78	и как	2	3
79	но это	4	3
80	и непосредственно	2	3
81	а н	18	3
82	в большинстве	2	3
83	в каждом	2	3
84	так например	6	3
85	в основном	3	3
86	один из	8	3
87	все же	5	3
88	когда он	2	3
89	значение и	2	3
90	в россии	4	3
91	н веселовского	3	3
92	в особенности	2	3
93	не было	2	3
94	и других	7	3
95	мы не	6	3
96	этого слова	3	3
97	думать что	3	3
98	в области	3	3
99	и более	2	2
100	с тем	8	2
101	в нашем	2	2
102	его и	2	2
103	его с	4	2
104	это не	10	2
105	с этим	2	2
106	в одном	3	2
107	в году	2	2
108	не можем	3	2
109	таким же	3	2
110	нас не	2	2
111	уже не	6	2
112	по существу	4	2
113	но все	3	2
114	в различных	2	2
115	одна из	4	2
116	только в	4	2
117	ко времени	3	2
118	но есть	2	2
119	к ней	2	2
120	еще в	4	2
121	не с	3	2
122	что и	7	2
123	вместе с	10	2
124	значения и	2	2
125	этой работы	2	2
126	не на	2	2
127	и что	4	2
128	приводит к	3	2
129	и те	3	2
130	между тем	7	2
131	или на	3	2
132	в своих	2	2
133	они были	2	2
134	ничего не	3	2
135	их на	4	2
136	большинстве случаев	2	2
137	с ним	2	2
