N	2gram	Losev_Dial_3	Psycholo
1	то что	14	44
2	и в	24	33
3	в этом	8	28
4	как бы	3	25
5	и что	15	25
6	все время	3	24
7	потому что	7	24
8	для того	3	23
9	может быть	13	22
10	том что	8	22
11	что в	7	21
12	в том	5	21
13	о том	6	20
14	что он	13	20
15	только что	4	15
16	как это	5	14
17	что это	12	13
18	таким образом	13	13
19	и не	27	13
20	так же	4	13
21	сказать что	4	13
22	все это	6	13
23	к тому	4	12
24	в самом	7	12
25	и все	6	12
26	так как	6	12
27	было бы	5	12
28	самом деле	6	12
29	что все	14	11
30	он не	5	11
31	на то	3	10
32	что она	9	10
33	не может	19	10
34	в его	2	10
35	если бы	6	10
36	и если	2	9
37	по себе	20	9
38	как раз	7	9
39	то же	6	9
40	для этого	2	8
41	в каком	3	8
42	в своем	3	7
43	для нас	2	7
44	так что	8	7
45	в нем	3	7
46	и только	6	7
47	не только	23	7
48	перед нами	3	6
49	тому что	4	6
50	это не	4	6
51	в ней	2	6
52	и т	24	6
53	все эти	3	6
54	и вот	2	6
55	точки зрения	25	6
56	что мы	8	6
57	когда мы	2	6
58	как на	5	6
59	у него	2	6
60	в сущности	10	6
61	никак не	2	6
62	а не	26	6
63	в себе	2	6
64	никогда не	7	5
65	и как	8	5
66	целый ряд	2	5
67	мы не	5	5
68	что для	5	5
69	и на	3	5
70	вовсе не	13	5
71	ясно что	7	5
72	с этим	3	5
73	это и	7	5
74	как и	7	5
75	мы уже	3	5
76	и его	5	5
77	все же	3	5
78	и это	4	5
79	из этого	2	5
80	как все	3	4
81	я не	6	4
82	и есть	16	4
83	в частности	2	4
84	что у	2	4
85	но совершенно	2	4
86	совершенно не	2	4
87	и уже	2	4
88	из них	3	4
89	жизни и	5	4
90	а в	2	4
91	не просто	18	4
92	того что	12	4
93	с этой	5	4
94	при помощи	3	4
95	об этом	6	4
96	у нас	4	4
97	одна из	3	4
98	утверждает что	3	4
99	никто не	2	4
100	и о	3	4
101	о нем	4	4
102	говорит о	4	4
103	себя в	2	4
104	не будет	3	4
105	ее в	2	4
106	как мы	2	4
107	что не	5	4
108	с точки	14	4
109	той же	3	4
110	в таком	14	4
111	жизнь и	4	4
112	только в	5	4
113	это было	3	4
114	сама по	4	3
115	же как	2	3
116	что если	2	3
117	с одной	3	3
118	что оно	7	3
119	точно так	2	3
120	что именно	3	3
121	ни в	9	3
122	что его	5	3
123	тому же	2	3
124	должно быть	3	3
125	на этом	2	3
126	не можем	2	3
127	одной стороны	3	3
128	например в	2	3
129	но если	6	3
130	всяком случае	2	3
131	то это	9	3
132	но и	9	3
133	конечно не	4	3
134	не было	3	3
135	в своих	2	3
136	их в	2	3
137	и здесь	2	3
138	в то	5	3
139	нет ни	2	3
140	в основе	3	3
141	из нее	2	3
142	бы его	2	3
143	говорить о	4	3
144	но не	2	3
145	она не	3	3
146	сами по	3	3
147	что и	6	3
148	так и	5	3
149	как я	2	3
150	тем самым	3	3
151	из которых	3	3
152	и он	2	3
153	к этой	2	3
154	и для	2	3
155	что этот	2	3
156	во всяком	2	3
157	тем что	3	3
158	в виде	8	3
159	с другой	4	2
160	в одной	3	2
161	и от	3	2
162	из этих	2	2
163	была бы	3	2
164	прежде всего	8	2
165	вопрос о	5	2
166	мы знаем	3	2
167	нет никакой	4	2
168	и всякий	3	2
169	есть конечно	2	2
170	же время	3	2
171	при этом	2	2
172	и является	2	2
173	в виду	7	2
174	точка зрения	5	2
175	только одно	2	2
176	то как	2	2
177	она есть	10	2
178	в их	2	2
179	допустим что	16	2
180	другой стороны	2	2
181	не больше	3	2
182	быть не	2	2
183	т д	23	2
184	именно в	2	2
185	не имеет	11	2
186	есть только	12	2
187	его не	2	2
188	время как	4	2
189	о ней	2	2
190	и формы	2	2
191	и с	6	2
192	одно из	5	2
193	именно как	3	2
194	во всем	3	2
195	также и	2	2
196	не в	3	2
197	и потому	2	2
198	слово в	2	2
199	но в	2	2
200	сам по	5	2
201	же мы	2	2
202	с его	2	2
203	и чтобы	2	2
204	только не	10	2
205	в них	5	2
206	думать что	2	2
207	и к	5	2
208	и эти	2	2
209	по существу	2	2
210	тех пор	2	2
211	почему же	2	2
212	и когда	2	2
213	однако не	2	2
214	бы то	2	2
215	со стороны	2	2
216	даже не	6	2
217	не на	6	2
218	который не	2	2
219	то время	4	2
220	и она	2	2
221	хотя бы	4	2
222	тому как	4	2
223	и то	4	2
224	не надо	3	2
225	ничем не	7	2
226	ни на	3	2
227	и ее	3	2
228	только одна	3	2
229	все остальное	4	2
230	так чтобы	2	2
231	ничего не	17	2
232	отца и	2	2
233	что нет	4	2
