N	2gram	Vygotskiy__5	DiskursI
1	в качестве	4	34
2	не только	16	28
3	в том	18	23
4	а не	10	22
5	том что	15	19
6	может быть	9	17
7	представляет собой	7	17
8	и в	16	16
9	как и	8	16
10	в этом	25	15
11	еще не	4	14
12	но и	6	14
13	при этом	4	13
14	прежде всего	3	11
15	но не	10	11
16	и не	12	11
17	по своей	3	11
18	с другой	4	10
19	как в	5	10
20	в частности	3	9
21	состоит в	6	9
22	в нем	7	9
23	отношению к	12	9
24	одной стороны	3	9
25	по отношению	12	9
26	не может	18	9
27	с одной	3	9
28	так и	7	8
29	о том	8	8
30	но в	6	8
31	в основе	8	7
32	в его	11	7
33	то же	8	7
34	только в	10	7
35	не в	6	7
36	в своем	5	6
37	и как	3	6
38	к тому	6	5
39	можно сказать	5	5
40	тому же	2	5
41	в силу	10	5
42	как бы	5	5
43	в котором	2	5
44	в своей	2	5
45	то что	26	5
46	во всех	2	5
47	в процессе	13	5
48	в отличие	2	5
49	а с	2	5
50	а в	3	5
51	в себя	3	5
52	в их	3	5
53	отличие от	2	5
54	и на	6	5
55	что в	16	4
56	не является	5	4
57	в них	2	4
58	и к	2	4
59	что он	25	4
60	для него	5	4
61	в истории	2	4
62	в целом	4	4
63	одной из	3	4
64	связи с	3	4
65	на его	2	4
66	отношение к	11	4
67	потому что	21	4
68	между тем	3	4
69	могут быть	4	4
70	и т.д	4	4
71	того же	7	3
72	столь же	2	3
73	это понятие	2	3
74	это не	4	3
75	но при	2	3
76	как уже	3	3
77	по себе	7	3
78	что и	3	3
79	и того	3	3
80	свою очередь	3	3
81	по своему	3	3
82	имеет свою	3	3
83	в свою	4	3
84	с этим	3	3
85	в действительности	3	3
86	в самом	4	3
87	имеет место	2	3
88	к ним	2	3
89	еще в	3	3
90	не с	2	3
91	хотя бы	5	3
92	все же	3	3
93	в ходе	12	3
94	из них	2	3
95	таким образом	19	3
96	именно в	4	3
97	заключается в	5	3
98	того что	16	3
99	должны быть	2	3
100	другой стороны	2	3
101	и даже	2	3
102	в своих	2	3
103	сказать что	13	3
104	тем что	5	3
105	точки зрения	18	3
106	в то	5	3
107	тому как	4	3
108	и составляет	4	3
109	в первом	3	3
110	и потому	2	3
111	но они	2	2
112	зависит от	4	2
113	по мере	2	2
114	не менее	3	2
115	и есть	7	2
116	никогда не	5	2
117	между собой	13	2
118	в какой	6	2
119	представления о	2	2
120	одного и	3	2
121	в одном	3	2
122	к этому	3	2
123	стороны и	2	2
124	к его	3	2
125	в пределах	4	2
126	к данному	2	2
127	на этом	3	2
128	чем он	2	2
129	опирается на	4	2
130	указывает на	2	2
131	что с	5	2
132	своей природе	3	2
133	в сущности	13	2
134	и требует	2	2
135	одним из	2	2
136	совпадает с	2	2
137	как показывает	4	2
138	представляет себе	3	2
139	точка зрения	8	2
140	и тем	3	2
141	не есть	4	2
142	когда он	2	2
143	в различных	2	2
144	что представляет	2	2
145	мысли и	5	2
146	приводит к	7	2
147	за пределы	4	2
148	к мысли	4	2
149	языка и	6	2
150	отношения к	2	2
151	сознания в	3	2
152	как мы	10	2
153	речи как	4	2
154	и что	12	2
155	и по	4	2
156	и его	3	2
157	во всяком	2	2
158	в момент	2	2
159	подобно тому	4	2
160	но как	3	2
161	к которому	4	2
162	в другом	6	2
163	на протяжении	2	2
164	же самое	4	2
165	в этой	6	2
166	внутренней речи	7	2
167	они не	3	2
168	в виду	2	2
169	о чем	2	2
