N	2gram	Bakhtin_Pr_1	Hudozhes
1	том что	9	16
2	и в	23	14
3	так и	10	13
4	а не	20	12
5	в том	11	12
6	не только	13	12
7	при этом	3	12
8	о том	2	12
9	прежде всего	7	11
10	в этом	25	11
11	в себе	5	11
12	для него	15	10
13	в своей	11	10
14	у него	6	9
15	что он	10	9
16	как и	8	9
17	то же	10	9
18	как в	6	8
19	то что	18	8
20	же время	7	8
21	отношению к	11	8
22	по отношению	11	8
23	между тем	5	8
24	в этой	4	8
25	в то	10	8
26	в его	24	8
27	ничего не	6	8
28	это не	10	7
29	личности в	4	7
30	уже не	8	7
31	не в	6	7
32	еще не	5	7
33	как бы	28	7
34	не может	11	7
35	именно в	6	7
36	а в	7	7
37	никогда не	5	6
38	художественного мышления	2	6
39	что в	8	6
40	было бы	6	6
41	в первой	2	6
42	человека в	5	6
43	перед нами	4	5
44	с его	6	5
45	в этих	2	5
46	к себе	2	5
47	может быть	21	5
48	только в	8	5
49	но и	11	5
50	жизни и	6	5
51	самом деле	5	5
52	друг друга	3	5
53	и его	13	5
54	можно было	3	5
55	потому что	12	5
56	ни в	3	5
57	точки зрения	21	5
58	героя и	5	5
59	но в	4	5
60	тому что	2	4
61	в своем	8	4
62	к другому	2	4
63	и все	3	4
64	в духе	3	4
65	можно сказать	2	4
66	и к	4	4
67	она не	5	4
68	несмотря на	6	4
69	мы уже	2	4
70	в самом	8	4
71	и о	3	4
72	один из	2	4
73	что она	2	4
74	себя в	3	4
75	из них	2	4
76	как раз	4	4
77	не было	3	4
78	человеческой жизни	2	4
79	того что	2	4
80	он не	4	4
81	как будто	3	4
82	в конце	5	4
83	и это	5	4
84	с ним	6	4
85	и с	4	4
86	но не	8	3
87	если бы	10	3
88	но он	2	3
89	романа в	4	3
90	же в	2	3
91	себе самому	3	3
92	это в	2	3
93	в литературе	3	3
94	идет о	3	3
95	в мире	7	3
96	как мы	5	3
97	говорить о	2	3
98	в пределах	9	3
99	своего времени	2	3
100	по преимуществу	3	3
101	о нем	11	3
102	даже в	2	3
103	для себя	2	3
104	в нем	20	3
105	все же	5	3
106	со стороны	2	3
107	приводит к	3	3
108	то и	2	3
109	и для	3	3
110	этом отношении	5	3
111	все эти	8	3
112	лишь в	3	3
113	того чтобы	4	3
114	и даже	3	3
115	с точки	15	3
116	и по	2	3
117	в своих	2	3
118	тем что	3	3
119	и на	10	3
120	его в	4	3
121	художественного построения	3	3
122	в творчестве	5	3
123	автора и	5	2
124	поэтому и	2	2
125	в рамках	2	2
126	в человеке	6	2
127	представляется нам	2	2
128	себя и	2	2
129	однако в	2	2
130	героев в	2	2
131	на вопрос	2	2
132	по нашему	5	2
133	говорить об	2	2
134	не столько	3	2
135	в одной	4	2
136	и потому	3	2
137	своих героев	3	2
138	в себя	3	2
139	вопрос о	4	2
140	по себе	7	2
141	да и	2	2
142	ему не	2	2
143	одна из	2	2
144	его героев	5	2
145	в целом	4	2
146	как нам	2	2
147	до конца	5	2
148	со своим	3	2
149	на себе	2	2
150	себе и	3	2
151	например в	3	2
152	на его	2	2
153	в произведениях	2	2
154	а его	3	2
155	никак не	2	2
156	для других	2	2
157	авторской позиции	3	2
158	как он	2	2
159	в е	2	2
160	сих пор	2	2
161	на него	2	2
162	в форме	6	2
163	в их	3	2
164	все это	7	2
165	у себя	3	2
166	для своего	2	2
167	все равно	2	2
168	и не	34	2
169	на самом	4	2
170	они не	3	2
171	героя в	4	2
172	его жизнь	2	2
173	той же	6	2
174	художественного мира	5	2
175	в изображении	2	2
176	в результате	4	2
177	с ее	2	2
178	за ним	2	2
179	в художественном	2	2
180	но как	3	2
181	так сказать	3	2
182	не раз	2	2
183	заметить что	2	2
184	его личности	2	2
185	мы не	2	2
186	до сих	2	2
