N	3gram	Voloshinov_1	slovoVRo
1	не может быть	13	15
2	в отличие от	5	12
3	в пределах одного	2	7
4	в этом случае	3	6
5	в большинстве случаев	3	5
6	то же время	3	4
7	в то же	3	4
8	в том что	3	4
9	в отношении к	4	4
10	по отношению к	2	4
11	но все же	3	4
12	в узком смысле	2	4
13	во всех областях	2	4
14	с точки зрения	20	3
15	сама по себе	2	3
16	в этом отношении	3	3
17	но в то	2	3
18	с установкой на	2	3
19	в свою очередь	2	2
20	может быть и	3	2
21	не могут быть	2	2
22	в связи с	7	2
23	до сих пор	8	2
24	во всяком случае	2	2
25	для того чтобы	3	2
