N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	49
2	то есть	10	32
3	прежде всего	14	19
4	в его	8	18
5	не только	11	17
6	и его	12	17
7	и на	7	17
8	рабле в	11	15
9	и не	9	15
10	в этом	22	15
11	в них	7	13
12	только в	11	13
13	но и	9	13
14	в эпоху	4	13
15	во время	10	12
16	как и	8	11
17	как бы	10	11
18	и т.п	2	11
19	смех и	2	10
20	вовсе не	13	10
21	рабле и	5	10
22	в этой	2	10
23	в средние	3	9
24	все это	6	9
25	в романе	13	9
26	для него	3	9
27	и др	5	9
28	в нем	5	9
29	во франции	2	8
30	средние века	3	8
31	в сущности	2	8
32	отношение к	3	8
33	смеха и	2	8
34	рабле но	2	8
35	все же	6	7
36	один из	2	7
37	жизни и	8	7
38	не может	2	7
39	таким образом	3	7
40	то же	8	7
41	все эти	5	7
42	как мы	6	7
43	на протяжении	3	7
44	именно в	2	6
45	рабле не	5	6
46	то что	7	6
47	в литературе	2	6
48	в истории	4	6
49	в себя	2	6
50	же время	4	6
51	здесь в	6	6
52	мы уже	9	6
53	во всех	11	6
54	так и	7	6
55	у рабле	18	6
56	рядом с	2	6
57	и с	6	6
58	но он	2	6
59	точки зрения	10	6
60	в то	5	6
61	так как	6	6
62	никогда не	6	5
63	в своем	5	5
64	уже в	4	5
65	из этих	4	5
66	протяжении всего	2	5
67	но не	5	5
68	при этом	6	5
69	тот же	3	5
70	может быть	7	5
71	в основном	8	5
72	и потому	2	5
73	уже говорили	4	5
74	в особенности	6	5
75	с точки	8	5
76	роль в	3	5
77	романе рабле	5	4
78	и более	2	4
79	в духе	2	4
80	и образов	2	4
81	гротескного образа	2	4
82	с другой	2	4
83	и во	6	4
84	и к	2	4
85	и смех	3	4
86	в себе	4	4
87	том что	4	4
88	и о	2	4
89	в этих	3	4
90	и до	2	4
91	сих пор	2	4
92	до сих	2	4
93	в форме	3	4
94	смерти и	4	4
95	отношения к	4	4
96	не было	3	4
97	а в	3	4
98	лишь в	2	4
99	как на	2	4
100	тем что	3	4
101	там где	2	4
102	с ним	4	4
103	но в	10	4
104	место в	4	3
105	еды питья	2	3
106	всех этих	7	3
107	с одной	2	3
108	о чем	3	3
109	жизни в	4	3
110	но здесь	2	3
111	в одном	7	3
112	человека и	4	3
113	еды и	19	3
114	не был	2	3
115	что он	3	3
116	же в	4	3
117	в том	10	3
118	а затем	3	3
119	в день	2	3
120	связанных с	3	3
121	было бы	2	3
122	из них	8	3
123	наконец в	2	3
124	эти образы	2	3
125	точка зрения	3	3
126	мы видели	2	3
127	но эти	3	3
128	века и	2	3
129	на земле	2	3
130	брат жан	2	3
131	этом отношении	2	3
132	и все	6	3
133	и других	2	3
134	и вот	2	3
135	также и	4	3
136	их в	4	3
137	далеко не	2	3
138	о том	4	3
139	и это	2	3
140	почти все	3	3
141	мире и	2	3
142	в виду	3	3
143	смысла и	2	2
144	автора и	2	2
145	человек в	2	2
146	связи с	8	2
147	что в	5	2
148	не были	2	2
149	и питья	17	2
150	отчасти и	3	2
151	могут быть	2	2
152	мы еще	3	2
153	перестает быть	2	2
154	в качестве	3	2
155	характерно что	2	2
156	гаргантюа и	2	2
157	та же	3	2
158	имеем в	3	2
159	в смысле	5	2
160	можно сказать	2	2
161	в отношении	2	2
162	он был	2	2
163	без всякого	2	2
164	в самой	2	2
165	по существу	5	2
166	в дальнейшем	5	2
167	но это	2	2
168	что они	4	2
169	сила и	2	2
170	литературы в	2	2
171	громадное значение	5	2
172	все что	2	2
173	связанные с	5	2
174	до конца	2	2
175	в пределах	5	2
176	еще не	6	2
177	и другие	3	2
178	со всеми	2	2
179	вплоть до	2	2
180	у него	9	2
181	хотя и	3	2
182	ii гл	12	2
183	эти формы	2	2
184	в мире	4	2
185	веселый и	4	2
186	вместе с	9	2
187	ее в	3	2
188	этих образов	2	2
189	в их	3	2
190	целый ряд	3	2
191	за счет	3	2
192	в связи	8	2
193	кн ii	14	2
194	рабле мы	2	2
195	того чтобы	8	2
196	и даже	3	2
197	мы наблюдаем	3	2
198	и прежде	3	2
199	так же	2	2
200	особенно в	2	2
201	другом месте	2	2
202	на основе	3	2
203	жизнь и	3	2
204	питья и	4	2
205	во всяком	2	2
206	в другом	3	2
207	этого смеха	2	2
208	во все	2	2
209	и пьянства	5	2
210	в конце	2	2
211	еще вернемся	3	2
212	здесь не	2	2
213	и становится	2	2
214	эпоху возрождения	3	2
