N	2gram	Trubetskoy_1	StatiiOP
1	и в	23	29
2	том что	19	27
3	в том	30	27
4	в этом	12	21
5	но и	9	19
6	что в	8	19
7	не только	7	19
8	о том	7	17
9	что он	7	13
10	в его	5	13
11	между прочим	2	12
12	то что	18	11
13	все это	11	11
14	в которой	5	11
15	к тому	8	10
16	таким образом	31	10
17	в своем	10	9
18	так и	10	9
19	и не	8	9
20	как на	4	9
21	потому что	9	9
22	он не	3	9
23	но в	4	8
24	но все	5	7
25	с тем	2	7
26	в самом	8	7
27	в ней	3	7
28	в виду	2	7
29	в котором	2	7
30	я не	2	7
31	вместе с	6	7
32	тому что	2	7
33	для того	8	7
34	вовсе не	2	6
35	вопрос о	3	6
36	до сих	8	6
37	одним из	4	6
38	все же	13	6
39	в течение	4	6
40	и что	8	6
41	факт что	4	6
42	того чтобы	8	6
43	и на	6	6
44	прежде всего	3	5
45	в свет	2	5
46	было бы	3	5
47	как бы	10	5
48	сих пор	8	5
49	того что	6	5
50	между тем	12	5
51	точки зрения	13	5
52	именно в	5	4
53	в частности	2	4
54	что у	2	4
55	с другой	6	4
56	но с	2	4
57	тот факт	4	4
58	к этому	5	4
59	не в	8	4
60	для него	2	4
61	и к	5	4
62	хотя и	4	4
63	в нем	3	4
64	при помощи	3	4
65	в другом	2	4
66	связи с	4	4
67	и с	5	4
68	в общем	6	3
69	не менее	7	3
70	на вопрос	4	3
71	борьбы с	2	3
72	же как	3	3
73	что это	5	3
74	в этих	3	3
75	давно уже	2	3
76	с этим	11	3
77	тому же	6	3
78	у нас	3	3
79	так что	5	3
80	в начале	2	3
81	как у	3	3
82	но не	2	3
83	в пользу	5	3
84	никогда не	4	3
85	всяком случае	2	3
86	из них	5	3
87	другой стороны	5	3
88	по его	2	3
89	самом деле	12	3
90	в их	4	3
91	а с	4	3
92	не было	2	3
93	на самом	7	3
94	и сейчас	4	3
95	и по	3	3
96	хотя бы	4	3
97	так же	8	3
98	во всяком	2	3
99	что эта	4	3
100	на нее	2	3
101	которые не	3	3
102	не то	3	3
103	в эту	2	3
104	ни было	2	2
105	и более	2	2
106	совершенно так	4	2
107	только не	2	2
108	если бы	8	2
109	по этому	2	2
110	из таких	2	2
111	в них	2	2
112	что с	5	2
113	с этой	3	2
114	в конце	4	2
115	конечно в	2	2
116	в тех	3	2
117	что и	7	2
118	о которых	6	2
119	народа в	15	2
120	тем не	4	2
121	очень мало	2	2
122	а затем	2	2
123	по существу	6	2
124	не потому	2	2
125	как и	9	2
126	то ни	3	2
127	в этой	6	2
128	что они	2	2
129	в истории	3	2
130	в то	6	2
131	по своему	5	2
132	очевидно что	3	2
133	как известно	3	2
134	и сам	2	2
135	всегда будет	3	2
136	несмотря на	6	2
137	может быть	16	2
138	во внимание	2	2
139	том же	4	2
140	тем же	2	2
141	и потому	3	2
142	на то	9	2
143	на почве	3	2
144	даже в	3	2
145	только в	6	2
146	бы то	2	2
147	также и	2	2
148	в процессе	2	2
149	или менее	7	2
150	что оба	2	2
151	только что	3	2
152	совершенно не	3	2
153	не может	17	2
154	тогда как	6	2
155	что за	2	2
156	то же	4	2
157	все эти	19	2
158	при этом	9	2
159	из этой	2	2
160	они не	2	2
161	более или	7	2
162	принять во	2	2
163	с точки	8	2
164	и те	2	2
165	а к	2	2
166	доказать что	2	2
167	в данном	3	2
168	в результате	9	2
169	которую он	2	2
170	в себе	5	2
171	этот вопрос	2	2
172	и вообще	3	2
173	в один	2	2
174	его в	5	2
175	и это	3	2
176	почти все	2	2
177	так как	7	2
178	того же	9	2
179	отличие от	3	2
180	в области	4	2
