N	3gram	Vygotskiy__5	VeschiIm
1	и т д	3	20
2	не может быть	2	18
3	не что иное	2	8
4	что иное как	2	8
5	на то что	16	6
6	в том что	14	6
7	одно и то	3	5
8	и то же	3	5
9	не только в	2	4
10	с точки зрения	2	4
11	и то что	3	4
12	указывает на то	2	3
13	в самом деле	5	3
14	можно было бы	3	3
15	само по себе	2	3
16	из того что	3	3
17	сам по себе	3	3
18	вместе с тем	3	3
19	что это есть	2	2
20	то что оно	2	2
21	к тому что	6	2
22	и таким образом	2	2
23	можно сказать что	2	2
24	в данном случае	2	2
25	заключается в том	6	2
