N	2gram	Kanaev_Sov_1	KulturaY
1	и в	7	23
2	не только	4	20
3	в том	4	19
4	в этом	7	18
5	и не	6	16
6	было бы	3	15
7	так как	4	15
8	может быть	12	15
9	точки зрения	12	14
10	у нас	3	12
11	в самом	2	12
12	все эти	5	12
13	в области	3	11
14	но в	3	11
15	что в	2	10
16	а не	3	10
17	вопрос о	4	9
18	самом деле	2	9
19	не может	17	9
20	прежде всего	5	8
21	не в	3	8
22	уже не	2	8
23	и что	2	8
24	и пр	2	8
25	с точки	5	8
26	что это	2	7
27	не менее	2	7
28	в нашем	2	7
29	все же	3	7
30	с помощью	4	7
31	это не	4	6
32	в этой	3	6
33	тем не	2	6
34	то же	3	6
35	не могут	2	5
36	что все	2	5
37	ясно что	3	5
38	тот же	2	5
39	еще не	3	5
40	в его	2	5
41	всяком случае	2	5
42	вместе с	4	5
43	что же	5	5
44	приводит к	2	5
45	все это	3	5
46	таким образом	11	5
47	во всяком	2	5
48	зависимости от	4	5
49	отнюдь не	3	4
50	в зависимости	4	4
51	если мы	4	4
52	мы знаем	2	4
53	для нас	3	4
54	но все	2	4
55	как бы	4	4
56	в нем	3	4
57	на этой	3	4
58	в результате	6	4
59	могут быть	2	4
60	говорить о	2	4
61	в конце	3	4
62	ничего не	6	4
63	на этом	2	3
64	уже в	3	3
65	у него	2	3
66	совершенно не	2	3
67	что она	3	3
68	отличается от	3	3
69	с этим	2	3
70	то и	2	3
71	как мы	2	3
72	из которых	2	3
73	что такое	2	3
74	и по	2	3
75	а в	4	3
76	знаем что	2	3
77	и есть	2	2
78	так называемых	3	2
79	и все	3	2
80	первый период	2	2
81	и потому	3	2
82	с одной	2	2
83	свою очередь	2	2
84	а на	2	2
85	в свою	2	2
86	мы с	2	2
87	при этом	3	2
88	к действию	3	2
89	и даже	2	2
90	мы видели	4	2
91	в отличие	2	2
92	или же	2	2
93	о значении	2	2
94	как и	6	2
95	говорим о	2	2
96	на этот	2	2
97	тем же	2	2
98	дает нам	2	2
99	той же	2	2
100	роль в	2	2
101	в живом	2	2
102	мы должны	4	2
103	отличие от	2	2
