N	2gram	Tiupa_Narr_1	Istorich
1	и в	11	22
2	мы имеем	3	19
3	в этом	12	17
4	что в	3	15
5	не только	31	14
6	но и	27	12
7	и не	23	12
8	может быть	15	11
9	в этих	2	11
10	или в	6	11
11	еще не	4	10
12	но в	7	10
13	что он	3	9
14	в нем	4	9
15	вместе с	2	9
16	в том	8	9
17	том что	7	8
18	как мы	2	8
19	другой стороны	2	7
20	с другой	2	7
21	но не	4	7
22	то что	9	7
23	из них	4	7
24	уже не	8	7
25	связи с	2	6
26	это не	3	6
27	не вполне	2	6
28	а в	13	6
29	то же	8	6
30	а не	13	6
31	друг друга	2	6
32	так в	4	6
33	мы можем	2	6
34	ничего не	2	6
35	если бы	7	6
36	не менее	3	5
37	в частности	14	5
38	тем не	3	5
39	до сих	2	5
40	один из	6	5
41	все же	4	5
42	он не	3	5
43	того что	4	5
44	сих пор	2	5
45	к нему	4	5
46	в этой	6	5
47	не всегда	3	4
48	как это	3	4
49	у нас	3	4
50	не в	6	4
51	с появлением	2	4
52	в пределах	2	4
53	только в	12	4
54	в свою	2	4
55	она не	2	4
56	что на	4	4
57	его и	2	4
58	и его	10	4
59	и на	5	4
60	в данном	11	4
61	не может	8	4
62	представляют собой	3	4
63	и с	3	4
64	для них	2	3
65	состоит в	10	3
66	что у	4	3
67	и от	2	3
68	и все	3	3
69	прежде всего	4	3
70	к тому	6	3
71	как и	13	3
72	и как	3	3
73	представляет собой	8	3
74	они и	2	3
75	все что	2	3
76	у него	7	3
77	в его	6	3
78	никогда не	4	3
79	в целом	3	3
80	быть и	2	3
81	данном случае	8	3
82	со стороны	8	3
83	в связи	2	3
84	все равно	2	3
85	с ними	2	3
86	сказать что	2	3
87	потому что	5	3
88	он и	2	3
89	и ее	3	3
90	из этих	4	3
91	в русской	3	3
92	о том	4	3
93	здесь не	2	3
94	их в	3	3
95	в чем	2	3
96	после смерти	2	2
97	не было	3	2
98	матери и	4	2
99	в одном	4	2
100	в жизни	3	2
101	можно сказать	5	2
102	во всяком	2	2
103	или не	4	2
104	же в	2	2
105	тому же	6	2
106	но они	3	2
107	одна из	4	2
108	как в	4	2
109	при этом	19	2
110	на другой	5	2
111	в качестве	14	2
112	на себя	4	2
113	у нее	4	2
114	одного из	6	2
115	не мог	6	2
116	и о	3	2
117	они могут	2	2
118	да и	2	2
119	хотя и	4	2
120	в ней	4	2
121	и он	6	2
122	всяком случае	2	2
123	к жизни	2	2
124	не имеет	2	2
125	мать и	2	2
126	отношению к	3	2
127	жизни и	6	2
128	так и	5	2
129	только на	2	2
130	где они	2	2
131	по отношению	3	2
132	в своем	3	2
133	не могла	2	2
134	в особенности	2	2
135	если не	2	2
136	и вот	2	2
137	что не	2	2
138	и даже	2	2
139	и для	2	2
140	роль в	2	2
141	о ней	3	2
142	и то	3	2
143	дело с	2	2
144	между тем	3	2
145	точки зрения	5	2
146	в то	4	2
147	как будто	3	2
148	как правило	5	2
149	а также	6	2
