N	2gram	Medvedev_F_2	Marksizm
1	точки зрения	8	34
2	может быть	23	26
3	и не	20	26
4	не может	14	24
5	с точки	7	20
6	и в	38	19
7	и его	21	19
8	таким образом	20	17
9	языка как	11	17
10	в этом	27	16
11	как бы	4	15
12	языка в	9	14
13	в процессе	9	14
14	прежде всего	15	13
15	языка и	12	13
16	как мы	7	13
17	как и	9	12
18	социального общения	4	12
19	и пр	21	12
20	так и	8	11
21	если мы	5	11
22	и для	5	11
23	связи с	13	11
24	в самом	16	10
25	в нем	13	10
26	в слове	5	10
27	самом деле	8	10
28	для него	7	9
29	лишь в	7	9
30	в результате	6	9
31	только в	6	9
32	при этом	9	8
33	но и	13	8
34	то ни	2	8
35	о языке	4	8
36	не только	9	8
37	все же	8	8
38	то что	6	8
39	без исключения	2	8
40	в связи	10	7
41	все эти	6	7
42	но в	4	7
43	язык как	8	7
44	в ее	2	7
45	во всех	5	7
46	то же	6	7
47	а не	6	7
48	слова как	2	7
49	с помощью	10	6
50	в том	11	6
51	кроме того	2	6
52	является не	2	6
53	в пределах	12	6
54	другой стороны	4	6
55	и здесь	3	6
56	отнюдь не	8	6
57	в его	10	6
58	на почве	9	6
59	мы не	3	6
60	так сказать	3	6
61	ничего не	4	6
62	с другой	3	5
63	в конце	2	5
64	именно в	5	5
65	мы знаем	3	5
66	не в	15	5
67	до конца	2	5
68	общения и	2	5
69	языку как	2	5
70	и все	3	5
71	к этому	4	5
72	вовсе не	11	5
73	по преимуществу	5	5
74	как ее	3	5
75	в отличие	2	5
76	входит в	4	5
77	того чтобы	3	5
78	хотя бы	6	5
79	этот вопрос	2	5
80	во всяком	5	5
81	отличие от	2	5
82	самого начала	2	4
83	что в	7	4
84	с самого	2	4
85	дело идет	4	4
86	в ней	6	4
87	не является	3	4
88	слово как	2	4
89	не столько	4	4
90	а в	6	4
91	и на	3	4
92	сказать что	2	4
93	чем же	3	4
94	науки о	2	4
95	же является	2	4
96	с этим	5	4
97	по себе	7	4
98	было бы	6	4
99	не будет	2	4
100	что же	5	4
101	как в	4	4
102	только на	3	4
103	в языке	6	4
104	язык в	2	4
105	для того	3	4
106	между ними	2	4
107	в рамки	2	4
108	место в	3	3
109	этом отношении	7	3
110	в какой	3	3
111	формы и	2	3
112	и от	2	3
113	одного из	3	3
114	а как	3	3
115	в целях	2	3
116	и как	3	3
117	в дальнейшем	4	3
118	высшей степени	4	3
119	но именно	3	3
120	в большинстве	4	3
121	же время	5	3
122	на язык	2	3
123	в котором	2	3
124	из них	4	3
125	все это	3	3
126	в систему	2	3
127	следует что	3	3
128	не было	6	3
129	конце концов	2	3
130	того что	3	3
131	не имеет	2	3
132	с другими	10	3
133	от одного	2	3
134	между тем	2	3
135	в то	5	3
136	его в	3	3
137	в высшей	4	3
138	большинстве случаев	3	3
139	общения в	3	3
140	слово в	2	3
141	языка а	5	3
142	к другому	2	3
143	не могут	7	3
144	и к	4	3
145	все без	2	3
146	для всего	2	3
147	языковой системы	2	3
148	том что	2	3
149	более того	5	3
150	речевого общения	6	3
151	системы языка	2	3
152	совершенно не	4	3
153	в корне	7	3
154	в сущности	4	3
155	он не	6	3
156	не есть	3	3
157	в первом	7	3
158	в своей	7	3
159	быть и	3	3
160	в истории	6	3
161	лишь для	4	3
162	это и	5	3
163	на самом	3	3
164	сводится к	5	3
165	но все	3	3
166	речи и	3	3
167	между двумя	2	3
168	является в	2	3
169	и ее	6	3
170	слова и	7	3
171	и это	2	3
172	в которой	2	3
173	в области	3	3
174	же как	3	2
175	независимо от	4	2
176	должна быть	5	2
177	никогда не	2	2
178	тому что	2	2
179	первый план	2	2
180	с системой	2	2
181	именно здесь	2	2
182	ни в	2	2
183	как она	2	2
184	основных понятий	3	2
185	и иные	2	2
186	в единстве	2	2
187	совпадает с	2	2
188	в виду	2	2
189	всяком случае	5	2
190	со всею	2	2
191	и др	3	2
192	подойти к	2	2
193	жизни и	3	2
194	в понимании	2	2
195	и их	3	2
196	это положение	2	2
197	как к	3	2
198	по аналогии	2	2
199	и только	5	2
200	язык и	7	2
201	точке зрения	2	2
202	и других	2	2
203	пр и	4	2
204	не просто	2	2
205	лучше всего	2	2
206	не приходится	3	2
207	именно на	3	2
208	во втором	7	2
209	между этими	3	2
210	и даже	4	2
211	должно быть	2	2
212	все остальные	2	2
213	говорит он	5	2
214	в одной	2	2
215	же и	2	2
216	из этих	3	2
217	к его	2	2
218	слово является	3	2
219	этом смысле	2	2
220	так как	4	2
221	бы в	5	2
222	и с	9	2
223	от этого	3	2
224	в основе	5	2
225	и более	2	2
226	для них	3	2
227	если бы	5	2
228	имеет значение	2	2
229	и всякое	2	2
230	отвлечение от	2	2
231	установкой на	2	2
232	не как	4	2
233	что он	5	2
234	языка все	2	2
235	то в	2	2
236	зависимости от	3	2
237	от него	2	2
238	в качестве	2	2
239	она не	2	2
240	есть лишь	2	2
241	к тому	4	2
242	ни о	5	2
243	на первый	2	2
244	все остальное	4	2
245	одним словом	4	2
246	однако не	3	2
247	что и	8	2
248	и речи	5	2
249	и прежде	3	2
250	как раз	6	2
251	речевых выступлений	2	2
252	что не	4	2
253	менее всего	3	2
254	и иных	2	2
255	в таком	2	2
256	или в	3	2
257	языка не	2	2
258	тем что	8	2
259	могут быть	6	2
260	из этого	2	2
261	без всякой	3	2
262	этими двумя	2	2
263	там где	4	2
264	от нее	4	2
265	в чем	2	2
266	из него	2	2
